record_id,source_corpus,title,section_index,section_type,heading,heading_level,line_start,line_end,original_chars,markdown
full_2026-07-06__rec_001676,include,Caduceus: Bi-Directional Equivariant Long-Range DNA Sequence Modeling,2,introduction,Introduction,2,27,55,4829,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001676.md
full_2026-07-06__rec_001676,include,Caduceus: Bi-Directional Equivariant Long-Range DNA Sequence Modeling,3,discussion_conclusion,Conclusion,2,212,219,844,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001676.md
full_2026-07-06__rec_001676,include,Caduceus: Bi-Directional Equivariant Long-Range DNA Sequence Modeling,4,data_representation,Datasets,4,411,414,365,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001676.md
full_2026-07-06__rec_001683,include,AntigenLM: Structure-Aware DNA Language Modeling for Influenza,1,abstract,ABSTRACT,3,15,18,1066,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001683.md
full_2026-07-06__rec_001683,include,AntigenLM: Structure-Aware DNA Language Modeling for Influenza,2,introduction,INTRODUCTION,2,19,36,5063,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001683.md
full_2026-07-06__rec_001683,include,AntigenLM: Structure-Aware DNA Language Modeling for Influenza,3,discussion_conclusion,DISCUSSION AND CONCLUSION,2,208,283,17740,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001683.md
full_2026-07-06__rec_001683,include,AntigenLM: Structure-Aware DNA Language Modeling for Influenza,4,data_representation,DATASETS,3,98,109,2420,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001683.md
full_2026-07-06__rec_001683,include,AntigenLM: Structure-Aware DNA Language Modeling for Influenza,5,data_representation,DATASET,3,286,357,4822,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001683.md
full_2026-07-06__rec_001683,include,AntigenLM: Structure-Aware DNA Language Modeling for Influenza,6,data_representation,PRETRAINING DATA CURATION AND QC,3,358,373,603,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001683.md
full_2026-07-06__rec_001683,include,AntigenLM: Structure-Aware DNA Language Modeling for Influenza,7,data_representation,FINETUNING DATA CURATION (HA/NA-ONLY),3,374,379,554,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001683.md
full_2026-07-06__rec_001687,include,CaLMFlow: Volterra Flow Matching using Causal Language Models,1,abstract,ABSTRACT,3,25,28,1065,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001687.md
full_2026-07-06__rec_001687,include,CaLMFlow: Volterra Flow Matching using Causal Language Models,2,introduction,INTRODUCTION,2,29,49,3861,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001687.md
full_2026-07-06__rec_001687,include,CaLMFlow: Volterra Flow Matching using Causal Language Models,3,data_representation,SYNTHETIC DATASETS,3,148,179,4208,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001687.md
full_2026-07-06__rec_001700,include,Semantic mining of functional de novo genes from a genomic language model,1,discussion_conclusion,Discussion,3,151,158,2724,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001700.md
full_2026-07-06__rec_001700,include,Semantic mining of functional de novo genes from a genomic language model,2,data_representation,Methods,5,253,280,8114,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001700.md
full_2026-07-06__rec_001700,include,Semantic mining of functional de novo genes from a genomic language model,3,data_representation,Analysis of species tag-prompting methods,7,285,295,1942,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001700.md
full_2026-07-06__rec_001714,include,Open-weight genome language model safeguards: Assessing robustness via adversarial fine-tuning,1,abstract,Abstract,3,23,30,1557,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001714.md
full_2026-07-06__rec_001714,include,Open-weight genome language model safeguards: Assessing robustness via adversarial fine-tuning,2,introduction,Introduction,2,31,42,4672,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001714.md
full_2026-07-06__rec_001714,include,Open-weight genome language model safeguards: Assessing robustness via adversarial fine-tuning,3,discussion_conclusion,Discussion,2,99,150,8368,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001714.md
full_2026-07-06__rec_001714,include,Open-weight genome language model safeguards: Assessing robustness via adversarial fine-tuning,4,discussion_conclusion,Conclusion,2,151,191,12835,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001714.md
full_2026-07-06__rec_001714,include,Open-weight genome language model safeguards: Assessing robustness via adversarial fine-tuning,5,data_representation,Methods,2,43,70,4905,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001714.md
full_2026-07-06__rec_001725,include,Gene-Family Encoding Boosts Domain-Adapted Single-Cell Language Models,1,abstract,Abstract,2,37,40,1213,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001725.md
full_2026-07-06__rec_001725,include,Gene-Family Encoding Boosts Domain-Adapted Single-Cell Language Models,2,introduction,Introduction,2,41,50,5644,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001725.md
full_2026-07-06__rec_001725,include,Gene-Family Encoding Boosts Domain-Adapted Single-Cell Language Models,3,discussion_conclusion,Discussion,2,105,118,7247,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001725.md
full_2026-07-06__rec_001725,include,Gene-Family Encoding Boosts Domain-Adapted Single-Cell Language Models,4,data_representation,Methods Development of the GC-atlas scRNA-seq corpus,2,119,122,1896,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001725.md
full_2026-07-06__rec_001725,include,Gene-Family Encoding Boosts Domain-Adapted Single-Cell Language Models,5,data_representation,Processing of validation scRNA-seq dataset,2,161,176,1651,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001725.md
full_2026-07-06__rec_001730,include,Enhanced Viral Genome Classification Using Large Language Models,1,introduction,Introduction,2,21,56,5412,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001730.md
full_2026-07-06__rec_001730,include,Enhanced Viral Genome Classification Using Large Language Models,2,discussion_conclusion,Conclusions,2,246,249,440,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001730.md
full_2026-07-06__rec_001730,include,Enhanced Viral Genome Classification Using Large Language Models,3,data_representation,Dataset,3,83,96,1673,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001730.md
full_2026-07-06__rec_001730,include,Enhanced Viral Genome Classification Using Large Language Models,4,data_representation,Materials and Methods,2,124,148,2767,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001730.md
full_2026-07-06__rec_001735,include,"Learning from Gene Names, Expression Values and Images: Contrastive Masked Text-Image Pretraining for Spatial Transcriptomics Representation Learning",1,abstract,Abstract,5,15,18,1775,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001735.md
full_2026-07-06__rec_001735,include,"Learning from Gene Names, Expression Values and Images: Contrastive Masked Text-Image Pretraining for Spatial Transcriptomics Representation Learning",2,introduction,Introduction,3,19,36,4849,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001735.md
full_2026-07-06__rec_001735,include,"Learning from Gene Names, Expression Values and Images: Contrastive Masked Text-Image Pretraining for Spatial Transcriptomics Representation Learning",3,discussion_conclusion,Discussion,3,222,227,1415,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001735.md
full_2026-07-06__rec_001735,include,"Learning from Gene Names, Expression Values and Images: Contrastive Masked Text-Image Pretraining for Spatial Transcriptomics Representation Learning",4,discussion_conclusion,Conclusion,3,228,231,995,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001735.md
full_2026-07-06__rec_001735,include,"Learning from Gene Names, Expression Values and Images: Contrastive Masked Text-Image Pretraining for Spatial Transcriptomics Representation Learning",5,data_representation,Datasets and Implementation Details,4,139,144,1032,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001735.md
full_2026-07-06__rec_001735,include,"Learning from Gene Names, Expression Values and Images: Contrastive Masked Text-Image Pretraining for Spatial Transcriptomics Representation Learning",6,data_representation,Method,3,37,136,7849,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001735.md
full_2026-07-06__rec_001735,include,"Learning from Gene Names, Expression Values and Images: Contrastive Masked Text-Image Pretraining for Spatial Transcriptomics Representation Learning",7,data_representation,"FROM GENE NAMES, EXPRESSION VALUES AND IMAGES: Contrastive Masked Text-Image Pretraining for Spatial Transcriptomics Representation Learning",2,1,314,40513,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001735.md
full_2026-07-06__rec_001761,include,Generative design and construction of functional plasmids with a DNA language model,1,abstract,Abstract,6,7,10,1581,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001761.md
full_2026-07-06__rec_001761,include,Generative design and construction of functional plasmids with a DNA language model,2,introduction,Introduction,3,11,26,8712,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001761.md
full_2026-07-06__rec_001761,include,Generative design and construction of functional plasmids with a DNA language model,3,discussion_conclusion,Discussion,3,108,119,6913,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001761.md
full_2026-07-06__rec_001761,include,Generative design and construction of functional plasmids with a DNA language model,4,data_representation,Dataset and Training,4,29,38,3070,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001761.md
full_2026-07-06__rec_001761,include,Generative design and construction of functional plasmids with a DNA language model,5,data_representation,Dataset Curation,4,122,142,2415,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001761.md
full_2026-07-06__rec_001761,include,Generative design and construction of functional plasmids with a DNA language model,6,data_representation,Preprocessing and Filtering Strategy,5,135,142,955,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001761.md
full_2026-07-06__rec_001761,include,Generative design and construction of functional plasmids with a DNA language model,7,data_representation,Methods,3,120,256,23571,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001761.md
full_2026-07-06__rec_001773,include,Omni-DNA: A Unified Genomic Foundation Model for Cross-Modal and Multi-Task Learning,1,abstract,Abstract,3,5,8,1398,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001773.md
full_2026-07-06__rec_001773,include,Omni-DNA: A Unified Genomic Foundation Model for Cross-Modal and Multi-Task Learning,2,introduction,Introduction,2,9,46,5823,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001773.md
full_2026-07-06__rec_001773,include,Omni-DNA: A Unified Genomic Foundation Model for Cross-Modal and Multi-Task Learning,3,discussion_conclusion,Conclusion,2,266,653,49200,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001773.md
full_2026-07-06__rec_001773,include,Omni-DNA: A Unified Genomic Foundation Model for Cross-Modal and Multi-Task Learning,4,data_representation,Final Dataset Composition,4,621,653,15055,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001773.md
full_2026-07-06__rec_001773,include,Omni-DNA: A Unified Genomic Foundation Model for Cross-Modal and Multi-Task Learning,5,data_representation,Ablation on Positional Embedding Methods,3,242,245,469,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001773.md
full_2026-07-06__rec_001838,include,Cell2Text: Multimodal LLM for Generating Single-Cell Descriptions from RNA-Seq Data,1,abstract,ABSTRACT,3,17,20,1462,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001838.md
full_2026-07-06__rec_001838,include,Cell2Text: Multimodal LLM for Generating Single-Cell Descriptions from RNA-Seq Data,2,introduction,INTRODUCTION,2,21,33,2984,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001838.md
full_2026-07-06__rec_001838,include,Cell2Text: Multimodal LLM for Generating Single-Cell Descriptions from RNA-Seq Data,3,discussion_conclusion,CONCLUSION,2,188,254,16186,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001838.md
full_2026-07-06__rec_001838,include,Cell2Text: Multimodal LLM for Generating Single-Cell Descriptions from RNA-Seq Data,4,data_representation,DATASET CONSTRUCTION,4,109,118,1480,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001838.md
full_2026-07-06__rec_001838,include,Cell2Text: Multimodal LLM for Generating Single-Cell Descriptions from RNA-Seq Data,5,data_representation,DATASET CONSTRUCTION DETAILS,2,255,292,4713,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001838.md
full_2026-07-06__rec_001838,include,Cell2Text: Multimodal LLM for Generating Single-Cell Descriptions from RNA-Seq Data,6,data_representation,DATASET STATISTICS AND DISTRIBUTIONS,2,293,336,3557,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001838.md
full_2026-07-06__rec_001838,include,Cell2Text: Multimodal LLM for Generating Single-Cell Descriptions from RNA-Seq Data,7,data_representation,MODEL ARCHITECTURE,3,56,76,3374,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001838.md
full_2026-07-06__rec_001889,include,scMOBA: A conversational single-cell Multi-Omics Brain Agent across species,1,abstract,Abstract,3,29,32,1441,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001889.md
full_2026-07-06__rec_001889,include,scMOBA: A conversational single-cell Multi-Omics Brain Agent across species,2,introduction,Introduction,3,33,46,6491,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001889.md
full_2026-07-06__rec_001889,include,scMOBA: A conversational single-cell Multi-Omics Brain Agent across species,3,discussion_conclusion,Discussion,3,97,112,6528,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001889.md
full_2026-07-06__rec_001889,include,scMOBA: A conversational single-cell Multi-Omics Brain Agent across species,4,data_representation,Construction of question-answer pairs,5,199,208,2154,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001889.md
full_2026-07-06__rec_001889,include,scMOBA: A conversational single-cell Multi-Omics Brain Agent across species,5,data_representation,Datasets and processing,4,127,180,5632,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001889.md
full_2026-07-06__rec_001889,include,scMOBA: A conversational single-cell Multi-Omics Brain Agent across species,6,data_representation,Datasets,5,129,138,990,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001889.md
full_2026-07-06__rec_001889,include,scMOBA: A conversational single-cell Multi-Omics Brain Agent across species,7,data_representation,snRNA-seq datasets and preprocessing,6,131,136,899,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001889.md
full_2026-07-06__rec_002049,include,BioVERSE: Representation Alignment of Biomedical Modalities to LLMs for Multi-Modal Reasoning,1,abstract,ABSTRACT,3,9,12,1269,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002049.md
full_2026-07-06__rec_002049,include,BioVERSE: Representation Alignment of Biomedical Modalities to LLMs for Multi-Modal Reasoning,2,introduction,INTRODUCTION,2,13,26,2612,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002049.md
full_2026-07-06__rec_002049,include,BioVERSE: Representation Alignment of Biomedical Modalities to LLMs for Multi-Modal Reasoning,3,data_representation,DATASETS AND EVALUATION,3,113,122,2408,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002049.md
full_2026-07-06__rec_002049,include,BioVERSE: Representation Alignment of Biomedical Modalities to LLMs for Multi-Modal Reasoning,4,data_representation,MODULAR ARCHITECTURE,3,55,78,2979,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002049.md
full_2026-07-06__rec_002049,include,BioVERSE: Representation Alignment of Biomedical Modalities to LLMs for Multi-Modal Reasoning,5,data_representation,METHOD,2,41,98,7872,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002049.md
full_2026-07-06__rec_002049,include,BioVERSE: Representation Alignment of Biomedical Modalities to LLMs for Multi-Modal Reasoning,6,data_representation,BIOVERSE: REPRESENTATION ALIGNMENT OF BIOMEDICAL MODALITIES TO LLMS FOR MULTIMODAL REASONING,2,1,12,1523,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002049.md
full_2026-07-06__rec_002105,include,Multimodal learning of transcriptomes and text enables interactive single-cell RNA-seq data exploration with natural-language chats,1,abstract,Abstract,2,36,39,1523,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002105.md
full_2026-07-06__rec_002105,include,Multimodal learning of transcriptomes and text enables interactive single-cell RNA-seq data exploration with natural-language chats,2,introduction,Introduction,2,40,71,4142,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002105.md
full_2026-07-06__rec_002105,include,Multimodal learning of transcriptomes and text enables interactive single-cell RNA-seq data exploration with natural-language chats,3,discussion_conclusion,Discussion,2,176,356,31093,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002105.md
full_2026-07-06__rec_002105,include,Multimodal learning of transcriptomes and text enables interactive single-cell RNA-seq data exploration with natural-language chats,4,data_representation,"Third, to enable natural-language chats with CellWhisperer, we customized and fine-tuned the Mistral 7B open-source LLM (Jiang et al. 2023) to incorporate transcriptome information in addition to textual input. Our approach is inspired by the ability of multimodal LLMs - such as GPT-4, Gemini, and the open-source LLaVA model (H. Liu et al. 2023) - to interpret and converse about images. We generated a training dataset of 106,610 question-answer-style conversations, including simple rule-based conversations (e.g., 'What does the sample represent?' , with the sample's textual annotation as the designated answer) as well as more complex LLMgenerated conversations that all take transcriptome profiles into account (see Methods section for technical details and Supplementary Note 1 for examples). Based on this training dataset, we used the CellWhispererderived transcriptome embeddings together with the prepared questions as input to the Mistral 7B LLM (with an adapter layer that converts the transcriptome embeddings into Mistral -compatible token-level embeddings), and we fine-tuned this LLM to produce the matched answers. The resulting fine-tuned LLM responds to freetext questions and engages in natural-language chats about cells and their biological functions, gene-regulatory mechanisms, and other biological processes that can be linked to transcriptional cell states.",2,95,175,14482,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002105.md
full_2026-07-06__rec_002105,include,Multimodal learning of transcriptomes and text enables interactive single-cell RNA-seq data exploration with natural-language chats,5,data_representation,CellWhisperer enables interactive explorative analysis of user-provided transcriptome datasets,3,166,175,3097,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002105.md
full_2026-07-06__rec_002105,include,Multimodal learning of transcriptomes and text enables interactive single-cell RNA-seq data exploration with natural-language chats,6,data_representation,Creation of a multimodal training dataset with pairs of transcriptomes and text,3,213,236,3157,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002105.md
full_2026-07-06__rec_002105,include,Multimodal learning of transcriptomes and text enables interactive single-cell RNA-seq data exploration with natural-language chats,7,data_representation,"Integration of CellWhisperer into CELLxGENE Explorer, web hosting, and user-provided dataset processing",3,345,356,3010,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002105.md
full_2026-07-06__rec_002151,include,scGenAI: A generative AI platform with biological context embedding of multimodal features enhances single cell state classification,1,abstract,Abstract,2,111,186,1482,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002151.md
full_2026-07-06__rec_002151,include,scGenAI: A generative AI platform with biological context embedding of multimodal features enhances single cell state classification,2,introduction,Introduction,2,187,190,1507,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002151.md
full_2026-07-06__rec_002151,include,scGenAI: A generative AI platform with biological context embedding of multimodal features enhances single cell state classification,3,discussion_conclusion,Conclusions,2,401,404,571,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002151.md
full_2026-07-06__rec_002151,include,scGenAI: A generative AI platform with biological context embedding of multimodal features enhances single cell state classification,4,data_representation,Methods and Features,2,191,260,2115,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002151.md
full_2026-07-06__rec_002151,include,scGenAI: A generative AI platform with biological context embedding of multimodal features enhances single cell state classification,5,data_representation,Table 1 Model performance (validation accuracy%) on scGenAI and other methods,3,505,514,533,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002151.md
full_2026-07-06__rec_002162,include,Enhancing DNA Foundation Models to Address Masking Inefficiencies,1,abstract,Abstract,6,21,24,1257,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002162.md
full_2026-07-06__rec_002162,include,Enhancing DNA Foundation Models to Address Masking Inefficiencies,2,introduction,Introduction,2,25,34,3425,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002162.md
full_2026-07-06__rec_002162,include,Enhancing DNA Foundation Models to Address Masking Inefficiencies,3,discussion_conclusion,Conclusion,2,150,180,6705,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002162.md
full_2026-07-06__rec_002162,include,Enhancing DNA Foundation Models to Address Masking Inefficiencies,4,data_representation,Encoder-decoder architecture with modified masking,4,47,64,2127,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002162.md
full_2026-07-06__rec_002162,include,Enhancing DNA Foundation Models to Address Masking Inefficiencies,5,data_representation,Method,2,35,78,6456,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002162.md
full_2026-07-06__rec_002304,include,"Genolator: A Multimodal Large Language Model Fusing Natural Language, Genomic, and Structural Tokens for Protein Function Interpretation",1,abstract,Abstract,2,11,20,2245,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002304.md
full_2026-07-06__rec_002304,include,"Genolator: A Multimodal Large Language Model Fusing Natural Language, Genomic, and Structural Tokens for Protein Function Interpretation",2,data_representation,Construction of Custom QA Datasets:,3,225,250,4027,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002304.md
full_2026-07-06__rec_002304,include,"Genolator: A Multimodal Large Language Model Fusing Natural Language, Genomic, and Structural Tokens for Protein Function Interpretation",3,data_representation,Similarity-Aware Dataset Splitting:,3,281,290,1664,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002304.md
full_2026-07-06__rec_002304,include,"Genolator: A Multimodal Large Language Model Fusing Natural Language, Genomic, and Structural Tokens for Protein Function Interpretation",4,data_representation,Methods:,2,223,346,15734,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002304.md
full_2026-07-06__rec_002304,include,"Genolator: A Multimodal Large Language Model Fusing Natural Language, Genomic, and Structural Tokens for Protein Function Interpretation",5,data_representation,Model Interpretability and Representation Analysis:,3,335,338,313,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002304.md
full_2026-07-06__rec_002327,include,OmniNA: A foundation model for nucleotide sequences,1,abstract,Abstract,2,9,12,1514,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002327.md
full_2026-07-06__rec_002327,include,OmniNA: A foundation model for nucleotide sequences,2,introduction,Introduction,2,13,20,3274,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002327.md
full_2026-07-06__rec_002327,include,OmniNA: A foundation model for nucleotide sequences,3,discussion_conclusion,Discussion,2,133,146,6720,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002327.md
full_2026-07-06__rec_002327,include,OmniNA: A foundation model for nucleotide sequences,4,data_representation,Model architecture and pre-training,2,25,44,3297,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002327.md
full_2026-07-06__rec_002327,include,OmniNA: A foundation model for nucleotide sequences,5,data_representation,Methods Data processing for OmniNA pre-training,2,21,24,926,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002327.md
full_2026-07-06__rec_002327,include,OmniNA: A foundation model for nucleotide sequences,6,data_representation,Benchmark OmniNA with task-specific deep learning methods,2,67,74,1564,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002327.md
full_2026-07-06__rec_002327,include,OmniNA: A foundation model for nucleotide sequences,7,data_representation,Feature representation extraction from the pre-trained model,2,53,58,2819,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002327.md
full_2026-07-06__rec_002339,include,A Phylogenetic Approach to Genomic Language Modeling,1,introduction,Introduction,3,12,23,3824,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002339.md
full_2026-07-06__rec_002339,include,A Phylogenetic Approach to Genomic Language Modeling,2,discussion_conclusion,Discussion and Conclusion,3,192,205,2581,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002339.md
full_2026-07-06__rec_002339,include,A Phylogenetic Approach to Genomic Language Modeling,3,data_representation,Training Data,2,50,61,1582,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002339.md
full_2026-07-06__rec_002339,include,A Phylogenetic Approach to Genomic Language Modeling,4,data_representation,Architecture and Training,2,86,93,1593,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002339.md
full_2026-07-06__rec_002357,include,CD-GPT As a Biological Foundation Model Bridging the Gap between Molecular Sequences Through Central Dogma,1,abstract,Abstract,6,39,57,1383,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002357.md
full_2026-07-06__rec_002357,include,CD-GPT As a Biological Foundation Model Bridging the Gap between Molecular Sequences Through Central Dogma,2,discussion_conclusion,Discussion,2,698,781,4826,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002357.md
full_2026-07-06__rec_002357,include,CD-GPT As a Biological Foundation Model Bridging the Gap between Molecular Sequences Through Central Dogma,3,data_representation,Dataset details,3,948,1003,6803,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002357.md
full_2026-07-06__rec_002357,include,CD-GPT As a Biological Foundation Model Bridging the Gap between Molecular Sequences Through Central Dogma,4,data_representation,pretraining dataset,4,950,959,1559,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002357.md
full_2026-07-06__rec_002357,include,CD-GPT As a Biological Foundation Model Bridging the Gap between Molecular Sequences Through Central Dogma,5,data_representation,evaluation dataset,4,960,1003,5179,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002357.md
full_2026-07-06__rec_002357,include,CD-GPT As a Biological Foundation Model Bridging the Gap between Molecular Sequences Through Central Dogma,6,data_representation,architecture,4,862,947,4191,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002357.md
full_2026-07-06__rec_002400,include,Synthetic Histopathological Images Generation with Artificial Intelligence to Accelerate Research and Improve Clinical Outcomes in Hematology,1,document_opening,Docling opening text,0,1,0,1087,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002400.md
full_2026-07-06__rec_002410,include,seqLens: optimizing language models for genomic predictions,1,abstract,Abstract,6,75,85,2526,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002410.md
full_2026-07-06__rec_002410,include,seqLens: optimizing language models for genomic predictions,2,discussion_conclusion,Discussion,2,913,1102,11569,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002410.md
