record_id,source_record_id,source_corpus,context_status,selected_section_count,full_text_context_chars,abstract_chars,selected_original_chars_total,abstract_headings,introduction_headings,discussion_conclusion_headings,data_representation_headings,document_opening_headings,docling_markdown,title,doi
full_2026-07-06__rec_002327,rec_002327,include,ok,7,10339,1514,20114,Abstract,Introduction,Discussion,Model architecture and pre-training | Methods Data processing for OmniNA pre-training | Benchmark OmniNA with task-specific deep learning methods | Feature representation extraction from the pre-trained model,,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002327.md,OmniNA: A foundation model for nucleotide sequences,10.1101/2024.01.14.575543
full_2026-07-06__rec_002339,rec_002339,include,ok,4,6244,0,9580,,Introduction,Discussion and Conclusion,Training Data | Architecture and Training,,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002339.md,A Phylogenetic Approach to Genomic Language Modeling,10.48550/arXiv.2503.03773
full_2026-07-06__rec_002357,rec_002357,include,ok,6,9209,1383,23941,Abstract,,Discussion,Dataset details | pretraining dataset | evaluation dataset | architecture,,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002357.md,CD-GPT As a Biological Foundation Model Bridging the Gap between Molecular Sequences Through Central Dogma,10.1101/2024.06.24.600337
full_2026-07-06__rec_002400,rec_002400,include,fallback_document_opening,1,1128,0,1087,,,,,Docling opening text,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002400.md,Synthetic Histopathological Images Generation with Artificial Intelligence to Accelerate Research and Improve Clinical Outcomes in Hematology,10.1182/blood-2023-187521
full_2026-07-06__rec_002410,rec_002410,include,ok,6,8268,1509,19317,Abstract,,Discussion,"and ESM [27, 28] architectures and introduce seqLens models. We systematically 75 investigate dynamic tokenization using byte-pair encoding (BPE), diverse pretrain76 ing datasets spanning multiple species, architectural features such as disentangled 77 attention, parameter-efficient fine-tuning approaches, different pooling methods, and 78 continual pretraining for domain adaptation (Figure 1). We also evaluate our models' 79 understanding of evolutionary relationships by analyzing the embeddings and com80 paring performance against existing genomic language models. Our comprehensive 81 benchmarking demonstrates that these methodological advances significantly enhance 82 genomic language model performance, with one of the seqLens models outperforming 83 similar-sized models in 13 of 19 benchmarking tasks, establishing a robust framework 84 for developing future genomic language models that are more effective, adaptable, and 85 capable of addressing complex biological questions. 20 Base -Mean Base -Max Base -Mean Base -Max | Training dataset | Benchmarking datasets 732 | Genome benchmark dataset 733",,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002410.md,seqLens: optimizing language models for genomic predictions,10.1101/2025.03.12.642848
full_2026-07-06__rec_002451,rec_002451,include,ok,8,9167,1546,14193,Abstract,Introduction,Discussion | Conclusion,Datasets | Training and validation datasets | Test dataset 1-BASEL collection | Test dataset 2-Extremophile collection,,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002451.md,ProkBERT PhaStyle: accurate phage lifestyle prediction with pretrained genomic language models,10.1093/bioadv/vbaf188
full_2026-07-06__rec_002459,rec_002459,include,ok,7,8381,1430,45822,ABSTRACT,INTRODUCTION,DISCUSSION,"XLSTM ARCHITECTURE DETAILS | ARCHITECTURE AND HYPERPARAMETERS | ARCHITECTURE AND HYPERPARAMETER SELECTION | BIO-XLSTM: GENERATIVE MODELING, REPRESENTATION AND IN-CONTEXT LEARNING OF BIOLOGICAL AND CHEMICAL SEQUENCES",,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002459.md,"Bio-xLSTM: Generative modeling, representation and in-context learning of biological and chemical sequences",10.48550/arXiv.2411.04165
full_2026-07-06__rec_002483,rec_002483,include,ok,7,8584,1262,20081,ABSTRACT,INTRODUCTION,DISCUSSION,Recapitulation of Dataset-Specific Transcriptomic Structure by LLMs | Data curation and preprocessing | Selection of matched and mismatched real scRNA-seq datasets | Reference datasets for spatial mapping,,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002483.md,Generative single-cell transcriptomics via large language models,10.64898/2026.01.12.699186
full_2026-07-06__rec_002496,rec_002496,include,ok,1,1585,0,2664,,,,Influence of pre-training data size,,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002496.md,scGPT: toward building a foundation model for single-cell multi-omics using generative AI,10.1038/s41592-024-02201-0
full_2026-07-06__rec_002511,rec_002511,include,ok,7,9868,1133,22928,Abstract,Introduction,Discussion,Input preprocessing 460 | Dataset collection | The architecture of tGPT 469 | Benchmark methods 602,,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002511.md,Generative pretraining from large-scale transcriptomes: Implications for single-cell deciphering and clinical translation,10.1101/2022.01.31.478596
full_2026-07-06__rec_002517,rec_002517,include,ok,4,4479,1111,8022,Abstract,Introduction,,Datasets | Data Pre-processing,,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002517.md,ChatCell: Facilitating Single-Cell Analysis with Natural Language,10.48550/arXiv.2402.08303
full_2026-07-06__rec_002581,rec_002581,include,ok,5,5617,609,7445,Abstract,,,Dataset Construction | Training Dataset | Datasets | dataset,,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002581.md,CellReasoner: A reasoning-enhanced large language model for cell type annotation,10.1101/2025.05.20.655112
full_2026-07-06__rec_002676,rec_002676,include,ok,4,6306,0,26078,,,Discussion,"Dependency maps uncover shortcomings in gLM model designs and training data selection | Methods | Reporting for specific materials, systems and methods Reporting for specific materials, systems and methods",,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002676.md,Nucleotide dependency analysis of DNA language models reveals genomic functional elements,10.1101/2024.07.27.605418
full_2026-07-06__rec_002780,rec_002780,include,ok,3,4622,1545,13887,Abstract,Introduction,,Methods,,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002780.md,From a single sequence to evolutionary trajectories: protein language models capture the evolutionary potential of SARS-CoV-2 protein sequences,10.1101/2024.07.05.602129
full_2026-07-06__rec_002958,rec_002958,include,ok,4,5500,0,29977,,,Discussion,Dataset | Architecture of Exai-1 | Methods,,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002958.md,A multimodal cell-free RNA language model for liquid biopsy applications,10.1038/s42256-025-01148-x
full_2026-07-06__rec_002960,rec_002960,include,ok,5,8017,0,98325,,,Discussion,"mRNABERT: advancing mRNA sequence design with a universal language model and comprehensive dataset | Training datasets | Downstream task datasets | Þ 6 Datasets related to CDS sequences . The mRFP dataset 61 , constructed through synonymous codon randomization, encompasses the complete coding sequence of red fl uorescent protein (mRFP) and consists of 1459 gene variants in E. coli . It records the protein yield",,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002960.md,mRNABERT: advancing mRNA sequence design with a universal language model and comprehensive dataset,10.1038/s41467-025-65340-8
full_2026-07-06__rec_002969,rec_002969,include,ok,3,4257,0,25465,,,Discussion,Data preprocessing | Methods,,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002969.md,RiNALMo: general-purpose RNA language models can generalize well on structure prediction tasks,10.1038/s41467-025-60872-5
full_2026-07-06__rec_003007,rec_003007,include,ok,7,9010,1292,35829,ABSTRACT,INTRODUCTION,CONCLUSION,PERT-SEQ DATA REPRESENTATION | DATA INTEGRATION AND PRE-PROCESSING | METHOD | GENERATIVE NODE FEATURE REPRESENTATION VIA LLMS,,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003007.md,VCWorld: A Biological World Model for Virtual Cell Simulation,
full_2026-07-06__rec_003008,rec_003008,include,ok,6,9415,1387,34140,Abstract,Introduction,Conclusion,Datasets and Tasks | Methods | Unified Representation Across Genetic and Cellular Levels,,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003008.md,Aligning LLMs with Biomedical Knowledge using Balanced Fine-Tuning,
full_2026-07-06__rec_003035,rec_003035,include,ok,5,7495,1500,90486,Abstract,Introduction,Discussion,Phenformer - Neural Architecture | Materials and methods,,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003035.md,Multi-megabase scale genome interpretation with genetic language models,
full_2026-07-06__rec_003043,rec_003043,include,ok,4,5613,1164,9756,Abstract,Introduction,Discussion,LLMfinetuning with diverse datasets,,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003043.md,Geneverse: A collection of Open-source Multimodal Large Language Models for Genomic and Proteomic Research,
full_2026-07-06__rec_003074,rec_003074,include,ok,8,11539,1359,73126,Abstract,Introduction,Discussion | Conclusion,Data collection | Box 4.1: Influence of pre-training data size | Summary of benchmarking datasets | Model Architecture and Training,,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003074.md,Foundation model for single-cell omics,
full_2026-07-06__rec_003081,rec_003081,include,ok,6,8019,921,51758,Abstract,Introduction,Discussion,hECA-10M dataset for pre-training and validation | The architecture of scMulan | Methods,,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003081.md,scMulan: a multitask generative pre-trained language model for single-cell analysis,
full_2026-07-06__rec_003083,rec_003083,include,ok,4,6088,1594,26368,Abstract,Introduction,Discussion,Methods,,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003083.md,scWGBS-GPT: a foundation model for capturing long-range CPG dependencies in single-cell whole-genome bisulfite sequencing to enhance epigenetic analysis,
full_2026-07-06__rec_003087,rec_003087,include,ok,6,7588,1396,22784,Abstract,,Discussion,Effects of quantity and diversity of pre-training data | Dataset | The Panglao dataset - Embryonic Stem Cells | Dataset for iPSC to Cardiomyocyte Differentiation,,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003087.md,scKEPLM: Knowledge enhanced large-scale pre-trained language model for single-cell transcriptomics,
full_2026-07-06__rec_003121,rec_003121,include,ok,6,8595,1427,40186,ABSTRACT,INTRODUCTION,DISCUSSION AND CONCLUSIONS,"We propose a shift in how single-cell models are evaluated in transcriptomics by introducing a new benchmark focused on zero-shot performance in new domains. We also advocate for using metrics robust to highly imbalanced datasets, demonstrating the shortcomings of current stateof-the-art models in such settings. | DATASETS | RESULTS PER DATASETS",,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003121.md,A long range foundation model for zero-shot predictions in single-cell and spatial transcriptomics data,
full_2026-07-06__rec_003131,rec_003131,include,ok,7,10344,1456,19013,Abstract,Introduction,Conclusion,Data Collection | Construction of the Multi-task and Multi-level Genomics Training Corpus | Dataset and Model Setting | Dataset Expansion,,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003131.md,Gp-gpt: Large language model for gene-phenotype mapping,
full_2026-07-06__rec_003177,rec_003177,include,ok,7,9701,1270,29717,ABSTRACT,INTRODUCTION,DISCUSSION,UTILIZING GEO AS A LARGE-SCALE TRANSCRIPTOMICS DATASET WITH NATURAL LANGUAGE ANNOTATIONS | DATASET CURATION | ZERO-SHOT EVALUATION ON PUBLISHED DATASETS | DATASETS,,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003177.md,Joint embedding of transcriptomes and text enables interactive single-cell RNA-seq data exploration via natural language,
full_2026-07-06__rec_003188,rec_003188,include,ok,3,4002,1404,6758,Abstract,INTRODUCTION,CONCLUSION,,,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003188.md,Multimodal Cell Context Instruction Tuning for Conditional DNA Regulatory Sequence Generation with Large Language Models,
full_2026-07-06__rec_003206,rec_003206,include,ok,4,6189,1432,36390,Abstract,Introduction,Discussion,Methods,,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003206.md,Cell2Sentence: teaching large language models the language of biology,
full_2026-07-06__rec_003213,rec_003213,include,ok,5,7842,1552,46930,Abstract,INTRODUCTION,DISCUSSION,Training and withheld datasets | METHODS,,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003213.md,ChIP-GPT: a managed large language model for robust data extraction from biomedical database records,
full_2026-07-06__rec_003214,rec_003214,include,ok,2,3181,1585,10163,ABSTRACT,Introduction,,,,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003214.md,Biomedgpt: Open multimodal generative pre-trained transformer for biomedicine,
full_2026-07-06__rec_003274,rec_003274,include,ok,7,8331,1562,17674,Abstract,Introduction,Discussion,Dataset and processing | preprocessing | Text report preprocessing | Does CALM generalize to in-house datasets?,,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003274.md,Clinically aligned multi-modal image-text model for pan-cancer prognosis prediction,
full_2026-07-06__rec_003343,rec_003343,include,ok,7,6685,875,49441,Abstract,Introduction,Conclusion,"Dataset contributions 11 | Optimization &amp; architecture 11 | Architecture research 11 | Harms of representation, allocation, and quality of service",,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003343.md,Toward learning a foundational representation of cells and genes,
full_2026-07-06__rec_003348,rec_003348,include,ok,1,1585,0,2664,,,,Influence of pre-training data size,,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003348.md,scgpt: Towards building a foundation model for single-cell multi-omics using generative ai. bioRxiv,
full_2026-07-06__rec_003351,rec_003351,include,ok,7,9845,1573,73368,Abstract,Introduction,Discussion,Evaluation Datasets | Alternative View of SpatialHuman30M Metadata Cell Atlas Metadata by Number of Datasets | Methods | Continual pretraining methods,,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003351.md,scgpt-spatial: Continual pretraining of single-cell foundation model for spatial transcriptomics. bioRxiv,
full_2026-07-06__rec_003357,rec_003357,include,ok,1,1585,0,2664,,,,Influence of pre-training data size,,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003357.md,"Bo, W. scGPT: Towards building a foundation model for single-cell multi-omics using generative AI",
full_2026-07-06__rec_003394,rec_003394,include,ok,8,12464,1564,48900,Abstract,Introduction,Discussion | Conclusions,Model architecture and pre-training | Materials and methods | Benchmark OmniNA with task-specific deep learning methods | Feature representation evaluation of the OmniNA model,,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003394.md,A foundation model for nucleotide sequences.,10.1093/nar/gkag083
full_2026-07-06__rec_003429,rec_003429,include,ok,4,5694,0,53556,,Introduction,Discussion,Datasets | Methods,,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003429.md,BOTANIC-0: a series of foundation models for plant genomic data,10.64898/2026.02.23.706817
full_2026-07-06__rec_003466,rec_003466,include,ok,7,8390,1433,32435,ABSTRACT,Introduction,Discussion,"Data representation and preprocessing | Benchmarking framework for evaluating AI-assisted biological discovery. We propose a quantitative evaluation strategy that measures the ability of AI agents to recover biologically meaningful findings reported in reference studies, and apply this framework across six diverse scRNA-seq datasets. | Datasets | ELISA's hybrid retrieval outperforms CellWhisperer across datasets and query types",,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003466.md,ELISA: An Interpretable Hybrid Generative AI Agent for Expression-Grounded Discovery in Single-Cell Genomics,
full_2026-07-06__rec_003509,rec_003509,include,ok,7,10720,1545,44160,Abstract,Introduction,Discussion,Poisoning ∼ 1% of pre-training data is sufficient for backdoor installation | Corpus statistics and causal attribution explain the TATAbox failure | Training Corpus and Tokenization | Token-level corpus statistics and causal attribution for the GENERator 800m model,,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003509.md,Poisoning the Genome: Targeted Backdoor Attacks on DNA Foundation Models,
full_2026-07-06__rec_003514,rec_003514,include,ok,6,7550,1305,18523,Abstract,Introduction,Discussion,Dataset collection and curation | Model architecture | Table 1. Architecture variants of the Pro2RNA framework and their performance across different model combinations .,,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003514.md,Designing mRNA coding sequence via multimodal reverse translation language modeling with Pro2RNA,10.64898/2026.03.18.712790
full_2026-07-06__rec_003517,rec_003517,include,ok,7,9954,1577,29808,Abstract,Introduction,Discussion,Generation of the X-Atlas/Pisces dataset and X-Cell model | X-Atlas/Pisces Training Corpus | Evaluation Datasets | Preprocessing,,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003517.md,X-Cell: Scaling Causal Perturbation Prediction Across Diverse Cellular Contexts via Diffusion Language Models,10.64898/2026.03.18.712807
full_2026-07-06__rec_003569,rec_003569,include,ok,7,10297,1544,34735,ABSTRACT,INTRODUCTION,DISCUSSION,Feature extraction and training data preparation | Sparse autoencoder architecture and optimization | MATERIALS AND METHODS | Baseline methods for comparison,,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003569.md,Circular RNA identification using a genomic language model and a small number of authenticated examples,10.64898/2026.03.04.709677
full_2026-07-06__rec_003593,rec_003593,include,ok,4,5421,0,20646,,,Discussion,RNAret model architecture | Methods | Bidirectional encoder representation from Retentive Network,,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003593.md,Retentive Network promotes efficient RNA language modeling of long sequences,10.1038/s42003-026-09757-x
full_2026-07-06__rec_003609,rec_003609,include,ok,6,6711,1484,11587,Abstract,Introduction,,Data preparation and input representation | Data collection | Model architecture | Model architecture,,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003609.md,evoCancerGPT: Generating Zero-Shot Single-Cell and Single-Sample Cancer Progression Through Transfer Learning,
full_2026-07-06__rec_003629,rec_003629,include,ok,4,6243,1583,14553,Abstract,,Discussion,Datasets | Cross-Dataset Consistency Evaluation,,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003629.md,Phenotype-Guided In Silico Molecular Generation Using Large Language Models,
full_2026-07-06__rec_003641,rec_003641,include,ok,5,6275,937,28692,ABSTRACT,INTRODUCTION,DISCUSSION,PRETRAINING DATASET PROCESSING | MODEL ARCHITECTURE,,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003641.md,Generating and decoding methylated DNA with a Human Epigenetic Foundation Model,
full_2026-07-06__rec_003726,rec_003726,include,ok,5,6903,0,10550,,,Discussion,Assembly of population aging corpus across every decade of life | First stage training corpus: Genecorpus-175M | Second stage training corpus: Genecorpus-Aging-22M | Pseudotime trajectory training data,,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003726.md,Temporal AI model predicts drivers of cell state trajectories across human aging,
full_2026-07-06__rec_003848,rec_003848,include,ok,5,6338,1429,7481,ABSTRACT,Introduction,Discussion,pretraining data source | Methods,,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003848.md,CLM-X: A multimodal single-cell foundation model with flexible multi-way Transformer for unified scRNA-seq and scATAC-seq analysis,
full_2026-07-06__rec_003852,rec_003852,include,ok,6,8564,1463,23563,Abstract,Introduction,Discussion,Pretraining Datasets | Model Architecture and Pretraining | Online Methods,,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003852.md,A Generative Foundation Model for Multimodal Histopathology,
full_2026-07-06__rec_003902,rec_003902,include,ok,6,9358,1585,44816,Abstract,Introduction,Discussion,Cell Agent Architecture | Methods | Method Details,,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003902.md,CellSwarm: LLM-Driven Cell Agents Recapitulate Tumor Microenvironment Dynamics and Sense Indirect Genetic Perturbations,
full_2026-07-06__rec_003963,rec_003963,include,ok,5,7947,0,46310,,Introduction,Discussion,Datasets and Pre-processing | Methods | Stage I: Multimodal Representation Learning,,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003963.md,Phenotypic Bioactivity Prediction as Open-set Biological Assay Querying,
june_update_2026-06-10__rec_000021,rec_000021,include,ok,4,6051,1462,44423,Abstract,,Conclusion,Reference-alternate difference improves the allele-aware input representation | Methods,,data/docling_include_no_vlm_2026-07-09/markdown/june_update_2026_06_10_rec_000021.md,A fine-tuned genomic language model adds complementary nucleotide-context information to missense variant interpretation.,10.64898/2026.05.06.723362
june_update_2026-06-10__rec_000092,rec_000092,include,ok,8,10679,1464,34732,ABSTRACT,Introduction,Discussion | Conclusion,Data Preparation and Pre-Processing | Architecture and Pretraining of PlantGFM | PlantGFM Architecture | Methods,,data/docling_include_no_vlm_2026-07-09/markdown/june_update_2026_06_10_rec_000092.md,PlantGFM: A Genomic Foundation Model for Discovery and Creation of Plant Genes,10.1002/advs.75772
june_update_2026-06-10__rec_000118,rec_000118,include,ok,3,4714,1497,10040,Abstract,Introduction,,Tasks and datasets,,data/docling_include_no_vlm_2026-07-09/markdown/june_update_2026_06_10_rec_000118.md,CodonMoE: DNA language models for codon-dependent mRNA prediction,10.1093/bioinformatics/btag285
june_update_2026-06-10__rec_000121,rec_000121,include,ok,7,11160,1514,43080,Abstract,Introduction,Conclusion,"Datasets | Supplementary G: LCAD Resolution Cascade and Per-Dataset Coverage | Supplementary H: Per-Dataset Cross-System Accuracy | Supplementary E: RVQ Tokenizer Architecture, Training, and Vocabulary Expansion",,data/docling_include_no_vlm_2026-07-09/markdown/june_update_2026_06_10_rec_000121.md,RVQ-Alpha: Bridging Single-Cell Transcriptomics and Large Language Models via Discrete Tokenization and Verifiable Reinforcement Learning,10.64898/2026.04.20.719773
june_update_2026-06-10__rec_000133,rec_000133,include,ok,6,8772,1580,37646,Abstract,,Discussion,Pretraining corpus construction | Architecture and pretraining of the GenNA foundation model | Model architecture and configuration | Methods,,data/docling_include_no_vlm_2026-07-09/markdown/june_update_2026_06_10_rec_000133.md,GenNA: Conditional generation of nucleotide sequences guided by natural-language annotations,10.64898/2026.04.22.720063
june_update_2026-06-10__rec_000139,rec_000139,include,ok,6,8151,1554,36425,ABSTRACT,Introduction,,Embedding Representation | CARBON Training Corpus | Pre-training Data Source: GENERator vs OpenGenome2 eukaryote subset | Model Architecture,,data/docling_include_no_vlm_2026-07-09/markdown/june_update_2026_06_10_rec_000139.md,Carbon: Decoding the Language of Life,10.64898/2026.05.22.727119
june_update_2026-06-10__rec_000142,rec_000142,include,ok,6,8375,1245,22801,Abstract,Introduction,Discussion,Rice pangenome dataset and preprocessing | OryzaG3 model architecture | Materials and Methods,,data/docling_include_no_vlm_2026-07-09/markdown/june_update_2026_06_10_rec_000142.md,OryzaG3: A Single-species Genomic Foundation Model Pretrained on Rice Pangenome,10.64898/2026.05.22.727045
june_update_2026-06-10__rec_000148,rec_000148,include,ok,6,9187,1452,45984,Abstract,,Discussion,Spot-level preprocessing and transcriptome-to-language supervision | Training corpus construction and progressive multimodal alignment | Model architecture | Online Methods,,data/docling_include_no_vlm_2026-07-09/markdown/june_update_2026_06_10_rec_000148.md,"SciCore-Omics: a tri-modal foundation model unifying histology, spatial transcriptomics and language for spatial biology",10.64898/2026.05.30.728937
june_update_2026-06-10__rec_000152,rec_000152,include,ok,7,10253,1390,23730,Abstract,Introduction,Discussion,"Fig. 1 | Training datasets, model architecture, and applications of H2O. | Datasets | constructs 3D architecture to explore tumor dynamics | Fig. 5 | H2O constructs 3D tumor architecture with clinical translational potential.",,data/docling_include_no_vlm_2026-07-09/markdown/june_update_2026_06_10_rec_000152.md,H2O: A Foundation Model Bridging Histopathology to Spatial Multi-Omics Profiling,10.64898/2026.04.21.717342
june_update_2026-06-10__rec_000194,rec_000194,include,ok,4,6397,1506,21061,Abstract,Introduction,Discussion and Conclusion,Bio-BLIP: A Multimodal Architecture for Transferable Reasoning in Genomic Variant Interpretation,,data/docling_include_no_vlm_2026-07-09/markdown/june_update_2026_06_10_rec_000194.md,Bio-BLIP: A Multimodal Architecture for Transferable Reasoning in Genomic Variant Interpretation,10.64898/2026.05.12.724740
june_update_2026-06-10__rec_000246,rec_000246,include,ok,7,8556,1516,32229,Abstract,Introduction,Conclusion,Training data | Datasets | Replogle and Nadig Datasets | Model Architecture,,data/docling_include_no_vlm_2026-07-09/markdown/june_update_2026_06_10_rec_000246.md,OmicsLM: A Multimodal Large Language Model for Multi-Sample Omics Reasoning,
june_update_2026-06-10__rec_000248,rec_000248,include,ok,7,10798,1462,33756,ABSTRACT,INTRODUCTION,CONCLUSION,DATASET CONSTRUCTION | DATASET CONSTRUCTION DETAILS | DATASET STATISTICS AND DISTRIBUTIONS | MODEL ARCHITECTURE,,data/docling_include_no_vlm_2026-07-09/markdown/june_update_2026_06_10_rec_000248.md,Cell2Text: Multimodal LLM for generating textual descriptions from single-cell RNA-Seq profiles,
june_update_2026-06-10__rec_000308,rec_000308,include,ok,5,7967,1585,81954,Abstract,Introduction,Discussion,MT-ConBiFormer-GPT: multi-target molecular generation for low-data drug discovery via a contrastive BiFormer-GPT architecture and curriculum learning with cross-domain gener alization | Proposed method,,data/docling_include_no_vlm_2026-07-09/markdown/june_update_2026_06_10_rec_000308.md,MT-ConBiFormer-GPT: multi-target molecular generation for low-data drug discovery via a contrastive BiFormer-GPT architecture and curriculum learning with cross …,10.1093/bib/bbag079
june_update_2026-06-10__rec_000350,rec_000350,include,ok,6,8380,1491,28138,Abstract,Introduction,Discussion,Architecture | Methods | Representation vs alignment: a training-stage factorization,,data/docling_include_no_vlm_2026-07-09/markdown/june_update_2026_06_10_rec_000350.md,OmniGene-4: a unified bio-language MoE model with router-level interpretability,10.64898/2026.05.12.724542
june_update_2026-06-10__rec_000370,rec_000370,include,ok,7,9950,1583,26045,Abstract,Introduction,Discussion,Sample Representation | Methods Data Preprocessing | Microcorpus-260K and MGM architecture | Model Architecture,,data/docling_include_no_vlm_2026-07-09/markdown/june_update_2026_06_10_rec_000370.md,MGM as a Large‐Scale Pretrained Foundation Model for Microbiome Analyses in Diverse Contexts,10.1101/2024.12.30.630825
july_update_2026-07-06__rec_000046,rec_000046,include,ok,7,10877,1544,26860,Abstract,Introduction,Discussion | Conclusion,Data Collection and Preprocessing | Model Architecture | Representation Learning for Single Omics,,data/docling_include_no_vlm_2026-07-09/markdown/july_update_2026_07_06_rec_000046.md,HoloCell: A Generative Foundation Model for Holistic Cellular Modeling,10.64898/2026.06.07.730684
july_update_2026-07-06__rec_000050,rec_000050,include,ok,6,9246,1510,46418,Abstract,Introduction,Discussion,Pathway Prediction Dataset and Construction | Target Identification Dataset and Simplifications Relative to MEDEA | Protein Function Prediction Dataset and Simplifications Relative to BioReason-Pro,,data/docling_include_no_vlm_2026-07-09/markdown/july_update_2026_07_06_rec_000050.md,How Post-Training Shapes Biological Reasoning Models,
july_update_2026-07-06__rec_000060,rec_000060,include,ok,8,11177,1587,28593,Abstract,Introduction,Discussion | Conclusion,Training Data and Split: hca\_train/val/test | Single-cell expression corpus | Datasets and Evaluation Tasks | HCA Training Corpus Characterization,,data/docling_include_no_vlm_2026-07-09/markdown/july_update_2026_07_06_rec_000060.md,CellTosg2Sequence: A Unified Text-Omics-Signaling-Graph Large Language Model for Single-Cell Analysis,10.64898/2026.06.16.732397
july_update_2026-07-06__rec_000073,rec_000073,include,ok,6,6941,0,9724,,INTRODUCTION,Conclusion,"Datasets | Datasets | Architecture Comparison | Minimum Inhibitory Concentration (MIC) Predictor: Benchmarking, Calibration, and Architecture Selection",,data/docling_include_no_vlm_2026-07-09/markdown/july_update_2026_07_06_rec_000073.md,Generating antimicrobial peptides via genomic transfer learning,10.64898/2026.06.16.732639
july_update_2026-07-06__rec_000074,rec_000074,include,ok,7,9091,1480,35311,Abstract,Introduction,Discussion,Multi-view and Joint-embedding Representation Learning | Supplementary Note 1. Benchmark Datasets | immune aging dataset | iPSC cell-type differentiation dataset,,data/docling_include_no_vlm_2026-07-09/markdown/july_update_2026_07_06_rec_000074.md,CellOS: Learning a World Model of Cellular State through Joint Embedding Prediction,10.64898/2026.06.18.733163
july_update_2026-07-06__rec_000085,rec_000085,include,ok,4,4934,1070,10374,ABSTRACT,Introduction,Conclusion,Pre-Training dataset,,data/docling_include_no_vlm_2026-07-09/markdown/july_update_2026_07_06_rec_000085.md,DNA Language Models: An Assessment of Pre-Training for Fine-Tuning Tasks,
