"id","label","type","__class__","route_label","model_name","lifecycle_phase","task_or_configuration_verbatim","source_object_verbatim","source_object_normalized","source_modality_normalized","transformation_chain_verbatim","transformation_chain_normalized","model_visible_form_verbatim","carrier_family","carrier_subtype","insertion_or_fusion_verbatim","fusion_topology","text_role","input_status","evidence_quote","section_heading","supporting_figure_or_table","evidence_status","uncertainty","__provenance__","merged_aliases","taxonomy_version","title","doi","input_routes"
"TaxonomyCodedRoute_1480e7bc391f4e30","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","GNN-Agent","OCellus","fine_tuning","Specialized graph & knowledge driven reasoning","OCellus checkpoint","checkpoint","graph and knowledge","['final graph-neural-network and agent LoRA training']","['graph-neural-network and agent LoRA training']","final graph-neural-network and agent LoRA training","other_evidence_grounded","other_evidence_grounded","final graph-neural-network and agent LoRA training","other_explicit","metadata_or_context","training_only_target","final graph-neural-network and agent LoRA training","The OCellus framework","Figure 1","text_plus_figure","Stage 4 in Figure 1(c) and the plug-in modules in Figure 1(b).","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [8], ""pages"": [7], ""refs"": [""#/pictures/1""], ""spans"": [{""chunk"": 8, ""start"": 1205, ""end"": 1214}]}","","","","",""
"TaxonomyCodedRoute_13ddbf820a8f3f84","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","OCellus-Pretrain checkpoint","OCellus","pretraining","Multi-model integration","multimodel adapter merging","multimodel adapter merging","model checkpoints","['multimodel adapter merging', 'OCellus-Pretrain checkpoint']","['adapter merging', 'pretrain checkpoint']","OCellus-Pretrain checkpoint","other_evidence_grounded","other_evidence_grounded","multimodel adapter merging to produce the OCellus-Pretrain checkpoint","other_explicit","metadata_or_context","training_only_target","multimodel adapter merging to produce the OCellus-Pretrain checkpoint","The OCellus framework","Figure 1","text_plus_figure","Checkpoint produced by stage 2 Merge.","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [10, 11, 45], ""pages"": [8, 9, 10, 41, 42], ""refs"": [""#/texts/169"", ""#/texts/170"", ""#/texts/171"", ""#/texts/174"", ""#/texts/175"", ""#/texts/176"", ""#/texts/177"", ""#/texts/178""], ""spans"": [{""chunk"": 10, ""start"": 995, ""end"": 1022}, {""chunk"": 11, ""start"": 2399, ""end"": 2426}, {""chunk"": 45, ""start"": 671, ""end"": 698}]}","","","","",""
"TaxonomyCodedRoute_15df8d9d31862f65","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","OCellus checkpoint","OCellus","fine_tuning","multi-task instruction tuning","OCellus-Pretrain checkpoint","pretrain checkpoint","model checkpoint","['multi-task instruction tuning', 'OCellus checkpoint']","['instruction tuning', 'checkpoint']","OCellus checkpoint","other_evidence_grounded","other_evidence_grounded","multi-task instruction tuning to produce the OCellus checkpoint","other_explicit","metadata_or_context","training_only_target","multi-task instruction tuning to produce the OCellus checkpoint","The OCellus framework","Figure 1","text_plus_figure","Final checkpoint before GNN-Agent training.","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [10, 11, 45], ""pages"": [8, 9, 10, 41, 42], ""refs"": [""#/texts/169"", ""#/texts/170"", ""#/texts/171"", ""#/texts/174"", ""#/texts/175"", ""#/texts/176"", ""#/texts/177"", ""#/texts/178""], ""spans"": [{""chunk"": 10, ""start"": 1069, ""end"": 1087}, {""chunk"": 11, ""start"": 2507, ""end"": 2525}, {""chunk"": 45, ""start"": 1780, ""end"": 1798}]}","","","","",""
"TaxonomyCodedRoute_fe46f23dc99ef9c9","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","multi-model data-specific embedding","OCellus","inference","multi-model data-specific embedding","individual gene symbols","gene symbols","gene symbol text","[]","[]","fixed-length 4,096-dimensional gene embeddings","dense_continuous_carrier","pooled_or_aggregated_embedding","passing individual gene symbols through the model and averaging lastlayer hidden states","tokenizer_sequence","biological_payload","actual_model_input","fixed-length 4,096-dimensional gene embeddings","","","explicit_text","","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [9], ""pages"": [7, 8], ""refs"": [""#/pictures/2"", ""#/texts/145"", ""#/texts/146"", ""#/texts/147"", ""#/texts/148"", ""#/texts/149"", ""#/texts/150"", ""#/texts/151""], ""spans"": [{""chunk"": 9, ""start"": 628, ""end"": 663}]}","","","","",""
"TaxonomyCodedRoute_3f9fb56ad06bb6e6","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Cell State","OCellus","inference","Cell State","multi-modal cell embedding","cell embedding","dense continuous embedding","[]","[]","multi-modal cell embedding","dense_continuous_carrier","pooled_or_aggregated_embedding","predictor","side_or_generative_conditioning","no_text_on_this_route","actual_model_input","Cell State","","","figure_only","","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [9, 12], ""pages"": [7, 8, 10], ""refs"": [""#/pictures/2"", ""#/texts/145"", ""#/texts/146"", ""#/texts/147"", ""#/texts/148"", ""#/texts/149"", ""#/texts/150"", ""#/texts/151""], ""spans"": [{""chunk"": 9, ""start"": 735, ""end"": 745}, {""chunk"": 12, ""start"": 2432, ""end"": 2442}]}","","","","",""
"TaxonomyCodedRoute_7b0beeb3bfe5173d","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Drug Sensitivity","OCellus","inference","Drug Sensitivity","multi-modal cell embedding","cell embedding","dense continuous embedding","[]","[]","multi-modal cell embedding","dense_continuous_carrier","pooled_or_aggregated_embedding","predictor","side_or_generative_conditioning","no_text_on_this_route","actual_model_input","Drug Sensitivity","","","figure_only","","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [9, 14, 45], ""pages"": [7, 8, 11, 12, 41, 42], ""refs"": [""#/pictures/2"", ""#/texts/145"", ""#/texts/146"", ""#/texts/147"", ""#/texts/148"", ""#/texts/149"", ""#/texts/150"", ""#/texts/151""], ""spans"": [{""chunk"": 9, ""start"": 750, ""end"": 766}, {""chunk"": 14, ""start"": 580, ""end"": 596}, {""chunk"": 45, ""start"": 1020, ""end"": 1036}]}","","","","",""
"TaxonomyCodedRoute_0ab6396dfc1fa95d","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Perturbation","OCellus","inference","Perturbation","multi-modal cell embedding","cell embedding","dense continuous embedding","[]","[]","multi-modal cell embedding","dense_continuous_carrier","pooled_or_aggregated_embedding","predictor","side_or_generative_conditioning","no_text_on_this_route","actual_model_input","Perturbation","","","figure_only","","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [7, 9], ""pages"": [6, 7, 8], ""refs"": [""#/texts/139"", ""#/pictures/0"", ""#/pictures/2"", ""#/texts/145"", ""#/texts/146"", ""#/texts/147"", ""#/texts/148"", ""#/texts/149""], ""spans"": [{""chunk"": 7, ""start"": 1640, ""end"": 1666}, {""chunk"": 9, ""start"": 595, ""end"": 621}]}","","","","",""
"TaxonomyCodedRoute_45b7527828ba46b1","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Spatial Neighbor","OCellus","inference","Spatial Neighbor","spatial transcriptomics","spatial transcriptomics","spatial transcriptomics","['spatial transcriptomics', 'OCellus Transformer Encoder', 'Spatial Neighbor']","['spatial transcriptomics', 'ocellus transformer encoder', 'spatial neighbor']","OCellus Transformer Encoder","text_native_token_stream","structured_biological_prompt_or_task_scaffold","downstream task modules or prediction targets","unclear","modality_or_task_selector","actual_model_input","Spatial Neighbor","The OCellus framework","Figure 1","figure_only","The figure names the task, but it does not specify the exact input serialization or fusion operator for this route.","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [9, 21, 22], ""pages"": [7, 8, 18, 19, 20], ""refs"": [""#/pictures/2"", ""#/texts/145"", ""#/texts/146"", ""#/texts/147"", ""#/texts/148"", ""#/texts/149"", ""#/texts/150"", ""#/texts/151""], ""spans"": [{""chunk"": 9, ""start"": 788, ""end"": 804}, {""chunk"": 21, ""start"": 426, ""end"": 442}, {""chunk"": 22, ""start"": 2619, ""end"": 2635}]}","","","","",""
"TaxonomyCodedRoute_b420283851adcab7","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Spatial Deconvolution","OCellus","inference","Spatial Deconvolution","spatial transcriptomics","spatial transcriptomics","spatial transcriptomics","['spatial transcriptomics', 'OCellus Transformer Encoder', 'Spatial Deconvolution']","['spatial transcriptomics', 'ocellus transformer encoder', 'spatial deconvolution']","OCellus Transformer Encoder","text_native_token_stream","structured_biological_prompt_or_task_scaffold","downstream task modules or prediction targets","unclear","modality_or_task_selector","actual_model_input","Spatial Deconvolution","The OCellus framework","Figure 1","figure_only","The figure names the task, but it does not specify the exact input serialization or fusion operator for this route.","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [3, 9, 15, 51], ""pages"": [1, 2, 7, 8, 12, 13, 48], ""refs"": [""#/tables/0"", ""#/texts/39"", ""#/texts/40"", ""#/texts/41"", ""#/texts/42"", ""#/texts/43"", ""#/texts/44"", ""#/texts/45""], ""spans"": [{""chunk"": 3, ""start"": 1631, ""end"": 1652}, {""chunk"": 9, ""start"": 809, ""end"": 830}, {""chunk"": 15, ""start"": 880, ""end"": 901}, {""chunk"": 51, ""start"": 1310, ""end"": 1331}]}","","","","",""
"TaxonomyCodedRoute_c7b6e86712ac21e7","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Spatial Cell-Cell Communication","OCellus","inference","Spatial Cell-Cell Communication","spatial transcriptomics","spatial transcriptomics","spatial transcriptomics","['spatial transcriptomics', 'OCellus Transformer Encoder', 'Spatial Cell-Cell Communication']","['spatial transcriptomics', 'ocellus transformer encoder', 'spatial cell-cell communication']","OCellus Transformer Encoder","text_native_token_stream","structured_biological_prompt_or_task_scaffold","downstream task modules or prediction targets","unclear","modality_or_task_selector","actual_model_input","Spatial Cell-Cell Communication","The OCellus framework","Figure 1","figure_only","The figure names the task, but it does not specify the exact input serialization or fusion operator for this route.","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [9], ""pages"": [7, 8], ""refs"": [""#/pictures/2"", ""#/texts/145"", ""#/texts/146"", ""#/texts/147"", ""#/texts/148"", ""#/texts/149"", ""#/texts/150"", ""#/texts/151""], ""spans"": [{""chunk"": 9, ""start"": 835, ""end"": 866}]}","","","","",""
"TaxonomyCodedRoute_4b30d89d5a81cf9b","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Spatial Imputation","OCellus","inference","Spatial Imputation","spatial transcriptomics","spatial transcriptomics","spatial transcriptomics","['spatial transcriptomics', 'OCellus Transformer Encoder', 'Spatial Imputation']","['spatial transcriptomics', 'ocellus transformer encoder', 'spatial imputation']","OCellus Transformer Encoder","text_native_token_stream","structured_biological_prompt_or_task_scaffold","downstream task modules or prediction targets","unclear","modality_or_task_selector","actual_model_input","Spatial Imputation","The OCellus framework","Figure 1","figure_only","The figure names the task, but it does not specify the exact input serialization or fusion operator for this route.","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [9], ""pages"": [7, 8], ""refs"": [""#/pictures/2"", ""#/texts/145"", ""#/texts/146"", ""#/texts/147"", ""#/texts/148"", ""#/texts/149"", ""#/texts/150"", ""#/texts/151""], ""spans"": [{""chunk"": 9, ""start"": 871, ""end"": 889}]}","","","","",""
"TaxonomyCodedRoute_b5e5dbed34c5700d","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Predicted spatial structure","OCellus","inference","Predicted spatial structure","Spatial Transcriptomics","spatial transcriptomics tissue image","spatial transcriptomics","[]","[]","Predicted spatial structure","other_evidence_grounded","other_evidence_grounded","passed through a transformer encoder","unclear","generated_output","generated_output","Predicted spatial structure","","","text_plus_figure","Output carrier is not explicitly serialized in the document; classification is inferred from the schematic.","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [9], ""pages"": [7, 8], ""refs"": [""#/pictures/2"", ""#/texts/145"", ""#/texts/146"", ""#/texts/147"", ""#/texts/148"", ""#/texts/149"", ""#/texts/150"", ""#/texts/151""], ""spans"": [{""chunk"": 9, ""start"": 962, ""end"": 989}]}","","","","",""
"TaxonomyCodedRoute_aba19ffeab0c3201","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Predicted perturbation profiles","OCellus","inference","Predicted perturbation profiles","scPerturb-seq","scPerturb-seq perturbation-screen data","perturbation screens","[]","[]","Predicted perturbation profiles","other_evidence_grounded","other_evidence_grounded","passed through a transformer encoder","unclear","generated_output","generated_output","Predicted perturbation profiles","","","text_plus_figure","Output carrier is not explicitly serialized in the document; classification is inferred from the schematic.","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [9], ""pages"": [7, 8], ""refs"": [""#/pictures/2"", ""#/texts/145"", ""#/texts/146"", ""#/texts/147"", ""#/texts/148"", ""#/texts/149"", ""#/texts/150"", ""#/texts/151""], ""spans"": [{""chunk"": 9, ""start"": 994, ""end"": 1025}]}","","","","",""
"TaxonomyCodedRoute_973b9e091770838e","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Gene map","OCellus","inference","Gene map","Spatial Transcriptomics","spatial transcriptomics tissue image","spatial transcriptomics","[]","[]","Gene map","other_evidence_grounded","other_evidence_grounded","passed through a transformer encoder","unclear","generated_output","generated_output","Gene map","","","text_plus_figure","Output carrier is not explicitly serialized in the document; classification is inferred from the schematic.","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [9], ""pages"": [7, 8], ""refs"": [""#/pictures/2"", ""#/texts/145"", ""#/texts/146"", ""#/texts/147"", ""#/texts/148"", ""#/texts/149"", ""#/texts/150"", ""#/texts/151""], ""spans"": [{""chunk"": 9, ""start"": 1030, ""end"": 1038}]}","","","","",""
"TaxonomyCodedRoute_c8f58628860439e5","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Coordinator","OCellus-Agent","inference","trained Planner LoRA","natural-language queries","natural-language queries","text","[]","[]","executable directed acyclic graphs of typed tool calls","text_native_token_stream","plain_language_prompt_or_question","decomposes natural-language queries into executable directed acyclic graphs of typed tool calls","other_explicit","generated_output","generated_output","The Coordinator contains a trained Planner LoRA","","","explicit_text","The coordinator is described as an agent role; the exact carrier is inferred from its query-to-tool-call behavior.","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [11], ""pages"": [9, 10], ""refs"": [""#/texts/196"", ""#/texts/199"", ""#/texts/200""], ""spans"": [{""chunk"": 11, ""start"": 1125, ""end"": 1220}]}","","","","",""
"TaxonomyCodedRoute_83c466f308743cc9","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Planner LoRA","OCellus-Agent","inference","a trained Planner LoRA that decomposes natural-language queries into executable directed acyclic graphs of typed tool calls","natural-language queries","natural language queries","text","['natural-language queries', 'executable directed acyclic graphs of typed tool calls']","['natural language queries', 'executable directed acyclic graphs of typed tool calls']","natural-language queries","text_native_token_stream","plain_language_prompt_or_question","trained Planner LoRA","other_explicit","instruction_or_query","actual_model_input","a trained Planner LoRA that decomposes natural-language queries into executable directed acyclic graphs of typed tool calls","The OCellus framework","","explicit_text","Component-specific input/output is described at the system level; the carrier coding is inferred from the natural-language query input.","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [11, 35, 36, 37, 50], ""pages"": [9, 10, 31, 32, 33, 34, 46, 47, 48], ""refs"": [""#/texts/196"", ""#/texts/199"", ""#/texts/200"", ""#/texts/607"", ""#/texts/610"", ""#/pictures/10"", ""#/texts/611"", ""#/texts/612""], ""spans"": [{""chunk"": 11, ""start"": 1107, ""end"": 1119}, {""chunk"": 35, ""start"": 467, ""end"": 479}, {""chunk"": 36, ""start"": 515, ""end"": 527}, {""chunk"": 37, ""start"": 931, ""end"": 943}]}","","","","",""
"TaxonomyCodedRoute_f56691b2f1e137b0","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Router","OCellus-Agent","inference","a rule-based Router that dispatches each step to the appropriate expert role","each step","each step","text","['each step', 'the appropriate expert role']","['each step', 'appropriate expert role']","each step","text_native_token_stream","structured_biological_prompt_or_task_scaffold","rule-based Router","other_explicit","modality_or_task_selector","actual_model_input","a rule-based Router that dispatches each step to the appropriate expert role","The OCellus framework","","explicit_text","The router is rule-based rather than learned; carrier coding is inferred from step-level textual orchestration.","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [11], ""pages"": [9, 10], ""refs"": [""#/texts/196"", ""#/texts/199"", ""#/texts/200""], ""spans"": [{""chunk"": 11, ""start"": 1222, ""end"": 1298}]}","","","","",""
"TaxonomyCodedRoute_182f63f8efbcfdce","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Verifier","OCellus-Agent","inference","a threelayer Verifier that provides biological plausibility checks","biological plausibility checks","biological plausibility checks","text","['threelayer Verifier', 'biological plausibility checks']","['three-layer verifier', 'biological plausibility checks']","biological plausibility checks","text_native_token_stream","structured_biological_prompt_or_task_scaffold","threelayer Verifier","other_explicit","metadata_or_context","actual_model_input","a threelayer Verifier that provides biological plausibility checks","The OCellus framework","","explicit_text","The document does not spell out the verifier inputs and outputs separately; the coding uses the stated plausibility-check role.","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [11], ""pages"": [9, 10], ""refs"": [""#/texts/196"", ""#/texts/199"", ""#/texts/200""], ""spans"": [{""chunk"": 11, ""start"": 1304, ""end"": 1370}]}","","","","",""
"TaxonomyCodedRoute_5fcaa4d3d35490ed","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Data Loader","OCellus-Agent","inference","Five expert roles -Data Loader, Annotator, Perturbation, Spatial, and Explainer -are implemented as dynamic LoRA swaps on the shared backbone","Data Loader","data loading","text","['Data Loader', 'dynamic LoRA swaps on the shared backbone']","['data loading', 'dynamic LoRA swaps on the shared backbone']","Data Loader","text_native_token_stream","structured_biological_prompt_or_task_scaffold","dynamic LoRA swaps on the shared backbone","other_explicit","metadata_or_context","actual_model_input","Five expert roles -Data Loader, Annotator, Perturbation, Spatial, and Explainer -are implemented as dynamic LoRA swaps on the shared backbone","The OCellus framework","","explicit_text","The passage names the role but does not describe the Data Loader’s exact data object; this is coded at the role level from the shared-agent description.","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [11, 35, 36, 50], ""pages"": [9, 10, 31, 32, 33, 46, 47, 48], ""refs"": [""#/texts/196"", ""#/texts/199"", ""#/texts/200"", ""#/texts/607"", ""#/texts/610"", ""#/pictures/10"", ""#/texts/611"", ""#/texts/612""], ""spans"": [{""chunk"": 11, ""start"": 1391, ""end"": 1402}, {""chunk"": 35, ""start"": 579, ""end"": 590}, {""chunk"": 36, ""start"": 654, ""end"": 665}, {""chunk"": 50, ""start"": 492, ""end"": 503}]}","","","","",""
"TaxonomyCodedRoute_ca1053b0e79a9894","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Annotator","OCellus-Agent","inference","Annotator","Annotator","annotator","text","[]","[]","dynamic LoRA swaps on the shared backbone","other_evidence_grounded","other_evidence_grounded","Five expert roles -Data Loader, Annotator, Perturbation, Spatial, and Explainer -are implemented as dynamic LoRA swaps on the shared backbone","other_explicit","modality_or_task_selector","actual_model_input","Five expert roles -Data Loader, Annotator, Perturbation, Spatial, and Explainer -are implemented as dynamic LoRA swaps on the shared backbone","The OCellus framework","","explicit_text","Only the shared expert-role mechanism is explicit; role-specific payload is not described.","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [11, 35, 36, 50], ""pages"": [9, 10, 31, 32, 33, 46, 47, 48], ""refs"": [""#/texts/196"", ""#/texts/199"", ""#/texts/200"", ""#/texts/607"", ""#/texts/610"", ""#/pictures/10"", ""#/texts/611"", ""#/texts/612""], ""spans"": [{""chunk"": 11, ""start"": 1404, ""end"": 1413}, {""chunk"": 35, ""start"": 592, ""end"": 601}, {""chunk"": 36, ""start"": 669, ""end"": 678}, {""chunk"": 50, ""start"": 505, ""end"": 514}]}","","","","",""
"TaxonomyCodedRoute_d8de5b276c58709f","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Spatial","OCellus-Agent","inference","EvenClock","two-dimensional coordinates","spatial coordinates","text","['two-dimensional coordinates', 'eighteen clockface sectors of text']","['spatial coordinates', 'text sectors']","discretizes two-dimensional coordinates into eighteen clockface sectors of text","text_native_token_stream","serialized_biological_context_or_ordered_profile","For spatial transcriptomics, EvenClock discretizes two-dimensional coordinates into eighteen clockface sectors of text","tokenizer_sequence","biological_payload","actual_model_input","For spatial transcriptomics, EvenClock discretizes two-dimensional coordinates into eighteen clockface sectors of text","The OCellus framework","","explicit_text","The document names the mechanism as EvenClock rather than the route label Spatial; this route is inferred to map to that mechanism.","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [11], ""pages"": [9, 10], ""refs"": [""#/texts/196"", ""#/texts/199"", ""#/texts/200""], ""spans"": [{""chunk"": 11, ""start"": 1837, ""end"": 1955}]}","","","","",""
"TaxonomyCodedRoute_9d9b1b188613c982","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Explainer","OCellus-Agent","inference","Explainer","Explainer","explainer","text","[]","[]","dynamic LoRA swaps on the shared backbone","other_evidence_grounded","other_evidence_grounded","Five expert roles -Data Loader, Annotator, Perturbation, Spatial, and Explainer -are implemented as dynamic LoRA swaps on the shared backbone","other_explicit","generated_output","actual_model_input","Five expert roles -Data Loader, Annotator, Perturbation, Spatial, and Explainer -are implemented as dynamic LoRA swaps on the shared backbone","The OCellus framework","","explicit_text","Only the role name is explicit; the explainer-specific payload is not described in the excerpt.","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [11], ""pages"": [9, 10], ""refs"": [""#/texts/196"", ""#/texts/199"", ""#/texts/200""], ""spans"": [{""chunk"": 11, ""start"": 1372, ""end"": 1513}]}","","","","",""
"TaxonomyCodedRoute_98b78b2b49759f8f","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Tool Registry","OCellus-Agent","inference","Tool Registry","fifteen registered tools","registered tools","text","[]","[]","a Tool Registry of fifteen registered tools is exposed via a Gradio web interface","other_evidence_grounded","other_evidence_grounded","a Tool Registry of fifteen registered tools is exposed via a Gradio web interface","retrieval_or_tool_context","metadata_or_context","actual_model_input","a Tool Registry of fifteen registered tools is exposed via a Gradio web interface","The OCellus framework","","explicit_text","The excerpt describes exposure through the interface, but not the registry's internal model-facing use.","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [11, 35, 36, 50], ""pages"": [9, 10, 31, 32, 33, 46, 47, 48], ""refs"": [""#/texts/196"", ""#/texts/199"", ""#/texts/200"", ""#/texts/607"", ""#/texts/610"", ""#/pictures/10"", ""#/texts/611"", ""#/texts/612""], ""spans"": [{""chunk"": 11, ""start"": 1521, ""end"": 1534}, {""chunk"": 35, ""start"": 704, ""end"": 717}, {""chunk"": 36, ""start"": 2573, ""end"": 2586}, {""chunk"": 50, ""start"": 2029, ""end"": 2042}]}","","","","",""
"TaxonomyCodedRoute_f1cd917e49187315","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Gradio web interface","OCellus-Agent","inference","Tool Registry of fifteen registered tools is exposed via a Gradio web interface.","fifteen registered tools","registered tools","text","['Tool Registry of fifteen registered tools', 'Gradio web interface']","['tool registry', 'gradio web interface']","Gradio web interface","text_native_token_stream","plain_language_prompt_or_question","exposed via a Gradio web interface","other_explicit","metadata_or_context","actual_model_input","a Tool Registry of fifteen registered tools is exposed via a Gradio web interface.","The OCellus framework","","explicit_text","The document names the Gradio interface but does not specify the exact user input format.","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [11, 35, 50], ""pages"": [9, 10, 31, 32, 46, 47, 48], ""refs"": [""#/texts/196"", ""#/texts/199"", ""#/texts/200"", ""#/texts/607"", ""#/texts/610"", ""#/texts/913"", ""#/texts/916"", ""#/texts/917""], ""spans"": [{""chunk"": 11, ""start"": 1580, ""end"": 1600}, {""chunk"": 35, ""start"": 763, ""end"": 783}, {""chunk"": 50, ""start"": 2523, ""end"": 2543}]}","","","","",""
"TaxonomyCodedRoute_ca2b0b37558309bb","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","graph neural network","OCellus","inference","three graph-convolution layers propagate this signal through the network; and a multi-layer-perceptron head produces continuous log2 fold-change predictions.","Per-gene language-model embeddings from the frozen OCellus backbone","per-gene language-model embeddings","dense embeddings","['frozen OCellus backbone', 'per-gene language-model embeddings', 'binary indicators mark the knockout gene and baseline-expression genes', 'three graph-convolution layers', 'multi-layer-perceptron head']","['frozen OCellus backbone', 'per-gene language-model embeddings', 'binary indicators', 'graph-convolution layers', 'mlp head']","per-gene language-model embeddings","dense_continuous_carrier","direct_projected_embedding","binary indicators mark the knockout gene and baseline-expression genes; three graph-convolution layers propagate this signal through the network","unclear","biological_payload","actual_model_input","three graph-convolution layers propagate this signal through the network","The OCellus framework","","explicit_text","The document states the node features and graph layers, but not the exact feature-fusion operation.","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [11], ""pages"": [9, 10], ""refs"": [""#/texts/196"", ""#/texts/199"", ""#/texts/200""], ""spans"": [{""chunk"": 11, ""start"": 359, ""end"": 516}]}","","","","",""
"TaxonomyCodedRoute_f39d94db94af50e5","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","multi-layer-perceptron head","OCellus","inference","a multi-layer-perceptron head produces continuous log2 fold-change predictions.","three graph-convolution layers propagate this signal through the network","graph-convolution output","dense embeddings","['per-gene language-model embeddings', 'graph-convolution layers', 'multi-layer-perceptron head', 'continuous log2 fold-change predictions']","['per-gene language-model embeddings', 'graph-convolution layers', 'mlp head', 'continuous log2 fold-change predictions']","continuous log2 fold-change predictions","dense_continuous_carrier","direct_projected_embedding","produces continuous log2 fold-change predictions","other_explicit","generated_output","generated_output","a multi-layer-perceptron head produces continuous log2 fold-change predictions.","The OCellus framework","","explicit_text","","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [11, 49], ""pages"": [9, 10, 46], ""refs"": [""#/texts/196"", ""#/texts/199"", ""#/texts/200"", ""#/texts/890"", ""#/texts/891"", ""#/texts/892"", ""#/texts/893"", ""#/texts/894""], ""spans"": [{""chunk"": 11, ""start"": 439, ""end"": 466}, {""chunk"": 49, ""start"": 888, ""end"": 915}]}","","","","",""
