candidate_id,source_record_id,title,doi,recovery_status,canonical_pdf,sha256,historical_sha256,bytes,pages,selected_recovery_source,selected_recovery_method,historical_source_pdf,candidate_copy_count
full_2026-07-06__rec_003043,rec_003043,Geneverse: A collection of Open-source Multimodal Large Language Models for Genomic and Proteomic Research,,exact_historical_pdf,data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_003043.pdf,011912e0c3bc0a7cad363b4822214998746c3f1118f35af159faffcd0513ad79,011912e0c3bc0a7cad363b4822214998746c3f1118f35af159faffcd0513ad79,15966159,18,data/source_pdf_recovery_52_2026-07-29/shard_4/full_2026-07-06__rec_003043__Geneverse_A_collection_of_Open-source_Multimodal_Large_Language_Models/full_text_01_landing_pdf_link.pdf,initial:data/source_pdf_recovery_52_2026-07-29/shard_4/batch_manifest.json,data/full_text_downloads_2026-07-07/retry_batch_060_089/full_2026-07-06__rec_003043__Geneverse_A_collection_of_Open-source_Multimodal_Large_Language_Models/full_text_02_landing_pdf_link.pdf,1
full_2026-07-06__rec_003131,rec_003131,Gp-gpt: Large language model for gene-phenotype mapping,,exact_historical_pdf,data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_003131.pdf,f7e4e25b92d5a5f1c3e2ea458c52ce687a0d0e3fa2afe6c8a7a7ca36771ad32c,f7e4e25b92d5a5f1c3e2ea458c52ce687a0d0e3fa2afe6c8a7a7ca36771ad32c,2899064,35,data/source_pdf_recovery_52_2026-07-29/retry_with_keys/shard_1/full_2026-07-06__rec_003131__Gp-gpt_Large_language_model_for_gene-phenotype_mapping/full_text_01_openalex_title_content_pdf.pdf,retry_with_keys:data/source_pdf_recovery_52_2026-07-29/retry_with_keys/shard_1/batch_manifest.json,data/full_text_downloads_2026-07-07/retry2_batch_050_074/full_2026-07-06__rec_003131__Gp-gpt_Large_language_model_for_gene-phenotype_mapping/full_text_02_semantic_scholar_title_arxiv_p.pdf,1
full_2026-07-06__rec_003188,rec_003188,Multimodal Cell Context Instruction Tuning for Conditional DNA Regulatory Sequence Generation with Large Language Models,,exact_historical_pdf,data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_003188.pdf,f7296982840b6a65edd9f0267144e9689f2a891c24fee108909b95221cdf43e1,f7296982840b6a65edd9f0267144e9689f2a891c24fee108909b95221cdf43e1,866486,15,data/source_pdf_recovery_52_2026-07-29/shard_4/full_2026-07-06__rec_003188__Multimodal_Cell_Context_Instruction_Tuning_for_Conditional_DNA_Regulat/full_text_07_europepmc_title_Europe_PMC.pdf,initial:data/source_pdf_recovery_52_2026-07-29/shard_4/batch_manifest.json,data/full_text_downloads_2026-07-07/retry_batch_060_089/full_2026-07-06__rec_003188__Multimodal_Cell_Context_Instruction_Tuning_for_Conditional_DNA_Regulat/full_text_07_europepmc_title_Europe_PMC.pdf,1
full_2026-07-06__rec_003206,rec_003206,Cell2Sentence: teaching large language models the language of biology,,exact_historical_pdf,data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_003206.pdf,4583f5bad2e244cb246d0cb5425f2becf70f46c418088fbd44faac7fa04f4758,4583f5bad2e244cb246d0cb5425f2becf70f46c418088fbd44faac7fa04f4758,13088788,22,data/source_pdf_recovery_52_2026-07-29/retry_with_keys/shard_2/full_2026-07-06__rec_003206__Cell2Sentence_teaching_large_language_models_the_language_of_biology/full_text_01_openalex_title_content_pdf.pdf,retry_with_keys:data/source_pdf_recovery_52_2026-07-29/retry_with_keys/shard_2/batch_manifest.json,data/full_text_downloads_2026-07-07/retry4_batch_020_039/full_2026-07-06__rec_003206__Cell2Sentence_teaching_large_language_models_the_language_of_biology/full_text_01_openalex_title_content_pdf.pdf,1
full_2026-07-06__rec_003214,rec_003214,Biomedgpt: Open multimodal generative pre-trained transformer for biomedicine,,exact_historical_pdf,data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_003214.pdf,1b45cd22c6fae6eaacd2100e765706438af0667684d3944548ecee0bac3e1b59,1b45cd22c6fae6eaacd2100e765706438af0667684d3944548ecee0bac3e1b59,3658120,12,data/source_pdf_recovery_52_2026-07-29/shard_5/full_2026-07-06__rec_003214__Biomedgpt_Open_multimodal_generative_pre-trained_transformer_for_biome/full_text_02_openalex_title_pdf_url.pdf,initial:data/source_pdf_recovery_52_2026-07-29/shard_5/batch_manifest.json,data/full_text_downloads_2026-07-07/retry2_batch_050_074/full_2026-07-06__rec_003214__Biomedgpt_Open_multimodal_generative_pre-trained_transformer_for_biome/full_text_01_semantic_scholar_title_openAcc.pdf,1
full_2026-07-06__rec_003323,rec_003323,Teampath: Building multimodal pathology experts with reasoning ai copilots,,valid_pdf_no_historical_hash,data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_003323.pdf,6406a02d585ad3e7fe57992708fe3cbae1d96026fc39e2af2e09281c27dab957,,3587170,37,data/source_pdf_recovery_52_2026-07-29/shard_5/full_2026-07-06__rec_003323__Teampath_Building_multimodal_pathology_experts_with_reasoning_ai_copil/full_text_05_openalex_title_pdf_url.pdf,initial:data/source_pdf_recovery_52_2026-07-29/shard_5/batch_manifest.json,data/full_text_downloads_2026-07-07/retry_batch_090_119/full_2026-07-06__rec_003323__Teampath_Building_multimodal_pathology_experts_with_reasoning_ai_copil/full_text_03_openalex_title_pdf_url.pdf,1
full_2026-07-06__rec_003394,rec_003394,A foundation model for nucleotide sequences.,10.1093/nar/gkag083,exact_historical_pdf,data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_003394.pdf,52c1dfb4e8527a08cca2b15ba1debaeb1feee006f0d8f0a14b41161a3224dadc,52c1dfb4e8527a08cca2b15ba1debaeb1feee006f0d8f0a14b41161a3224dadc,3802360,16,data/source_pdf_recovery_52_2026-07-29/shard_5/full_2026-07-06__rec_003394__A_foundation_model_for_nucleotide_sequences./full_text_07_europepmc_Europe_PMC.pdf,initial:data/source_pdf_recovery_52_2026-07-29/shard_5/batch_manifest.json,data/full_text_downloads_2026-07-07/batch_150_199/full_2026-07-06__rec_003394__A_foundation_model_for_nucleotide_sequences./full_text_07_europepmc_Europe_PMC.pdf,1
full_2026-07-06__rec_003434,rec_003434,The End of Aging Clocks: Training Foundation Models to Reason in Aging and Longevity,10.64898/2026.03.28.714980,valid_pdf_no_historical_hash,data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_003434.pdf,b2d423b714cb6c86be10ad0461214269bcac72669557776e009be51448fc2a01,,1915133,20,data/source_pdf_recovery_52_2026-07-29/retry_with_keys/shard_2/full_2026-07-06__rec_003434__The_End_of_Aging_Clocks_Training_Foundation_Models_to_Reason_in_Aging_/full_text_05_openalex_content_pdf.pdf,retry_with_keys:data/source_pdf_recovery_52_2026-07-29/retry_with_keys/shard_2/batch_manifest.json,data/full_text_downloads_2026-07-07/openalex_content_pass_26/full_2026-07-06__rec_003434__The_End_of_Aging_Clocks_Training_Foundation_Models_to_Reason_in_Aging_/full_text_05_openalex_content_pdf.pdf,1
full_2026-07-06__rec_003517,rec_003517,X-Cell: Scaling Causal Perturbation Prediction Across Diverse Cellular Contexts via Diffusion Language Models,10.64898/2026.03.18.712807,historical_version_url_recovered_hash_differs,data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_003517.pdf,3701ba0d80d930671863a3d6a0af27704e4aab94c2ffb9c148152fc409290655,3545c688876b209afcb9bf2d600919f09024745d681847b502f090af29abfbe3,39557181,57,data/source_pdf_recovery_52_2026-07-29/direct_known_urls/full_2026-07-06__rec_003517.pdf,direct_historical_or_resolved_url,data/full_text_downloads_2026-07-07/browser_manual_pass/full_2026-07-06__rec_003517__x_cell_scaling_causal_perturbation_prediction_across_diverse_cel/full_text_user_manual_biorxiv_2026.03.18.712807v1.full_1.pdf,1
full_2026-07-06__rec_003629,rec_003629,Phenotype-Guided In Silico Molecular Generation Using Large Language Models,,historical_version_url_recovered_hash_differs,data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_003629.pdf,82383e60513b85e42e6c8186b4e8bd76be2cf2f514175605e877835da6e1f5fc,60b1e8a659deccbc35c495e04ddba750f3af7c0ffd78ba4293c3776f5ea6ca35,6594807,44,data/source_pdf_recovery_52_2026-07-29/direct_known_urls/full_2026-07-06__rec_003629.pdf,direct_historical_or_resolved_url,data/full_text_include_missing_retry_2026-07-09/pass3_manual_url_hits/full_2026-07-06__rec_003629__Phenotype-Guided_In_Silico_Molecular_Generation_Using_Large_Language_M/full_text_pass3_01_web_biorxiv_pdf.pdf,1
full_2026-07-06__rec_003852,rec_003852,A Generative Foundation Model for Multimodal Histopathology,,exact_historical_pdf,data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_003852.pdf,2a70a517565c5c112f4ecd9335312af05d7c2eb6d234ab2401836b547bf7355d,2a70a517565c5c112f4ecd9335312af05d7c2eb6d234ab2401836b547bf7355d,32501923,33,data/source_pdf_recovery_52_2026-07-29/direct_known_urls/full_2026-07-06__rec_003852.pdf,direct_historical_or_resolved_url,data/full_text_downloads_2026-07-07/retry2_batch_075_097/full_2026-07-06__rec_003852__A_Generative_Foundation_Model_for_Multimodal_Histopathology/full_text_02_semantic_scholar_title_arxiv_p.pdf,1
july_update_2026-07-06__rec_000050,rec_000050,How Post-Training Shapes Biological Reasoning Models,,exact_historical_pdf,data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/july_update_2026-07-06__rec_000050.pdf,2646ef1339e586241b3ccfa1e80427f6e05215fe4bafb0f9d614461cb120000b,2646ef1339e586241b3ccfa1e80427f6e05215fe4bafb0f9d614461cb120000b,1184454,32,data/source_pdf_recovery_52_2026-07-29/shard_6/july_update_2026-07-06__rec_000050__How_Post-Training_Shapes_Biological_Reasoning_Models/full_text_01_arxiv_title_pdf.pdf,initial:data/source_pdf_recovery_52_2026-07-29/shard_6/batch_manifest.json,data/full_text_downloads_2026-07-07/retry3_batch_040_057/july_update_2026-07-06__rec_000050__How_Post-Training_Shapes_Biological_Reasoning_Models/full_text_01_semantic_scholar_title_arxiv_p.pdf,1
july_update_2026-07-06__rec_000060,rec_000060,CellTosg2Sequence: A Unified Text-Omics-Signaling-Graph Large Language Model for Single-Cell Analysis,10.64898/2026.06.16.732397,historical_version_url_recovered_hash_differs,data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/july_update_2026-07-06__rec_000060.pdf,cc6728f4854de053a7d2730d80c574b298c4d2dd17a7b473d5df0fcf2c449844,bc44dddb76812f40609d18657add2a98779755f01fc1b3a815031d702f5e2578,5112369,42,data/source_pdf_recovery_52_2026-07-29/direct_known_urls/july_update_2026-07-06__rec_000060.pdf,direct_historical_or_resolved_url,data/full_text_downloads_2026-07-07/browser_manual_pass/july_update_2026-07-06__rec_000060__celltosg2sequence_a_unified_text_omics_signaling_graph_large_lan/full_text_browser_biorxiv_2026.06.16.732397v1.full.pdf,1
june_update_2026-06-10__rec_000121,rec_000121,RVQ-Alpha: Bridging Single-Cell Transcriptomics and Large Language Models via Discrete Tokenization and Verifiable Reinforcement Learning,10.64898/2026.04.20.719773,historical_version_url_recovered_hash_differs,data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/june_update_2026-06-10__rec_000121.pdf,69338d06cde84e2f0112db053e2c1b24eb8d1a4bc427c9c06277927907ed405f,aae99f149336d0a202c99f27dc02f799e6ef265af94c6f4c24a2ec6f91af142d,18517589,58,data/source_pdf_recovery_52_2026-07-29/direct_known_urls/june_update_2026-06-10__rec_000121.pdf,direct_historical_or_resolved_url,data/screening_codex_2026-06-10/full_texts/rec_000121_RVQ-Alpha_Bridging_Single-Cell_Transcriptomics_and_Large_La/full_text_biorxiv.pdf,1
june_update_2026-06-10__rec_000133,rec_000133,GenNA: Conditional generation of nucleotide sequences guided by natural-language annotations,10.64898/2026.04.22.720063,historical_version_url_recovered_hash_differs,data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/june_update_2026-06-10__rec_000133.pdf,f1987deaeee119159aa9c142d26e5877ff8aa62cb79847cdc6e12dc3b2716256,fb41f82547f374063a3a421c0eca3dd58e00a15c1628c11530ac953ff3172662,6983647,35,data/source_pdf_recovery_52_2026-07-29/direct_known_urls/june_update_2026-06-10__rec_000133.pdf,direct_historical_or_resolved_url,data/screening_codex_2026-06-10/full_texts/rec_000133_GenNA_Conditional_generation_of_nucleotide_sequences_guided/full_text_biorxiv.pdf,1
june_update_2026-06-10__rec_000148,rec_000148,"SciCore-Omics: a tri-modal foundation model unifying histology, spatial transcriptomics and language for spatial biology",10.64898/2026.05.30.728937,alternative_valid_pdf_hash_differs,data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/june_update_2026-06-10__rec_000148.pdf,9a32a0341846b7533cdb67f4b1d4f0e916f6530271b8fb105a2e1456f8e05ced,f55c449a12d8bd46ac05024d3d998c4d6aa6ac757b3f251600462c14ce06792f,8447105,27,data/source_pdf_recovery_52_2026-07-29/retry_with_keys/shard_3/june_update_2026-06-10__rec_000148__SciCore-Omics_a_tri-modal_foundation_model_unifying_histology_spatial_/full_text_05_openalex_content_pdf.pdf,retry_with_keys:data/source_pdf_recovery_52_2026-07-29/retry_with_keys/shard_3/batch_manifest.json,data/screening_codex_2026-06-10/full_texts/rec_000148_SciCore-Omics_a_tri-modal_foundation_model_unifying_histolo/full_text_biorxiv.pdf,1
june_update_2026-06-10__rec_000152,rec_000152,H2O: A Foundation Model Bridging Histopathology to Spatial Multi-Omics Profiling,10.64898/2026.04.21.717342,historical_version_url_recovered_hash_differs,data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/june_update_2026-06-10__rec_000152.pdf,68183019ebd78ef8efd5da120fcf536a9a44ea9dfab600a85337e671a58d576d,f555bd74d56c53e1d1bb19ffceb46903f11b9f1987204937ee90669834db80b6,40596738,27,data/source_pdf_recovery_52_2026-07-29/direct_known_urls/june_update_2026-06-10__rec_000152.pdf,direct_historical_or_resolved_url,data/screening_codex_2026-06-10/full_texts/rec_000152_H2O_A_Foundation_Model_Bridging_Histopathology_to_Spatial_M/full_text_biorxiv.pdf,1
june_update_2026-06-10__rec_000194,rec_000194,Bio-BLIP: A Multimodal Architecture for Transferable Reasoning in Genomic Variant Interpretation,10.64898/2026.05.12.724740,historical_version_url_recovered_hash_differs,data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/june_update_2026-06-10__rec_000194.pdf,8392c9af20bb60363645ab3f63840c59013ce97261f83b74bf9ab2a5862f8a4f,1883000924d9224a3a8093d0d2560b569f1d1ab682feffe90561186e55438876,665041,26,data/source_pdf_recovery_52_2026-07-29/direct_known_urls/june_update_2026-06-10__rec_000194.pdf,direct_historical_or_resolved_url,data/screening_codex_2026-06-10/full_texts/rec_000194_Bio-BLIP_A_Multimodal_Architecture_for_Transferable_Reasoni/full_text_biorxiv.pdf,1
june_update_2026-06-10__rec_000246,rec_000246,OmicsLM: A Multimodal Large Language Model for Multi-Sample Omics Reasoning,,exact_historical_pdf,data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/june_update_2026-06-10__rec_000246.pdf,8951a73c78d8ac1f51aaef87999d4b402d742fafc14f9134de81e93aab172bbd,8951a73c78d8ac1f51aaef87999d4b402d742fafc14f9134de81e93aab172bbd,817307,27,data/source_pdf_recovery_52_2026-07-29/shard_7/june_update_2026-06-10__rec_000246__OmicsLM_A_Multimodal_Large_Language_Model_for_Multi-Sample_Omics_Reaso/full_text_03_openalex_title_pdf_url.pdf,initial:data/source_pdf_recovery_52_2026-07-29/shard_7/batch_manifest.json,data/screening_codex_2026-06-10/full_texts/rec_000246_OmicsLM_A_Multimodal_Large_Language_Model_for_Multi-Sample/full_text_arxiv_2605.06728.pdf,1
june_update_2026-06-10__rec_000248,rec_000248,Cell2Text: Multimodal LLM for generating textual descriptions from single-cell RNA-Seq profiles,,exact_historical_pdf,data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/june_update_2026-06-10__rec_000248.pdf,c49343967a9a240f3beaf919929752f7dd64cebb39944be6ba6aa1614ca9c937,c49343967a9a240f3beaf919929752f7dd64cebb39944be6ba6aa1614ca9c937,1385436,26,data/source_pdf_recovery_52_2026-07-29/direct_known_urls/june_update_2026-06-10__rec_000248.pdf,direct_historical_or_resolved_url,data/screening_codex_2026-06-10/full_texts/rec_000248_Cell2Text_Multimodal_LLM_for_generating_textual_description/full_text_arxiv_2509.24840.pdf,1
june_update_2026-06-10__rec_000350,rec_000350,OmniGene-4: a unified bio-language MoE model with router-level interpretability,10.64898/2026.05.12.724542,historical_version_url_recovered_hash_differs,data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/june_update_2026-06-10__rec_000350.pdf,e7095058396b570e9049452b830e9b6694bc60a810ab6a6a7841af1c1e6a73b3,cf60671ee81f278edec507c65586aa023122fa2cfab253c30bda7b6b159b974b,754984,21,data/source_pdf_recovery_52_2026-07-29/direct_known_urls/june_update_2026-06-10__rec_000350.pdf,direct_historical_or_resolved_url,data/screening_codex_2026-06-10/full_texts/rec_000350_OmniGene-4_a_unified_bio-language_MoE_model_with_router-lev/full_text_biorxiv.pdf,1
