record_id,candidate_id,source_record_id,source_corpus,docling_markdown,title,doi,final_decision,final_code,uncertainty_reason,final_source,final_rationale,evidence_snippet,scope_primary_exclusion_code,scope_uncertainty_reason,architecture_primary_exclusion_code,architecture_uncertainty_reason
full_2026-07-06__rec_003514,full_2026-07-06__rec_003514,rec_003514,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003514.md,Designing mRNA coding sequence via multimodal reverse translation language modeling with Pro2RNA,10.64898/2026.03.18.712790,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_003649,full_2026-07-06__rec_003649,rec_003649,uncertain,data/docling_uncertain_chrome_remaining_no_vlm_2026-07-08/markdown/rec_003649_biorxiv_2026_03_10_710729v1_full.md,HitAnno: Atlas-level cell type annotation based on scATAC-seq data via a hierarchical language model,,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
july_update_2026-07-06__rec_000085,july_update_2026-07-06__rec_000085,rec_000085,include,data/docling_include_no_vlm_2026-07-09/markdown/july_update_2026_07_06_rec_000085.md,DNA Language Models: An Assessment of Pre-Training for Fine-Tuning Tasks,,EXCLUDE,benchmark_resource,none,adjudicator,"This is an assessment/benchmarking study of DNA sequence pretraining and fine-tuning, not a primary text-bio generative model. The provided evidence shows only DNA tokenization with MLM pretraining and no natural-language text or text-bio bridge.","""An Assessment of Pre-Training for Fine-Tuning Tasks""; ""masked language modeling (MLM) objective""; ""BPE tokenization"" on genomics-related tasks",benchmark_resource,none,EC3_not_generative,none
june_update_2026-06-10__rec_000133,june_update_2026-06-10__rec_000133,rec_000133,include,data/docling_include_no_vlm_2026-07-09/markdown/june_update_2026_06_10_rec_000133.md,GenNA: Conditional generation of nucleotide sequences guided by natural-language annotations,10.64898/2026.04.22.720063,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
full_2026-07-06__rec_000031,full_2026-07-06__rec_000031,rec_000031,uncertain,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_000031.md,CLAMP: predicting specific protein-mediated chromatin loops in diverse species with a chromatin accessibility language model.,10.1186/s13059-026-03948-9,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
full_2026-07-06__rec_000090,full_2026-07-06__rec_000090,rec_000090,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000090.md,Scaling Large Language Models for Next-Generation Single-Cell Analysis.,10.1101/2025.04.14.648850,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
full_2026-07-06__rec_000771,full_2026-07-06__rec_000771,rec_000771,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000771.md,"A multimodal conversational agent for DNA, RNA and protein tasks",10.1038/s42256-025-01047-1,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
full_2026-07-06__rec_001302,full_2026-07-06__rec_001302,rec_001302,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001302.md,How to improve polygenic prediction from whole-genome sequencing data by leveraging predicted epigenomic features?,10.1101/2024.10.04.24314860,EXCLUDE,application_wrapper,none,adjudicator,"The record describes Epi-PRS as a pipeline that uses a pretrained genomic LLM to impute epigenomic signals and then a GBRT model for risk prediction. No natural-language text component or text-bio alignment is evidenced, and no explicit generative mechanism is described.","""a pretrained LLM is employed to transform genotypes into epigenomic signals"" and ""the genetic risk is then estimated""; ""GBRT classification model"" / ""GBRT regression model""; ""improve polygenic risk scoring"" through a workflow of feature extraction and prediction",EC2_no_text_component,none,application_wrapper,none
full_2026-07-06__rec_001313,full_2026-07-06__rec_001313,rec_001313,uncertain,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_001313.md,PlantBiMoE: A Bidirectional Foundation Model with Sparsemoe for Plant Genomes,10.1109/BIBM66473.2025.11356776,EXCLUDE,EC2_no_text_component,generative_status_unclear,adjudicator,"The record is a new foundation model pre-trained on plant genomes only, with no natural-language text or text-bio alignment described. Generative architecture is not stated explicitly, so that criterion remains unclear, but the paper is excluded for lacking a text component.",pretraining dataset of plant genomes; reference genomes of all plants were cut into segments; 25.40B nucleic acid pairs,EC2_no_text_component,none,none,generative_status_unclear
full_2026-07-06__rec_001623,full_2026-07-06__rec_001623,rec_001623,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001623.md,A Genomic Language Model for Zero-Shot Prediction of Promoter Variant Effects,10.1101/2024.11.11.623015,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_001889,full_2026-07-06__rec_001889,rec_001889,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001889.md,scMOBA: A conversational single-cell Multi-Omics Brain Agent across species,10.64898/2025.12.01.691565,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
full_2026-07-06__rec_001961,full_2026-07-06__rec_001961,rec_001961,uncertain,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_001961.md,LangCell: Language-Cell Pre-training for Cell Identity Understanding,10.48550/arXiv.2405.06708,EXCLUDE,EC3_not_generative,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,none,none,EC3_not_generative,none
full_2026-07-06__rec_002517,full_2026-07-06__rec_002517,rec_002517,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002517.md,ChatCell: Facilitating Single-Cell Analysis with Natural Language,10.48550/arXiv.2402.08303,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
full_2026-07-06__rec_003095,full_2026-07-06__rec_003095,rec_003095,uncertain,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_003095.md,Cell ontology guided transcriptome foundation model,,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_003131,full_2026-07-06__rec_003131,rec_003131,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003131.md,Gp-gpt: Large language model for gene-phenotype mapping,,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
full_2026-07-06__rec_003517,full_2026-07-06__rec_003517,rec_003517,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003517.md,X-Cell: Scaling Causal Perturbation Prediction Across Diverse Cellular Contexts via Diffusion Language Models,10.64898/2026.03.18.712807,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
full_2026-07-06__rec_003674,full_2026-07-06__rec_003674,rec_003674,uncertain,data/docling_uncertain_chrome_remaining_no_vlm_2026-07-08/markdown/rec_003674_escholarship_qt3kz2n7rt.md,Deep Learning Strategies for Representation Learning and Generative Modeling in the Biosciences,,EXCLUDE,EC2_no_text_component,none,adjudicator,"This is a primary biological modeling paper on CellTransformer for spatial transcriptomics, but the provided evidence does not show any natural-language text component or text-bio bridge. The model is described as self-supervised representation learning for latent spatial domains rather than a clearly generative system.","""self-supervised framework for learning latent representations of tissue spatial domains""; ""spatial transcriptomics""; ""novel encoder-decoder architecture""; ""generalizes to other spatial assays""",EC2_no_text_component,none,none,generative_status_unclear
june_update_2026-06-10__rec_000139,june_update_2026-06-10__rec_000139,rec_000139,include,data/docling_include_no_vlm_2026-07-09/markdown/june_update_2026_06_10_rec_000139.md,Carbon: Decoding the Language of Life,10.64898/2026.05.22.727119,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_000099,full_2026-07-06__rec_000099,rec_000099,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000099.md,Semantic design of functional de novo genes from a genomic language model.,10.1038/s41586-025-09749-7,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_000106,full_2026-07-06__rec_000106,rec_000106,uncertain,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_000106.md,CELLama: Foundation Model for Single Cell and Spatial Transcriptomics by Cell Embedding Leveraging Language Model Abilities.,10.1002/advs.202513210,EXCLUDE,EC3_not_generative,none,adjudicator,"This is a primary model paper for single-cell/spatial transcriptomics with explicit textification of cell data, but the candidate model is a sentence-transformer embedding pipeline and nearest-neighbor annotation, not a generative architecture. It is therefore outside a generative-model-only scope.","“sentences were constructed to represent each cell by ranking gene expressions and formatting them into descriptive sentences”; “The transformer was then fine-tuned using these generated pairs”; “cell types ... annotated using the nearest neighbor approach”"",""evidence_for_text_component"":""""ranking gene expressions and formatting them into descriptive sentences""; ""sentence transformer"""",""evidence_for_text_bio_bridge"":""""sentences were constructed to represent each cell""; ""generated sentence pairs from single-cell or spatial data"""",""evidence_for_generative_model"":""""sentence transformer""; ""cell types ... annotated using the nearest neighbor approach"""",""boundary_case"":""generative_boundary""}]}]}0}}]}]}]}]}]‌‌‍‍‍ ‍‍‍‍‍‍‍}}]}]}]}}]}]",none,none,none,none
full_2026-07-06__rec_000822,full_2026-07-06__rec_000822,rec_000822,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000822.md,HydraRNA: a hybrid architecture based full-length RNA language model,10.1186/s13059-025-03853-7,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
full_2026-07-06__rec_001319,full_2026-07-06__rec_001319,rec_001319,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001319.md,A Multi-Modal AI Copilot for Single-Cell Analysis with Instruction Following,10.48550/arXiv.2501.08187,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
full_2026-07-06__rec_001343,full_2026-07-06__rec_001343,rec_001343,uncertain,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_001343.md,A General Single-Cell Analysis Framework via Conditional Diffusion Generative Models,10.1101/2023.10.13.562243,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
full_2026-07-06__rec_001625,full_2026-07-06__rec_001625,rec_001625,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001625.md,Celler:A Genomic Language Model for Long-Tailed Single-Cell Annotation,10.48550/arXiv.2504.00020,EXCLUDE,EC2_no_text_component,generative_status_unclear,adjudicator,"Celler is a new single-cell pretraining model, but the evidence only supports gene-expression tokens/cells as language-model analogies, not natural-language text or a text-bio bridge. The generative claim is not fully resolved because the method evidence is masked-value prediction rather than an explicit generative decoder or autoregressive setup.","""state-of-the-art generative pre-training model""; ""each gene expression value... analogous to a token in language models""; ""cell... equivalent to a sentence in language models""; ""masked 15% of the gene expression values""; ""predict these obscured values""; ""Celler-75"" with ""40 million cells"" across ""80 human tissues and 75 specific diseases""; ""We developed the GLM""; ""During the pre-training stage""; ""predict these obscured values""; ""redefined the basic units of single-cell transcriptomic data""; ""gene names and gene expression values into emb gene and emb value""; ""biological_token_only_boundary""; ""full_2026-07-06__rec_001625""; ""primary_model_paper""; ""yes""",EC2_no_text_component,none,none,generative_status_unclear
full_2026-07-06__rec_002049,full_2026-07-06__rec_002049,rec_002049,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002049.md,BioVERSE: Representation Alignment of Biomedical Modalities to LLMs for Multi-Modal Reasoning,10.48550/arXiv.2510.01428,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
full_2026-07-06__rec_002073,full_2026-07-06__rec_002073,rec_002073,uncertain,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_002073.md,CellPLM: Pre-training of Cell Language Model Beyond Single Cells,10.1101/2023.10.03.560734,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_002581,full_2026-07-06__rec_002581,rec_002581,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002581.md,CellReasoner: A reasoning-enhanced large language model for cell type annotation,10.1101/2025.05.20.655112,EXCLUDE,EC2_no_text_component,none,adjudicator,"This is a new single-cell annotation model built on a 7B LLM, but the provided text only uses gene words/cell sentences as biological token sequences rather than substantive natural-language text. The model maps gene-expression input to cell-type labels, so there is no generative text-bio foundation model here.","""cell sentence""; ""gene words""; ""natural language-style sequence""; ""maps cell-level gene expression profiles to cell type labels""; ""infer the most likely cell type""; ""using the input gene sets as its sole evidence""",EC2_no_text_component,none,application_wrapper,none
full_2026-07-06__rec_003097,full_2026-07-06__rec_003097,rec_003097,uncertain,data/docling_uncertain_manual_downloads3_no_vlm_2026-07-09/markdown/rec_003097_pinaroli_transcriptomic_neural_networks.md,Transcriptomic Neural Networks Architecture and Applications to Functional and Aging Research,,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_003177,full_2026-07-06__rec_003177,rec_003177,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003177.md,Joint embedding of transcriptomes and text enables interactive single-cell RNA-seq data exploration via natural language,,EXCLUDE,EC3_not_generative,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,none,none,EC3_not_generative,none
full_2026-07-06__rec_003569,full_2026-07-06__rec_003569,rec_003569,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003569.md,Circular RNA identification using a genomic language model and a small number of authenticated examples,10.64898/2026.03.04.709677,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_003763,full_2026-07-06__rec_003763,rec_003763,uncertain,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_003763.md,"Escaping the forest: a sparse, interpretable, and foundational neural network alternative for tabular data",,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
june_update_2026-06-10__rec_000142,june_update_2026-06-10__rec_000142,rec_000142,include,data/docling_include_no_vlm_2026-07-09/markdown/june_update_2026_06_10_rec_000142.md,OryzaG3: A Single-species Genomic Foundation Model Pretrained on Rice Pangenome,10.64898/2026.05.22.727045,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_000129,full_2026-07-06__rec_000129,rec_000129,uncertain,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_000129.md,Genos: a human-centric genomic foundation model.,10.1093/gigascience/giaf132,UNCERTAIN,none,mixed_signals,adjudicator,"This is a primary genomic foundation model, but the only text signal is the abstract's ""omics-text cross-modal diagnostic capabilities"" while the selected full text shows only genomic sequence tokenization and no clear natural-language bridge. No explicit generative architecture is stated.","""omics-text cross-modal diagnostic capabilities""; ""Each genome sequence was processed using a one-hot tokenizer""; no decoder/autoregressive/diffusion mechanism stated.,",none,text_component_unclear,none,generative_status_unclear
full_2026-07-06__rec_000160,full_2026-07-06__rec_000160,rec_000160,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000160.md,PlantCAD2: A Long-Context DNA Language Model for Cross-Species Functional Annotation in Angiosperms.,10.1101/2025.08.27.672609,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
full_2026-07-06__rec_000843,full_2026-07-06__rec_000843,rec_000843,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000843.md,mRNA-LM: full-length integrated SLM for mRNA analysis,10.1093/nar/gkaf044,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_001351,full_2026-07-06__rec_001351,rec_001351,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001351.md,JanusDNA: A Powerful Bi-directional Hybrid DNA Foundation Model,10.48550/arXiv.2505.17257,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_001402,full_2026-07-06__rec_001402,rec_001402,uncertain,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_001402.md,Decoding the ERS-CAF immunoregulatory axis via multimodal AI and its pan-cancer prognostic and therapeutic predictive value.,10.1038/s41746-026-02388-w,EXCLUDE,EC2_no_text_component,none,adjudicator,"The record describes a multimodal prognostic/predictive model using MRI, H&E WSI, RNA-seq, and clinical follow-up, but no natural-language text modality or text-bio bridge is shown. The architecture is predictive, with continuous targets, not generative.","matched pre-operative MRI ... diagnostic H&E WSIs, bulk RNA-seq, and clinical follow-up; three continuous targets per patient; end-to-end 3D CNN/Transformer encoders; applied zero-shot to generate b S_i; use radiomics as a data-efficient summary of tumor phenotypes",EC2_no_text_component,none,EC3_not_generative,none
full_2026-07-06__rec_001633,full_2026-07-06__rec_001633,rec_001633,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001633.md,GenSLMs: Genome-scale language models reveal SARS-CoV-2 evolutionary dynamics,10.1101/2022.10.10.511571,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_002105,full_2026-07-06__rec_002105,rec_002105,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002105.md,Multimodal learning of transcriptomes and text enables interactive single-cell RNA-seq data exploration with natural-language chats,10.1101/2024.10.15.618501,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
full_2026-07-06__rec_002228,full_2026-07-06__rec_002228,rec_002228,uncertain,data/docling_uncertain_biorxiv_chrome_no_vlm_2026-07-08/markdown/rec_002228_2025_08_23_671699v2_full.md,Adding layers of information to scRNA-seq data using pre-trained language models,10.1101/2025.08.23.671699,EXCLUDE,EC3_not_generative,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,none,none,EC3_not_generative,none
full_2026-07-06__rec_002676,full_2026-07-06__rec_002676,rec_002676,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002676.md,Nucleotide dependency analysis of DNA language models reveals genomic functional elements,10.1101/2024.07.27.605418,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
full_2026-07-06__rec_003113,full_2026-07-06__rec_003113,rec_003113,uncertain,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_003113.md,scELMo: Embeddings from Language Models,,EXCLUDE,application_wrapper,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,application_wrapper,none,application_wrapper,none
full_2026-07-06__rec_003188,full_2026-07-06__rec_003188,rec_003188,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003188.md,Multimodal Cell Context Instruction Tuning for Conditional DNA Regulatory Sequence Generation with Large Language Models,,INCLUDE,none,none,adjudicator,"LEONINE is presented as a new model for conditional DNA regulatory sequence generation. The abstract and method explicitly frame it as multimodal question-answering/instruction tuning in a cellular context, so the text-bio bridge is central rather than wrapper-style.","""multimodal question-answering task within a cellular context""; ""multimodal instruction tuning techniques""; ""conditional DNA regulatory sequence generation""; ""LLMs trained on DNA sequences""; ""given the cell context tokens ... and a pair of promoter-enhancer sequence""; ""generating biologically and functionally coherent sequences""",none,text_component_unclear,none,none
full_2026-07-06__rec_003315,full_2026-07-06__rec_003315,rec_003315,uncertain,data/docling_uncertain_manual_downloads2_no_vlm_2026-07-08/markdown/rec_003315_aligning_foundation_models_on_encoded_synthetic_omic_data.md,Aligning foundation models on encoded synthetic omic data for patient stratification,,EXCLUDE,application_wrapper,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,application_wrapper,none,application_wrapper,none
full_2026-07-06__rec_003593,full_2026-07-06__rec_003593,rec_003593,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003593.md,Retentive Network promotes efficient RNA language modeling of long sequences,10.1038/s42003-026-09757-x,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
june_update_2026-06-10__rec_000148,june_update_2026-06-10__rec_000148,rec_000148,include,data/docling_include_no_vlm_2026-07-09/markdown/june_update_2026_06_10_rec_000148.md,"SciCore-Omics: a tri-modal foundation model unifying histology, spatial transcriptomics and language for spatial biology",10.64898/2026.05.30.728937,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
full_2026-07-06__rec_000149,full_2026-07-06__rec_000149,rec_000149,uncertain,data/docling_uncertain_biorxiv_chrome_no_vlm_2026-07-08/markdown/rec_000149_2025_09_21_677619v1_full.md,Predicting functional constraints across evolutionary timescales with phylogeny-informed genomic language models.,10.1101/2025.09.21.677619,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
full_2026-07-06__rec_000184,full_2026-07-06__rec_000184,rec_000184,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000184.md,TRAFICA: an open chromatin language model to improve transcription factor binding affinity prediction.,10.1093/bioinformatics/btaf469,EXCLUDE,EC2_no_text_component,none,adjudicator,"This is a primary model for TF-DNA binding prediction built on open-chromatin nucleotide sequences and ATAC-seq data. The record does not provide natural-language text or a substantive text-bio bridge, and it describes prediction rather than a clearly generative model.",“pretrained TRAFICA on over 2.8 million nucleotide sequences in open chromatin regions” / “to predict TF-DNA binding affinity”,EC2_no_text_component,none,none,generative_status_unclear
full_2026-07-06__rec_000867,full_2026-07-06__rec_000867,rec_000867,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000867.md,A long-context language model for deciphering and generating bacteriophage genomes,10.1038/s41467-024-53759-4,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_001352,full_2026-07-06__rec_001352,rec_001352,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001352.md,Towards Generalist Biomedical AI,10.48550/arXiv.2307.14334,INCLUDE,none,none,adjudicator,"The record presents Med-PaLM M as a new biomedical model, not a review or benchmark, and its text use is central to the model design. It explicitly conditions on instructions, one-shot exemplars, clinical history, and report generation/summarization with interleaved text-image context.","""Med-PaLM M is developed by finetuning and aligning the PaLM-E model to the biomedical domain""; ""task-specific instructions""; ""a text-only 'one-shot exemplar'""; ""patient clinical history""; ""report generation and summarization""; ""image tokens were interleaved with text tokens""; ""medical (visual) question answering""; ""genomic variant calling""; ""unified generative framework""; ""to condition the language model's prediction""; ""frozen"" ,",none,none,application_wrapper,none
full_2026-07-06__rec_001425,full_2026-07-06__rec_001425,rec_001425,uncertain,data/docling_uncertain_no_vlm_retry_2026-07-08/markdown/run_rec_001425.md,Zygosity-Aware DNA Language Modeling Improves Ancestry and Gene Expression Prediction,10.1101/2025.11.19.689326,EXCLUDE,EC2_no_text_component,none,adjudicator,"The record studies DNA language models on phased variant calls and 1,000 bp DNA sequences, but it provides no natural-language text component or text-bio bridge. It is also an evaluation of pretrained sequence models for prediction, not a generative text-bio model.","“DNA language models (DNA-LMs)”; “phased variant calls”; “1,000 bp DNA sequence centered on the transcription start site”",EC2_no_text_component,none,application_wrapper,mixed_signals
full_2026-07-06__rec_001641,full_2026-07-06__rec_001641,rec_001641,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001641.md,CanBART: A generative foundation model of cancer molecular alterations for synthetic patient generation and genomic profile completion,10.1101/2025.11.04.25339512,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_002151,full_2026-07-06__rec_002151,rec_002151,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002151.md,scGenAI: A generative AI platform with biological context embedding of multimodal features enhances single cell state classification,10.1101/2025.05.07.652733,EXCLUDE,EC2_no_text_component,mixed_signals,adjudicator,"The record describes a new scGenAI method for single-cell state classification using genomic and biofunctional contexts, not a text-conditioned or generative model. The abstract’s LLM wording is outweighed by the full-text evidence of prediction/classification with no substantive natural-language text bridge.","""incorporate genomic and biofunctional contexts""; ""prediction of cell states""; ""cell type prediction and acute myeloid leukemia (AML) malignant cell states identification""; ""LLM-based tool""; ""de novo training""; ""accuracy in predicting malignant states""; ""scGenAI's capability to classify malignant cells""; ""multimodal dataset""; ""gene expression patterns""; ""predicting cell states""; ""outperforms conventional models""; ""improving accuracy and interpretability""; ""open-source Python package""; ""large language models (LLMs)""; ""cell annotation""; ""cell state classification""; ""prediction of cell states""; ""not a genuinely generative model""; ""improved classification performance""; ""new scGenAI method""; ""de novo training""; ""biological modality""; ""no substantive natural-language text component""; ""not a genuinely generative model""",EC2_no_text_component,none,EC3_not_generative,none
full_2026-07-06__rec_002243,full_2026-07-06__rec_002243,rec_002243,uncertain,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_002243.md,"Human Genome Book:Words,Sentences and Paragraphs",10.1101/2025.01.23.634629,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
full_2026-07-06__rec_002780,full_2026-07-06__rec_002780,rec_002780,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002780.md,From a single sequence to evolutionary trajectories: protein language models capture the evolutionary potential of SARS-CoV-2 protein sequences,10.1101/2024.07.05.602129,EXCLUDE,application_wrapper,none,adjudicator,"The record describes applying an unmodified pretrained ESM-2 PLM to SARS-CoV-2 sequences and deriving embeddings/likelihood scores. No natural-language text or text-bio alignment is presented, so this is a wrapper-style application rather than a text-bio foundation model.","""unmodified pretrained PLM""; ""sequence was then embedded in the ESM-2 model""; ""softmax of the last layer""",EC2_no_text_component,none,application_wrapper,generative_status_unclear
