candidate_id,source_run,record_id,title,doi,manifest_status,pdf_found,pdf_path,pdf_bytes,pdf_sha256,final_docling_status,docling_json,markdown,chunks,chunk_count,figure_count,figures_manifest,markdown_chars,docling_json_bytes,notes,quality_flags
full_2026-07-06__rec_001161,full_2026-07-06,rec_001161,Towards Applying Large Language Models to Complement Single-Cell Foundation Models,10.48550/arXiv.2507.10039,pdf_downloaded,True,data/full_text_downloads_2026-07-07/batch_000_049/full_2026-07-06__rec_001161__Towards_Applying_Large_Language_Models_to_Complement_Single-Cell_Found/full_text_01_arxiv_pdf.pdf,764882,85f332023268f99ad02c3d60b0b20482cdb0dda39c2c0ffb4ac2e3fed75a1dc3,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_001161.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001161.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_001161.jsonl,135,9,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_001161/figures_manifest.json,86962,27249728,,
full_2026-07-06__rec_001218,full_2026-07-06,rec_001218,Any-to-Any Learning in Computational Pathology via Triplet Multimodal Pretraining,10.48550/arXiv.2505.12711,pdf_downloaded,True,data/full_text_downloads_2026-07-07/batch_000_049/full_2026-07-06__rec_001218__Any-to-Any_Learning_in_Computational_Pathology_via_Triplet_Multimodal_/full_text_01_arxiv_pdf.pdf,6236244,482f25236321fd996f9d2be29bc61eaba8c768c7bb51467887b292bf67def4ab,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_001218.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001218.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_001218.jsonl,114,5,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_001218/figures_manifest.json,81100,27645530,,
full_2026-07-06__rec_001263,full_2026-07-06,rec_001263,A Suite of Foundation Models Captures the Contextual Interplay Between Codons,10.1101/2024.10.10.617568,non_pdf_full_text_downloaded,True,data/full_text_include_missing_retry_2026-07-09/pass1_existing_downloader/full_2026-07-06__rec_001263__A_Suite_of_Foundation_Models_Captures_the_Contextual_Interplay_Between/full_text_05_openalex_content_pdf.pdf,27425247,ca4cedff9c23a46c0bca1ed44ada4acd607bf0864157599cec7f9c093b55c4e0,docling_failed_or_missing_artifact,,,,,,,,,"PDF was present in mapping, but complete Docling artifacts were not created.",docling_conversion_failed_or_missing_artifact
full_2026-07-06__rec_001289,full_2026-07-06,rec_001289,scGPT: Towards Building a Foundation Model for Single-Cell Multi-omics Using Generative AI,10.1101/2023.04.30.538439,pdf_downloaded,True,data/full_text_downloads_2026-07-07/retry_batch_000_029/full_2026-07-06__rec_001289__scGPT_Towards_Building_a_Foundation_Model_for_Single-Cell_Multi-omics_/full_text_07_landing_pdf_link.pdf,21317950,ae675d797a7536f0beb4fd636b4b6d3d5944a790ce658df1ef712c99f9269f9b,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_001289.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001289.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_001289.jsonl,120,14,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_001289/figures_manifest.json,82535,37298002,,
full_2026-07-06__rec_001291,full_2026-07-06,rec_001291,Unsupervised Whole-Genome Representation Learning Captures Bacterial Phenotypes,10.1101/2025.04.01.646674,pdf_downloaded,True,data/full_text_downloads_2026-07-07/openalex_content_pass_26/full_2026-07-06__rec_001291__Unsupervised_Whole-Genome_Representation_Learning_Captures_Bacterial_P/full_text_05_openalex_content_pdf.pdf,687755,c2829cba8e4ea9baee639fe911fceff83668c8d1bcc62eef681154b1167c7367,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_001291.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001291.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_001291.jsonl,79,5,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_001291/figures_manifest.json,58046,19190924,,
full_2026-07-06__rec_001302,full_2026-07-06,rec_001302,How to improve polygenic prediction from whole-genome sequencing data by leveraging predicted epigenomic features?,10.1101/2024.10.04.24314860,pdf_downloaded,True,data/full_text_downloads_2026-07-07/retry_batch_000_029/full_2026-07-06__rec_001302__How_to_improve_polygenic_prediction_from_whole-genome_sequencing_data_/full_text_05_openalex_pdf_url.pdf,2241480,4d1ea6037c732fae0cea9d77fcb3ed66334779f36fd648a21726c888ac9a65bc,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_001302.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001302.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_001302.jsonl,90,6,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_001302/figures_manifest.json,69930,30938361,,
full_2026-07-06__rec_001314,full_2026-07-06,rec_001314,A contextualised protein language model reveals the functional syntax of bacterial evolution,10.1101/2025.07.20.665723,pdf_downloaded,True,data/full_text_downloads_2026-07-07/openalex_content_pass_26/full_2026-07-06__rec_001314__A_contextualised_protein_language_model_reveals_the_functional_syntax_/full_text_05_openalex_content_pdf.pdf,10503453,da3e95c861b79831e491c753e044c9a2340f7b7b6a104c8f76de4519a50a0fb0,docling_failed_or_missing_artifact,,,,,,,,,"PDF was present in mapping, but complete Docling artifacts were not created.",docling_conversion_failed_or_missing_artifact
full_2026-07-06__rec_001319,full_2026-07-06,rec_001319,A Multi-Modal AI Copilot for Single-Cell Analysis with Instruction Following,10.48550/arXiv.2501.08187,pdf_downloaded,True,data/full_text_downloads_2026-07-07/batch_050_099/full_2026-07-06__rec_001319__A_Multi-Modal_AI_Copilot_for_Single-Cell_Analysis_with_Instruction_Fol/full_text_01_arxiv_pdf.pdf,37269967,04c523a9ad928a669120d325ebcdb4840686ab1468d333efa3ee66ed7a43e959,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_001319.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001319.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_001319.jsonl,149,11,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_001319/figures_manifest.json,118356,54698736,,
full_2026-07-06__rec_001351,full_2026-07-06,rec_001351,JanusDNA: A Powerful Bi-directional Hybrid DNA Foundation Model,10.48550/arXiv.2505.17257,pdf_downloaded,True,data/full_text_downloads_2026-07-07/batch_050_099/full_2026-07-06__rec_001351__JanusDNA_A_Powerful_Bi-directional_Hybrid_DNA_Foundation_Model/full_text_01_arxiv_pdf.pdf,1791780,d1db3f7433fd495537ed5c89f292b0e96a26192e4c5596a7fe23fb33d3390d42,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_001351.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001351.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_001351.jsonl,160,6,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_001351/figures_manifest.json,102736,26931805,,
full_2026-07-06__rec_001352,full_2026-07-06,rec_001352,Towards Generalist Biomedical AI,10.48550/arXiv.2307.14334,pdf_downloaded,True,data/full_text_downloads_2026-07-07/batch_050_099/full_2026-07-06__rec_001352__Towards_Generalist_Biomedical_AI/full_text_01_arxiv_pdf.pdf,4059331,dcc3a0f653466b08e62bfe33f20d50ca04b5bcd52b571fe4092c3ac0d063c789,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_001352.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001352.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_001352.jsonl,230,21,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_001352/figures_manifest.json,166533,50342041,,
full_2026-07-06__rec_001358,full_2026-07-06,rec_001358,Harnessing the Power of Single-Cell Large Language Models with Parameter Efficient Fine-Tuning using scPEFT,10.1038/s42256-025-01170-z,pdf_downloaded,True,data/full_text_downloads_2026-07-07/batch_050_099/full_2026-07-06__rec_001358__Harnessing_the_Power_of_Single-Cell_Large_Language_Models_with_Paramet/full_text_02_landing_pdf_link.pdf,18397997,fd81f8ffff4458552fb5ad93a5536ea231dd94383007ff9231aa66f0d625efd3,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_001358.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001358.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_001358.jsonl,123,25,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_001358/figures_manifest.json,87052,65711877,,
full_2026-07-06__rec_001381,full_2026-07-06,rec_001381,Language-Enhanced Representation Learning for Single-Cell Transcriptomics,,pdf_downloaded,True,data/full_text_downloads_2026-07-07/retry2_batch_000_024/full_2026-07-06__rec_001381__Language-Enhanced_Representation_Learning_for_Single-Cell_Transcriptom/full_text_01_semantic_scholar_title_arxiv_p.pdf,8244856,b1a14167abdd7e0ef2b12aebcc4b2d347dcf59f2064b9c87e60d124ab0a06222,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_001381.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001381.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_001381.jsonl,163,14,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_001381/figures_manifest.json,106522,34579022,,
full_2026-07-06__rec_001391,full_2026-07-06,rec_001391,MAMMAL - Molecular Aligned Multi-Modal Architecture and Language,10.48550/arXiv.2410.22367,pdf_downloaded,True,data/full_text_downloads_2026-07-07/batch_050_099/full_2026-07-06__rec_001391__MAMMAL_-_Molecular_Aligned_Multi-Modal_Architecture_and_Language/full_text_01_arxiv_pdf.pdf,15133679,8c16918c115bbc38fcca3d5835ad968394764b32a09cc44b7f26629e730ff954,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_001391.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001391.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_001391.jsonl,169,6,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_001391/figures_manifest.json,101182,32994525,,
full_2026-07-06__rec_001431,full_2026-07-06,rec_001431,BIOFORMERS: A SCALABLE FRAMEWORK FOR EXPLORING BIOSTATES USING TRANSFORMERS,10.1101/2023.11.29.569320,pdf_downloaded,True,data/full_text_downloads_2026-07-07/openalex_content_pass_26/full_2026-07-06__rec_001431__BIOFORMERS_A_SCALABLE_FRAMEWORK_FOR_EXPLORING_BIOSTATES_USING_TRANSFOR/full_text_05_openalex_content_pdf.pdf,5805271,67c2dd311ed5adc653cd69002b8acd7a3d877fa6e494b018746e16cd0b22a84c,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_001431.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001431.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_001431.jsonl,67,9,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_001431/figures_manifest.json,46968,19767167,,
full_2026-07-06__rec_001436,full_2026-07-06,rec_001436,Predicting evolutionary rate as a pretraining task improves genome language model representations,10.64898/2026.02.02.703275,pdf_downloaded,True,data/full_text_downloads_2026-07-07/openalex_content_pass_26/full_2026-07-06__rec_001436__Predicting_evolutionary_rate_as_a_pretraining_task_improves_genome_lan/full_text_05_openalex_content_pdf.pdf,3117710,b74fbe22150b4ed13f351a3ed7a64ad226d9505f9a7f1bedcb6c9a8bcaf8cb9c,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_001436.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001436.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_001436.jsonl,112,6,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_001436/figures_manifest.json,70893,27735936,,
full_2026-07-06__rec_001447,full_2026-07-06,rec_001447,GeneChat: A Multi-Modal Large Language Model for Gene Function Prediction,10.1101/2025.06.05.658031,pdf_downloaded,True,data/full_text_downloads_2026-07-07/openalex_content_pass_26/full_2026-07-06__rec_001447__GeneChat_A_Multi-Modal_Large_Language_Model_for_Gene_Function_Predicti/full_text_05_openalex_content_pdf.pdf,1350444,8196fbe2630338c8def263ca3d843017a7f5dedf42e05f16a50449a53e2504dd,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_001447.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001447.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_001447.jsonl,55,2,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_001447/figures_manifest.json,44574,14657741,,
full_2026-07-06__rec_001487,full_2026-07-06,rec_001487,Universal Single-Cell Transcriptomic Aging Clock powered by LLMs reveals targets to slow cellular aging,10.1093/geroni/igaf122.4305,pdf_downloaded,True,data/full_text_downloads_2026-07-07/batch_050_099/full_2026-07-06__rec_001487__Universal_Single-Cell_Transcriptomic_Aging_Clock_powered_by_LLMs_revea/full_text_09_europepmc_Europe_PMC.pdf,1129071,a7edf63566dfa6d6b7af00d530022b579234c3dd19a06c76916c8ee08502412f,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_001487.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001487.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_001487.jsonl,3,0,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_001487/figures_manifest.json,1909,615973,,low_chunk_count;low_markdown_chars;no_figures
full_2026-07-06__rec_001497,full_2026-07-06,rec_001497,SARITA: a large language model for generating the S1 subunit of the SARS-CoV-2 spike protein,10.1101/2024.12.10.627777,pdf_downloaded,True,data/full_text_downloads_2026-07-07/retry_batch_000_029/full_2026-07-06__rec_001497__SARITA_a_large_language_model_for_generating_the_S1_subunit_of_the_SAR/full_text_14_europepmc_title_Europe_PMC.pdf,1978568,c5623a51e2e69da4bf6d7c5ad970e5f450a5094d26f97f65295859916f4c50f4,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_001497.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001497.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_001497.jsonl,101,12,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_001497/figures_manifest.json,67593,24836346,,
full_2026-07-06__rec_001519,full_2026-07-06,rec_001519,BioGPT: A Generative Transformer-Based Framework for Personalized Genomic Medicine and Rare Disease Diagnosis,10.58496/mjaih/2025/015,pdf_downloaded,True,data/full_text_downloads_2026-07-07/batch_050_099/full_2026-07-06__rec_001519__BioGPT_A_Generative_Transformer-Based_Framework_for_Personalized_Genom/full_text_01_openalex_pdf_url.pdf,873264,a3394b2f036192d7cb9626d2e7d0a59765a2b9b395ab8876736ccca4b8e313be,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_001519.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001519.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_001519.jsonl,65,11,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_001519/figures_manifest.json,38174,14495706,,
full_2026-07-06__rec_001534,full_2026-07-06,rec_001534,GENERator: A Long-Context Generative Genomic Foundation Model,10.48550/arXiv.2502.07272,pdf_downloaded,True,data/full_text_downloads_2026-07-07/batch_050_099/full_2026-07-06__rec_001534__GENERator_A_Long-Context_Generative_Genomic_Foundation_Model/full_text_01_arxiv_pdf.pdf,9894815,5a901d679f4a54149e5014aba75261ae6044e8fc4bbddad0e17be60e0e1ab254,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_001534.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001534.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_001534.jsonl,269,15,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_001534/figures_manifest.json,170924,64718541,,
full_2026-07-06__rec_001546,full_2026-07-06,rec_001546,Abstract B041: Predicting T-cell receptor specificity and phenotype using transfer learning models,10.1158/1538-7445.genfunc25-b041,no_full_text_found,False,,,,not_found_after_manual_retry,,,,,,,,,"No PDF found after automated retry passes, web/manual-link retry, and user manual-download sweep.",not_found_after_manual_retry
full_2026-07-06__rec_001617,full_2026-07-06,rec_001617,Cell-o1: Training LLMs to Solve Single-Cell Reasoning Puzzles with Reinforcement Learning,10.48550/arXiv.2506.02911,pdf_downloaded,True,data/full_text_downloads_2026-07-07/batch_050_099/full_2026-07-06__rec_001617__Cell-o1_Training_LLMs_to_Solve_Single-Cell_Reasoning_Puzzles_with_Rein/full_text_01_arxiv_pdf.pdf,16549979,cf5752bb6575c57efe014c5172116b55dacd95b8c4832c8dc479de2417d6e300,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_001617.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001617.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_001617.jsonl,179,24,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_001617/figures_manifest.json,140298,37014575,,
full_2026-07-06__rec_001618,full_2026-07-06,rec_001618,A foundational model for joint sequence-function multi-species modeling at scale for long-range genomic prediction,10.64898/2025.12.22.695963,no_full_text_found,True,data/full_text_downloads_2026-07-07/browser_manual_pass/full_2026-07-06__rec_001618__a_foundational_model_for_joint_sequence_function_multi_species_m/full_text_browser_biorxiv_2025.12.22.695963v1.full.pdf,15535038,add0c1ac234bf28bcc89bf73d914481eafe47337c7bb55aab0a01cc4b5abf022,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_001618.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001618.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_001618.jsonl,503,34,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_001618/figures_manifest.json,359483,156258738,,
full_2026-07-06__rec_001623,full_2026-07-06,rec_001623,A Genomic Language Model for Zero-Shot Prediction of Promoter Variant Effects,10.1101/2024.11.11.623015,pdf_downloaded,True,data/full_text_downloads_2026-07-07/openalex_content_pass_26/full_2026-07-06__rec_001623__A_Genomic_Language_Model_for_Zero-Shot_Prediction_of_Promoter_Variant_/full_text_05_openalex_content_pdf.pdf,4476480,a0cc35d45602c4b8ce7e495108e6d964cab5398ad27d90bb8194e6d88c4aa2c5,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_001623.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001623.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_001623.jsonl,84,8,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_001623/figures_manifest.json,57767,22423873,,
full_2026-07-06__rec_001625,full_2026-07-06,rec_001625,Celler:A Genomic Language Model for Long-Tailed Single-Cell Annotation,10.48550/arXiv.2504.00020,pdf_downloaded,True,data/full_text_downloads_2026-07-07/batch_050_099/full_2026-07-06__rec_001625__Celler_A_Genomic_Language_Model_for_Long-Tailed_Single-Cell_Annotation/full_text_01_arxiv_pdf.pdf,3577346,875169878228564d7224b893979b0d516a178119319a9935e8d6161a3948a49a,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_001625.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001625.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_001625.jsonl,67,4,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_001625/figures_manifest.json,50208,17625029,,
full_2026-07-06__rec_001633,full_2026-07-06,rec_001633,GenSLMs: Genome-scale language models reveal SARS-CoV-2 evolutionary dynamics,10.1101/2022.10.10.511571,non_pdf_full_text_downloaded,True,data/full_text_include_missing_retry_2026-07-09/pass1_existing_downloader/full_2026-07-06__rec_001633__GenSLMs_Genome-scale_language_models_reveal_SARS-CoV-2_evolutionary_dy/full_text_11_openalex_title_content_pdf.pdf,5956595,b26911f8104c76e80875c5de35428f610fc39a399d5b2a0151b5c40f1e775aac,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_001633.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001633.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_001633.jsonl,128,7,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_001633/figures_manifest.json,92626,25855830,,
full_2026-07-06__rec_001641,full_2026-07-06,rec_001641,CanBART: A generative foundation model of cancer molecular alterations for synthetic patient generation and genomic profile completion,10.1101/2025.11.04.25339512,pdf_downloaded,True,data/full_text_downloads_2026-07-07/batch_050_099/full_2026-07-06__rec_001641__CanBART_A_generative_foundation_model_of_cancer_molecular_alterations_/full_text_03_medrxiv_pdf.pdf,4876100,60cee367dcd58409d307a6651f17a2be532ef74878b2b25be77c24daf37b617d,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_001641.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001641.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_001641.jsonl,48,6,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_001641/figures_manifest.json,37173,26202823,,
full_2026-07-06__rec_001655,full_2026-07-06,rec_001655,Exploring the Potentials and Challenges of Using Large Language Models for the Analysis of Transcriptional Regulation of Long Non-coding RNAs,10.48550/arXiv.2411.03522,pdf_downloaded,True,data/full_text_downloads_2026-07-07/batch_050_099/full_2026-07-06__rec_001655__Exploring_the_Potentials_and_Challenges_of_Using_Large_Language_Models/full_text_01_arxiv_pdf.pdf,581612,9ceb5b42447856f1258d249b724332bf73422b6cc9ba23e2ddc10c60239ae9b0,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_001655.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001655.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_001655.jsonl,49,2,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_001655/figures_manifest.json,37052,13076695,,
full_2026-07-06__rec_001676,full_2026-07-06,rec_001676,Caduceus: Bi-Directional Equivariant Long-Range DNA Sequence Modeling,,pdf_downloaded,True,data/full_text_downloads_2026-07-07/retry2_batch_000_024/full_2026-07-06__rec_001676__Caduceus_Bi-Directional_Equivariant_Long-Range_DNA_Sequence_Modeling/full_text_05_europepmc_title_Europe_PMC.pdf,1390611,1eddc9078d679b14a3cd22b2e50839de4041c64af6731824d80795c6483744ee,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_001676.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001676.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_001676.jsonl,134,5,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_001676/figures_manifest.json,68887,25799600,,
full_2026-07-06__rec_001683,full_2026-07-06,rec_001683,AntigenLM: Structure-Aware DNA Language Modeling for Influenza,,pdf_downloaded,True,data/full_text_downloads_2026-07-07/retry_batch_030_059/full_2026-07-06__rec_001683__AntigenLM_Structure-Aware_DNA_Language_Modeling_for_Influenza/full_text_03_openalex_title_pdf_url.pdf,2766686,e8148e3a27cc540296eeee7c22a8aee26ab95b5643b256b5a0d26f3d87139537,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_001683.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001683.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_001683.jsonl,109,8,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_001683/figures_manifest.json,72611,24267066,,
full_2026-07-06__rec_001687,full_2026-07-06,rec_001687,CaLMFlow: Volterra Flow Matching using Causal Language Models,10.48550/arXiv.2410.05292,pdf_downloaded,True,data/full_text_downloads_2026-07-07/batch_050_099/full_2026-07-06__rec_001687__CaLMFlow_Volterra_Flow_Matching_using_Causal_Language_Models/full_text_01_arxiv_pdf.pdf,14153136,cc9584c83bc69c038ae67de814c1dcc1473af00f042ace5e49feba4e7e990337,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_001687.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001687.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_001687.jsonl,105,9,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_001687/figures_manifest.json,73340,26536670,,
full_2026-07-06__rec_001700,full_2026-07-06,rec_001700,Semantic mining of functional de novo genes from a genomic language model,10.1101/2024.12.17.628962,pdf_downloaded,True,data/full_text_downloads_2026-07-07/retry_batch_030_059/full_2026-07-06__rec_001700__Semantic_mining_of_functional_de_novo_genes_from_a_genomic_language_mo/full_text_07_crossref_title_link.pdf,18287651,6e0d792eda33a8388c8edf33b2a55c0f921330d6abc8f5c3f5483b2c37989bf6,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_001700.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001700.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_001700.jsonl,181,14,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_001700/figures_manifest.json,135883,69462196,,
full_2026-07-06__rec_001714,full_2026-07-06,rec_001714,Open-weight genome language model safeguards: Assessing robustness via adversarial fine-tuning,10.48550/arXiv.2511.19299,pdf_downloaded,True,data/full_text_downloads_2026-07-07/batch_050_099/full_2026-07-06__rec_001714__Open-weight_genome_language_model_safeguards_Assessing_robustness_via_/full_text_01_arxiv_pdf.pdf,491100,d000aa61241f6979c8817c4ad60e87f871374a65b313106c8b458819b884d959,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_001714.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001714.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_001714.jsonl,63,7,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_001714/figures_manifest.json,38910,13966653,,
