candidate_type,route_id,configuration_id,model_id,study_id,record_id,title,route_label,model_name,lifecycle_phase,task_or_configuration_verbatim,source_object_verbatim,source_object_normalized,source_modality_normalized,transformation_chain_verbatim,transformation_chain_normalized,model_visible_form_verbatim,carrier_family,carrier_subtype,insertion_or_fusion_verbatim,fusion_topology,text_role,input_status,evidence_quote,section_heading,supporting_figure_or_table,evidence_status,uncertainty,source_candidate_refs,dense_candidate_refs,pages,doc_item_refs,provenance_match,picture_only_provenance,candidate_quote_match,quote_verified_in_canonical_markdown,quote_verified_in_native_items,taxonomy_consistent,final_grounding_valid,semantic_correction
accepted_input_route,route_7a11d879f520,config_944b120e0e26,model_2a4d0a37a0ad,study_7bc6678864bf,full_2026-07-06__rec_001343,A General Single-Cell Analysis Framework via Conditional Diffusion Generative Models,batch-label decoder mix-in,scDiff,pretraining,cell expression recovery,batch label,batch label,batch metadata,['learnable batch embedding'],['learnable batch embedding'],batch embedding,dense_continuous_carrier,direct_projected_embedding,decoder latent embedding mix-in,side_or_generative_conditioning,metadata_or_context,actual_model_input,"Decoder. Finally, the cell latent embedding is linearly projected back to the gene expression space to recover the clean expression signals x 0 . We follow Lopez et al. (2018) and mix in an additional learnable batch embedding with the latent embedding according to the batch label of the input cell. This approach can better disentangle the non-biological variations in the data.",Decoder.,,explicit_text,,['full_2026-07-06__rec_001343::route_006'],[],[5],"['#/texts/109', '#/texts/110', '#/texts/111', '#/texts/112', '#/texts/113', '#/texts/114', '#/texts/115', '#/texts/116']",['verbatim'],False,True,True,True,True,True,
accepted_input_route,route_c88dc1223aa2,config_7ca2f221b08f,model_2a4d0a37a0ad,study_7bc6678864bf,full_2026-07-06__rec_001343,A General Single-Cell Analysis Framework via Conditional Diffusion Generative Models,cell type deconvolution,scDiff,unclear,estimate the proportions of different cell types within mixed-cell spatial transcriptomics data,mixed-cell spatial transcriptomics data,mixed-cell spatial transcriptomics data,spatial transcriptomics,"['use annotated scRNA-seq data as a reference', 'estimate the proportions of different cell types']","['external reference conditioning', 'cell type proportion estimation']",mixed-cell spatial transcriptomics data,dense_continuous_carrier,direct_projected_embedding,"This task typically requires some external reference, in most cases using annotated scRNA-seq data as a reference",side_or_generative_conditioning,no_text_on_this_route,actual_model_input,estimate the proportions of different cell types,D FURTHER DETAILS OF SINGLE-CELL TASKS,,explicit_text,"The appendix defines the task and reference source, but the exact scDiff fusion operator is not spelled out.",[],['dense::full_2026-07-06__rec_001343::0010'],[16],['#/texts/345'],['verbatim'],False,False,True,True,True,True,"{'audit': 'F6.1_taxonomy_aware_2026-08-17', 'model': 'gpt-5.4-mini', 'decision': 'revise_fields', 'changed_fields': ['evidence_quote', 'lifecycle_phase'], 'confidence': 'high', 'rationale': 'Appendix D explicitly defines the deconvolution task and its reference source, but the paper does not place this route in the reported scDiff experiments, so lifecycle_phase should be unclear rather than evaluation.'}"
accepted_input_route,route_fe676aa8da45,config_5419b3118b6a,model_2a4d0a37a0ad,study_7bc6678864bf,full_2026-07-06__rec_001343,A General Single-Cell Analysis Framework via Conditional Diffusion Generative Models,modality prediction,scDiff,unclear,estimate expression levels of target modality from the input modality,input modality,source modality,source modality expression measures,"['concatenation of measures of source modality X source and target modality X target', 'estimate expression levels of target modality from the input modality']","['concatenate source and target modality measures', 'predict target modality expression']","X = [ X source , X target ]",dense_continuous_carrier,direct_projected_embedding,"let X = [ X source , X target ] be the concatenation of measures of source modality X source and target modality X target",concatenation,no_text_on_this_route,actual_model_input,estimate expression levels of target modality,D FURTHER DETAILS OF SINGLE-CELL TASKS,,explicit_text,"The matrix notation is explicit, but the exact model-visible carrier is inferred from the continuous expression representation.",[],['dense::full_2026-07-06__rec_001343::0011'],[16],['#/texts/346'],['verbatim'],False,False,True,True,True,True,"{'audit': 'F6.1_taxonomy_aware_2026-08-17', 'model': 'gpt-5.4-mini', 'decision': 'revise_fields', 'changed_fields': ['evidence_quote', 'lifecycle_phase'], 'confidence': 'high', 'rationale': 'Appendix D explicitly defines modality prediction and its concatenated source/target formulation, but the paper does not report it as an evaluated scDiff route, so lifecycle_phase should be unclear rather than evaluation.'}"
accepted_input_route,route_f69f5645b8b6,config_5ddf5593b4c7,model_23ffab302d6b,study_c985a0111a3c,full_2026-07-06__rec_001352,Towards Generalist Biomedical AI,MedQA question answering,Med-PaLM M,fine_tuning,Question Answering | Text | MedQA,MedQA questions,medical exam questions,text,"['task-specific instruction', 'multiple-choice question prompt', '2-shot exemplar']","['task-specific instruction', 'multiple-choice question prompt', '2-shot exemplar']",tokenized text prompt,text_native_token_stream,structured_biological_prompt_or_task_scaffold,instruction tuning in a unified generative framework,tokenizer_sequence,instruction_or_query,actual_model_input,"MultiMedQA We used three of the multiple-choice medical question-answering datasets from MultiMedQA [9]: the MedQA [79], MedMCQA [80], and PubMedQA [81] datasets for training and evaluation of Med-PaLM M. These question answering tasks are language-only and do not require the interpretation of additional modalities. The training set consists of 10,178 questions from MedQA and 182,822 questions from MedMCQA. The test set comprises 1,273 questions from MedQA, 4,183 questions from MedMCQA, and 500 questions from PubMedQA. Note that PubMedQA was not included in the training data mixture and only used for evaluation.",A.1.1 Language-only datasets,,explicit_text,,['full_2026-07-06__rec_001352::route_001'],"['dense::full_2026-07-06__rec_001352::0058', 'dense::full_2026-07-06__rec_001352::0083', 'dense::full_2026-07-06__rec_001352::0012']","[6, 23, 27, 28]","['#/tables/6', '#/tables/7', '#/tables/8', '#/texts/470', '#/texts/471', '#/texts/472', '#/texts/473', '#/texts/474', '#/texts/475', '#/texts/476', '#/texts/477', '#/texts/485', '#/texts/486', '#/texts/586', '#/texts/588', '#/texts/589', '#/texts/590', '#/texts/94', '#/texts/95', '#/texts/96', '#/texts/97', '#/texts/98']",['verbatim'],False,True,True,True,True,True,
accepted_input_route,route_f448f8567994,config_6d46568fec9e,model_23ffab302d6b,study_c985a0111a3c,full_2026-07-06__rec_001352,Towards Generalist Biomedical AI,MedMCQA question answering,Med-PaLM M,fine_tuning,Question Answering | Text | MedMCQA,MedMCQA questions,medical exam questions,text,"['task-specific instruction', 'multiple-choice question prompt', '2-shot exemplar']","['task-specific instruction', 'multiple-choice question prompt', '2-shot exemplar']",tokenized text prompt,text_native_token_stream,structured_biological_prompt_or_task_scaffold,instruction tuning in a unified generative framework,tokenizer_sequence,instruction_or_query,actual_model_input,"MultiMedQA We used three of the multiple-choice medical question-answering datasets from MultiMedQA [9]: the MedQA [79], MedMCQA [80], and PubMedQA [81] datasets for training and evaluation of Med-PaLM M. These question answering tasks are language-only and do not require the interpretation of additional modalities. The training set consists of 10,178 questions from MedQA and 182,822 questions from MedMCQA. The test set comprises 1,273 questions from MedQA, 4,183 questions from MedMCQA, and 500 questions from PubMedQA. Note that PubMedQA was not included in the training data mixture and only used for evaluation.",A.1.1 Language-only datasets,,explicit_text,,['full_2026-07-06__rec_001352::route_002'],"['dense::full_2026-07-06__rec_001352::0058', 'dense::full_2026-07-06__rec_001352::0083', 'dense::full_2026-07-06__rec_001352::0012']","[6, 23, 27, 28]","['#/tables/6', '#/tables/7', '#/tables/8', '#/texts/470', '#/texts/471', '#/texts/472', '#/texts/473', '#/texts/474', '#/texts/475', '#/texts/476', '#/texts/477', '#/texts/485', '#/texts/486', '#/texts/586', '#/texts/588', '#/texts/589', '#/texts/590', '#/texts/94', '#/texts/95', '#/texts/96', '#/texts/97', '#/texts/98']",['verbatim'],False,True,True,True,True,True,
accepted_input_route,route_a6559f47554c,config_e586a9eed414,model_23ffab302d6b,study_c985a0111a3c,full_2026-07-06__rec_001352,Towards Generalist Biomedical AI,PubMedQA question answering,Med-PaLM M,evaluation,Question Answering | Text | PubMedQA,PubMedQA questions,biomedical research questions,text,"['task-specific instruction', 'multiple-choice question prompt']","['task-specific instruction', 'multiple-choice question prompt']",tokenized text prompt,text_native_token_stream,structured_biological_prompt_or_task_scaffold,instruction tuning in a unified generative framework,tokenizer_sequence,instruction_or_query,actual_model_input,PubMedQA was not included in the training data mixture and only used for evaluation,A.1.1 Language-only datasets,,explicit_text,,['full_2026-07-06__rec_001352::route_003'],"['dense::full_2026-07-06__rec_001352::0058', 'dense::full_2026-07-06__rec_001352::0083', 'dense::full_2026-07-06__rec_001352::0012', 'dense::full_2026-07-06__rec_001352::0015']","[6, 8, 23, 27, 28]","['#/tables/6', '#/tables/7', '#/tables/8', '#/texts/123', '#/texts/470', '#/texts/471', '#/texts/472', '#/texts/473', '#/texts/474', '#/texts/475', '#/texts/476', '#/texts/477', '#/texts/485', '#/texts/486', '#/texts/586', '#/texts/588', '#/texts/589', '#/texts/590', '#/texts/94', '#/texts/95', '#/texts/96', '#/texts/97', '#/texts/98']",['verbatim'],False,True,True,False,True,True,
accepted_input_route,route_c80d1f7e2b18,config_1c6cc9c14ad4,model_23ffab302d6b,study_c985a0111a3c,full_2026-07-06__rec_001352,Towards Generalist Biomedical AI,MIMIC-III radiology report summarization,Med-PaLM M,fine_tuning,Report Summarization | Radiology | MIMIC-III,MIMIC-III findings section,radiology findings text,text,"['extract findings and impression sections', 'predict the impression section given the findings section as input']","['section extraction', 'impression generation from findings']",tokenized text prompt,text_native_token_stream,serialized_biological_context_or_ordered_profile,predicting the impression section given the findings section as input,encoder_decoder,paired_alignment_supervision,actual_model_input,predicting the impression section given the findings section as input,A.1.1 Language-only datasets,Table A.4,explicit_text,,['full_2026-07-06__rec_001352::route_004'],"['dense::full_2026-07-06__rec_001352::0060', 'dense::full_2026-07-06__rec_001352::0066', 'dense::full_2026-07-06__rec_001352::0084']","[23, 28, 29]","['#/tables/9', '#/texts/470', '#/texts/471', '#/texts/472', '#/texts/473', '#/texts/474', '#/texts/475', '#/texts/476', '#/texts/477', '#/texts/485', '#/texts/486', '#/texts/591', '#/texts/593', '#/texts/594']",['verbatim'],False,True,True,False,True,True,
accepted_input_route,route_25afc922cc13,config_85568fbdea80,model_23ffab302d6b,study_c985a0111a3c,full_2026-07-06__rec_001352,Towards Generalist Biomedical AI,VQA-RAD radiology image,Med-PaLM M,fine_tuning,Visual Question Answering | Radiology | VQA-RAD,VQA-RAD radiology images,radiology image,radiology image,"['resize to 224 × 224 × 3', 'image tokens interleaved with text tokens', 'text-only 1-shot exemplar with <img> placeholder']","['resize to 224 x 224 x 3', 'interleave image and text tokens', 'text-only 1-shot exemplar with placeholder']",image tokens interleaved with text tokens,visual_raster_carrier,raw_slide_or_patch_input,multimodal context input,interleaving,instruction_or_query,actual_model_input,"VQA-RAD is a radiology visual question answering (VQA) dataset which consists of 315 radiology images and 3,515 question-answer pairs",A.1.2 Multimodal datasets,Table A.6,explicit_text,,['full_2026-07-06__rec_001352::route_005'],"['dense::full_2026-07-06__rec_001352::0061', 'dense::full_2026-07-06__rec_001352::0072', 'dense::full_2026-07-06__rec_001352::0086', 'dense::full_2026-07-06__rec_001352::0087', 'dense::full_2026-07-06__rec_001352::0100', 'dense::full_2026-07-06__rec_001352::0011']","[6, 23, 25, 29, 30, 34, 35]","['#/pictures/17', '#/pictures/18', '#/pictures/19', '#/pictures/20', '#/tables/11', '#/tables/14', '#/texts/470', '#/texts/471', '#/texts/472', '#/texts/473', '#/texts/474', '#/texts/475', '#/texts/476', '#/texts/477', '#/texts/531', '#/texts/532', '#/texts/533', '#/texts/534', '#/texts/535', '#/texts/536', '#/texts/537', '#/texts/538', '#/texts/597', '#/texts/599', '#/texts/601', '#/texts/622', '#/texts/623', '#/texts/94', '#/texts/95', '#/texts/96', '#/texts/97', '#/texts/98']",['verbatim'],False,True,True,False,True,True,
accepted_input_route,route_d7dcfe8ab908,config_85568fbdea80,model_23ffab302d6b,study_c985a0111a3c,full_2026-07-06__rec_001352,Towards Generalist Biomedical AI,VQA-RAD question text,Med-PaLM M,fine_tuning,Visual Question Answering | Radiology | VQA-RAD,VQA-RAD question text,question text,text,"['task-specific instruction', 'question prompt', 'text-only 1-shot exemplar']","['task-specific instruction', 'question prompt', 'text-only 1-shot exemplar']",tokenized text prompt,text_native_token_stream,structured_biological_prompt_or_task_scaffold,instruction tuning in a unified generative framework,tokenizer_sequence,instruction_or_query,actual_model_input,"VQA-RAD is a radiology visual question answering (VQA) dataset which consists of 315 radiology images and 3,515 question-answer pairs",A.1.2 Multimodal datasets,Table A.6,explicit_text,,['full_2026-07-06__rec_001352::route_006'],"['dense::full_2026-07-06__rec_001352::0061', 'dense::full_2026-07-06__rec_001352::0086', 'dense::full_2026-07-06__rec_001352::0087', 'dense::full_2026-07-06__rec_001352::0100', 'dense::full_2026-07-06__rec_001352::0011', 'dense::full_2026-07-06__rec_001352::0012']","[6, 23, 25, 29, 30, 34, 35]","['#/pictures/17', '#/pictures/18', '#/pictures/19', '#/pictures/20', '#/tables/11', '#/tables/14', '#/texts/470', '#/texts/471', '#/texts/472', '#/texts/473', '#/texts/474', '#/texts/475', '#/texts/476', '#/texts/477', '#/texts/531', '#/texts/532', '#/texts/533', '#/texts/534', '#/texts/535', '#/texts/536', '#/texts/537', '#/texts/538', '#/texts/597', '#/texts/599', '#/texts/601', '#/texts/622', '#/texts/623', '#/texts/94', '#/texts/95', '#/texts/96', '#/texts/97', '#/texts/98']",['verbatim'],False,True,True,False,True,True,
accepted_input_route,route_fce69a574de1,config_9af8e886f341,model_23ffab302d6b,study_c985a0111a3c,full_2026-07-06__rec_001352,Towards Generalist Biomedical AI,Slake-VQA radiology image,Med-PaLM M,fine_tuning,Visual Question Answering | Radiology | Slake-VQA,Slake-VQA radiology images,radiology image,radiology image,"['resize to 224 × 224 × 3', 'image tokens interleaved with text tokens', 'text-only 1-shot exemplar with <img> placeholder']","['resize to 224 x 224 x 3', 'interleave image and text tokens', 'text-only 1-shot exemplar with placeholder']",image tokens interleaved with text tokens,visual_raster_carrier,raw_slide_or_patch_input,multimodal context input,interleaving,instruction_or_query,actual_model_input,Slake-VQA is a semantically annotated and knowledge-enhanced bilingual (English and Chinese) VQA dataset on radiology images,A.1.2 Multimodal datasets,Table A.6,explicit_text,,['full_2026-07-06__rec_001352::route_007'],"['dense::full_2026-07-06__rec_001352::0061', 'dense::full_2026-07-06__rec_001352::0074', 'dense::full_2026-07-06__rec_001352::0086', 'dense::full_2026-07-06__rec_001352::0087', 'dense::full_2026-07-06__rec_001352::0100', 'dense::full_2026-07-06__rec_001352::0011']","[6, 23, 26, 29, 30, 34, 35]","['#/pictures/17', '#/pictures/18', '#/pictures/19', '#/pictures/20', '#/tables/11', '#/tables/14', '#/texts/470', '#/texts/471', '#/texts/472', '#/texts/473', '#/texts/474', '#/texts/475', '#/texts/476', '#/texts/477', '#/texts/542', '#/texts/543', '#/texts/544', '#/texts/597', '#/texts/599', '#/texts/601', '#/texts/622', '#/texts/623', '#/texts/625', '#/texts/626', '#/texts/627', '#/texts/628', '#/texts/630', '#/texts/631', '#/texts/632', '#/texts/633', '#/texts/94', '#/texts/95', '#/texts/96', '#/texts/97', '#/texts/98']",['verbatim'],False,True,True,False,True,True,
accepted_input_route,route_fbd79b00ab68,config_9af8e886f341,model_23ffab302d6b,study_c985a0111a3c,full_2026-07-06__rec_001352,Towards Generalist Biomedical AI,Slake-VQA question text,Med-PaLM M,fine_tuning,Visual Question Answering | Radiology | Slake-VQA,Slake-VQA question text,question text,text,"['task-specific instruction', 'question prompt', 'text-only 1-shot exemplar']","['task-specific instruction', 'question prompt', 'text-only 1-shot exemplar']",tokenized text prompt,text_native_token_stream,structured_biological_prompt_or_task_scaffold,instruction tuning in a unified generative framework,tokenizer_sequence,instruction_or_query,actual_model_input,Slake-VQA is a semantically annotated and knowledge-enhanced bilingual (English and Chinese) VQA dataset on radiology images,A.1.2 Multimodal datasets,Table A.6,explicit_text,,['full_2026-07-06__rec_001352::route_008'],"['dense::full_2026-07-06__rec_001352::0061', 'dense::full_2026-07-06__rec_001352::0074', 'dense::full_2026-07-06__rec_001352::0086', 'dense::full_2026-07-06__rec_001352::0087', 'dense::full_2026-07-06__rec_001352::0100', 'dense::full_2026-07-06__rec_001352::0011', 'dense::full_2026-07-06__rec_001352::0012']","[6, 23, 26, 29, 30, 34, 35]","['#/pictures/17', '#/pictures/18', '#/pictures/19', '#/pictures/20', '#/tables/11', '#/tables/14', '#/texts/470', '#/texts/471', '#/texts/472', '#/texts/473', '#/texts/474', '#/texts/475', '#/texts/476', '#/texts/477', '#/texts/542', '#/texts/543', '#/texts/544', '#/texts/597', '#/texts/599', '#/texts/601', '#/texts/622', '#/texts/623', '#/texts/625', '#/texts/626', '#/texts/627', '#/texts/628', '#/texts/630', '#/texts/631', '#/texts/632', '#/texts/633', '#/texts/94', '#/texts/95', '#/texts/96', '#/texts/97', '#/texts/98']",['verbatim'],False,True,True,False,True,True,
accepted_input_route,route_bca4ff4bec3d,config_11313b3b47cd,model_23ffab302d6b,study_c985a0111a3c,full_2026-07-06__rec_001352,Towards Generalist Biomedical AI,Path-VQA pathology image,Med-PaLM M,fine_tuning,Visual Question Answering | Pathology | Path-VQA,Path-VQA pathology images,pathology image,pathology image,"['resize to 224 × 224 × 3', 'image tokens interleaved with text tokens', 'text-only 1-shot exemplar with <img> placeholder']","['resize to 224 x 224 x 3', 'interleave image and text tokens', 'text-only 1-shot exemplar with placeholder']",image tokens interleaved with text tokens,visual_raster_carrier,raw_slide_or_patch_input,multimodal context input,interleaving,instruction_or_query,actual_model_input,"Path-VQA is a pathology VQA dataset, containing a total of 4,998 pathology images with 32,799 questionanswer pairs",A.1.2 Multimodal datasets,Table A.6,explicit_text,,['full_2026-07-06__rec_001352::route_009'],"['dense::full_2026-07-06__rec_001352::0061', 'dense::full_2026-07-06__rec_001352::0073', 'dense::full_2026-07-06__rec_001352::0086', 'dense::full_2026-07-06__rec_001352::0087', 'dense::full_2026-07-06__rec_001352::0100', 'dense::full_2026-07-06__rec_001352::0011']","[6, 23, 26, 29, 30, 34, 35]","['#/pictures/17', '#/pictures/18', '#/pictures/19', '#/pictures/20', '#/tables/11', '#/tables/14', '#/texts/470', '#/texts/471', '#/texts/472', '#/texts/473', '#/texts/474', '#/texts/475', '#/texts/476', '#/texts/477', '#/texts/542', '#/texts/543', '#/texts/544', '#/texts/597', '#/texts/599', '#/texts/601', '#/texts/622', '#/texts/623', '#/texts/625', '#/texts/626', '#/texts/627', '#/texts/628', '#/texts/630', '#/texts/631', '#/texts/632', '#/texts/633', '#/texts/94', '#/texts/95', '#/texts/96', '#/texts/97', '#/texts/98']",['verbatim'],False,True,True,False,True,True,
accepted_input_route,route_a296352c6985,config_11313b3b47cd,model_23ffab302d6b,study_c985a0111a3c,full_2026-07-06__rec_001352,Towards Generalist Biomedical AI,Path-VQA question text,Med-PaLM M,fine_tuning,Visual Question Answering | Pathology | Path-VQA,Path-VQA question text,question text,text,"['task-specific instruction', 'question prompt', 'text-only 1-shot exemplar']","['task-specific instruction', 'question prompt', 'text-only 1-shot exemplar']",tokenized text prompt,text_native_token_stream,structured_biological_prompt_or_task_scaffold,instruction tuning in a unified generative framework,tokenizer_sequence,instruction_or_query,actual_model_input,"Path-VQA is a pathology VQA dataset, containing a total of 4,998 pathology images with 32,799 questionanswer pairs",A.1.2 Multimodal datasets,Table A.6,explicit_text,,['full_2026-07-06__rec_001352::route_010'],"['dense::full_2026-07-06__rec_001352::0061', 'dense::full_2026-07-06__rec_001352::0073', 'dense::full_2026-07-06__rec_001352::0086', 'dense::full_2026-07-06__rec_001352::0087', 'dense::full_2026-07-06__rec_001352::0100', 'dense::full_2026-07-06__rec_001352::0011', 'dense::full_2026-07-06__rec_001352::0012']","[6, 23, 26, 29, 30, 34, 35]","['#/pictures/17', '#/pictures/18', '#/pictures/19', '#/pictures/20', '#/tables/11', '#/tables/14', '#/texts/470', '#/texts/471', '#/texts/472', '#/texts/473', '#/texts/474', '#/texts/475', '#/texts/476', '#/texts/477', '#/texts/542', '#/texts/543', '#/texts/544', '#/texts/597', '#/texts/599', '#/texts/601', '#/texts/622', '#/texts/623', '#/texts/625', '#/texts/626', '#/texts/627', '#/texts/628', '#/texts/630', '#/texts/631', '#/texts/632', '#/texts/633', '#/texts/94', '#/texts/95', '#/texts/96', '#/texts/97', '#/texts/98']",['verbatim'],False,True,True,False,True,True,
accepted_input_route,route_316a17c531e7,config_b680eac8f201,model_23ffab302d6b,study_c985a0111a3c,full_2026-07-06__rec_001352,Towards Generalist Biomedical AI,MIMIC-CXR chest X-ray image,Med-PaLM M,fine_tuning,Report Generation | Chest X-ray | MIMIC-CXR,MIMIC-CXR chest X-ray image,chest X-ray image,chest X-ray image,"['resize images to 224 × 224 × 3', 'image tokens interleaved with text tokens', 'text-only 1-shot exemplar with <img> placeholder']","['resize images to 224 x 224 x 3', 'interleave image and text tokens', 'text-only 1-shot exemplar with placeholder']",image tokens interleaved with text tokens,visual_raster_carrier,raw_slide_or_patch_input,multimodal context input,interleaving,metadata_or_context,actual_model_input,we combined the chest X-ray image with the contextual information from the indication section (reason for the study) to predict the findings section of the target report,A.1.2 Multimodal datasets,Table A.7,explicit_text,,['full_2026-07-06__rec_001352::route_011'],"['dense::full_2026-07-06__rec_001352::0062', 'dense::full_2026-07-06__rec_001352::0075', 'dense::full_2026-07-06__rec_001352::0092', 'dense::full_2026-07-06__rec_001352::0011', 'dense::full_2026-07-06__rec_001352::0100', 'dense::full_2026-07-06__rec_001352::0017']","[6, 8, 9, 23, 26, 30, 31, 34, 35]","['#/pictures/17', '#/pictures/18', '#/pictures/19', '#/pictures/20', '#/tables/12', '#/tables/14', '#/texts/131', '#/texts/132', '#/texts/133', '#/texts/135', '#/texts/136', '#/texts/137', '#/texts/138', '#/texts/470', '#/texts/471', '#/texts/472', '#/texts/473', '#/texts/474', '#/texts/475', '#/texts/476', '#/texts/477', '#/texts/545', '#/texts/546', '#/texts/547', '#/texts/602', '#/texts/604', '#/texts/605', '#/texts/622', '#/texts/623', '#/texts/94', '#/texts/95', '#/texts/96', '#/texts/97', '#/texts/98']",['verbatim'],False,True,True,False,True,True,
accepted_input_route,route_66ceed3a7c7c,config_b680eac8f201,model_23ffab302d6b,study_c985a0111a3c,full_2026-07-06__rec_001352,Towards Generalist Biomedical AI,MIMIC-CXR indication text,Med-PaLM M,fine_tuning,Report Generation | Chest X-ray | MIMIC-CXR,indication section,indication section,text,"['reason for the study context', 'predict findings section']","['reason for the study context', 'predict findings section']",tokenized text prompt,text_native_token_stream,plain_language_prompt_or_question,instruction tuning in a unified generative framework,tokenizer_sequence,metadata_or_context,actual_model_input,"MIMIC-CXR is a large dataset of chest radiographs with free-text radiology reports [97]. A total of 377,110 images are available in the dataset from 227,835 image studies collected for 65,379 patients. Each patient may have multiple studies and each study may contain one or more images associated with the same free-text report. Images in MIMIC-CXR are collected from multiple view positions: e.g., anterior-posterior (AP), posterioranterior, and lateral (LA). Protected health information (PHI) in radiology reports and images is removed, which results in missing information in some sentences of the reports. Since this dataset contains sequential imaging studies of an individual patient, a large number of reports refer to information in prior studies of the same patient. Each report is annotated with structured labels of 14 common radiological observations using CheXpert labeler [98]. We performed two tasks using this dataset: chest X-ray report generation and binary classification of clinically-relevant pathology observations. We preprocessed the radiology reports by extracting the indication, findings, and impression sections, removing redundant white-spaces in the reports, following previous work [99]. We used the official train/validation/test splits. We discarded images without reports and reports where the findings section can not be extracted across train and test. We also filtered out the reports where the length of findings section exceeds 800 characters. However, unlike most previous work using focusing only on the frontal view, we treated images of different orientation that are associated with the same report as independent samples (retaining the patient-level train/test splits to avoid contamination of the test data). The goal is to improve the image understanding capability of the model to process images of different view positions. In a separate evaluation, we also studied a subset of samples where reports are accompanied by both a front and lateral view (two-view report generation).",A.1.2 Multimodal datasets,Table A.7,explicit_text,,['full_2026-07-06__rec_001352::route_012'],"['dense::full_2026-07-06__rec_001352::0062', 'dense::full_2026-07-06__rec_001352::0075', 'dense::full_2026-07-06__rec_001352::0092', 'dense::full_2026-07-06__rec_001352::0011', 'dense::full_2026-07-06__rec_001352::0100', 'dense::full_2026-07-06__rec_001352::0017']","[6, 8, 9, 23, 26, 30, 31, 34, 35]","['#/pictures/17', '#/pictures/18', '#/pictures/19', '#/pictures/20', '#/tables/12', '#/tables/14', '#/texts/131', '#/texts/132', '#/texts/133', '#/texts/135', '#/texts/136', '#/texts/137', '#/texts/138', '#/texts/470', '#/texts/471', '#/texts/472', '#/texts/473', '#/texts/474', '#/texts/475', '#/texts/476', '#/texts/477', '#/texts/545', '#/texts/546', '#/texts/547', '#/texts/602', '#/texts/604', '#/texts/605', '#/texts/622', '#/texts/623', '#/texts/94', '#/texts/95', '#/texts/96', '#/texts/97', '#/texts/98']",['verbatim'],False,True,True,True,True,True,
accepted_input_route,route_ab73c9e4c443,config_8a01c4273ca1,model_23ffab302d6b,study_c985a0111a3c,full_2026-07-06__rec_001352,Towards Generalist Biomedical AI,PAD-UFES-20 skin lesion image,Med-PaLM M,fine_tuning,Medical Image Classification | Dermatology | PAD-UFES-20,PAD-UFES-20 clinical skin lesion images,skin lesion images,skin lesion image,"['resize to 224 × 224 × 3', 'class-balanced augmentation', 'text-only 1-shot exemplar']","['resize to 224 x 224 x 3', 'class-balanced augmentation', 'text-only 1-shot exemplar']",image tokens interleaved with text tokens,visual_raster_carrier,raw_slide_or_patch_input,multimodal context input,interleaving,instruction_or_query,actual_model_input,"PAD-UFES-20 consists of 2,298 clinical images of skin lesions",A.1.2 Multimodal datasets,Table A.9,explicit_text,,['full_2026-07-06__rec_001352::route_013'],"['dense::full_2026-07-06__rec_001352::0067', 'dense::full_2026-07-06__rec_001352::0085', 'dense::full_2026-07-06__rec_001352::0099', 'dense::full_2026-07-06__rec_001352::0011', 'dense::full_2026-07-06__rec_001352::0059', 'dense::full_2026-07-06__rec_001352::0088']","[6, 23, 28, 29, 30, 34]","['#/tables/10', '#/tables/14', '#/tables/9', '#/texts/470', '#/texts/471', '#/texts/472', '#/texts/473', '#/texts/474', '#/texts/475', '#/texts/476', '#/texts/477', '#/texts/488', '#/texts/591', '#/texts/593', '#/texts/594', '#/texts/595', '#/texts/596', '#/texts/94', '#/texts/95', '#/texts/96', '#/texts/97', '#/texts/98']",['verbatim'],False,True,True,False,True,True,
