record_id,source_record_id,source_corpus,title,doi,docling_status,context_status,markdown,selected_section_count,selected_sections_json
full_2026-07-06__rec_001623,rec_001623,include,A Genomic Language Model for Zero-Shot Prediction of Promoter Variant Effects,10.1101/2024.11.11.623015,docling_ok,ok,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001623.md,6,"[{""section_type"": ""abstract"", ""heading"": ""Abstract"", ""heading_level"": 5, ""line_start"": 25, ""line_end"": 28, ""original_chars"": 1341}, {""section_type"": ""introduction"", ""heading"": ""Introduction"", ""heading_level"": 2, ""line_start"": 29, ""line_end"": 48, ""original_chars"": 5173}, {""section_type"": ""data_representation"", ""heading"": ""Training data"", ""heading_level"": 3, ""line_start"": 85, ""line_end"": 98, ""original_chars"": 4267}, {""section_type"": ""data_representation"", ""heading"": ""Training Data"", ""heading_level"": 3, ""line_start"": 250, ""line_end"": 273, ""original_chars"": 1160}, {""section_type"": ""data_representation"", ""heading"": ""Extended Results on Benchmark datasets"", ""heading_level"": 3, ""line_start"": 300, ""line_end"": 361, ""original_chars"": 2017}, {""section_type"": ""data_representation"", ""heading"": ""Model Architecture"", ""heading_level"": 3, ""line_start"": 65, ""line_end"": 84, ""original_chars"": 3261}]"
full_2026-07-06__rec_001625,rec_001625,include,Celler:A Genomic Language Model for Long-Tailed Single-Cell Annotation,10.48550/arXiv.2504.00020,docling_ok,ok,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001625.md,7,"[{""section_type"": ""abstract"", ""heading"": ""Abstract"", ""heading_level"": 3, ""line_start"": 9, ""line_end"": 12, ""original_chars"": 1510}, {""section_type"": ""introduction"", ""heading"": ""Introduction"", ""heading_level"": 2, ""line_start"": 13, ""line_end"": 40, ""original_chars"": 6046}, {""section_type"": ""discussion_conclusion"", ""heading"": ""Conclusion"", ""heading_level"": 2, ""line_start"": 222, ""line_end"": 277, ""original_chars"": 12052}, {""section_type"": ""data_representation"", ""heading"": ""Dataset"", ""heading_level"": 3, ""line_start"": 145, ""line_end"": 179, ""original_chars"": 5647}, {""section_type"": ""data_representation"", ""heading"": ""Multiple Sclerosis (MS) and hPancreas dataset"", ""heading_level"": 4, ""line_start"": 157, ""line_end"": 162, ""original_chars"": 1107}, {""section_type"": ""data_representation"", ""heading"": ""Celler-75 dataset"", ""heading_level"": 4, ""line_start"": 163, ""line_end"": 179, ""original_chars"": 4071}, {""section_type"": ""data_representation"", ""heading"": ""Methods"", ""heading_level"": 2, ""line_start"": 55, ""line_end"": 142, ""original_chars"": 12250}]"
full_2026-07-06__rec_001633,rec_001633,include,GenSLMs: Genome-scale language models reveal SARS-CoV-2 evolutionary dynamics,10.1101/2022.10.10.511571,docling_ok,ok,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001633.md,2,"[{""section_type"": ""abstract"", ""heading"": ""ABSTRACT"", ""heading_level"": 2, ""line_start"": 5, ""line_end"": 26, ""original_chars"": 2763}, {""section_type"": ""data_representation"", ""heading"": ""Data collection and description"", ""heading_level"": 3, ""line_start"": 91, ""line_end"": 104, ""original_chars"": 3293}]"
full_2026-07-06__rec_001641,rec_001641,include,CanBART: A generative foundation model of cancer molecular alterations for synthetic patient generation and genomic profile completion,10.1101/2025.11.04.25339512,docling_ok,ok,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001641.md,8,"[{""section_type"": ""abstract"", ""heading"": ""Abstract"", ""heading_level"": 3, ""line_start"": 9, ""line_end"": 18, ""original_chars"": 1296}, {""section_type"": ""introduction"", ""heading"": ""Introduction"", ""heading_level"": 3, ""line_start"": 19, ""line_end"": 40, ""original_chars"": 5499}, {""section_type"": ""discussion_conclusion"", ""heading"": ""Discussion"", ""heading_level"": 3, ""line_start"": 208, ""line_end"": 223, ""original_chars"": 5993}, {""section_type"": ""discussion_conclusion"", ""heading"": ""Conclusion"", ""heading_level"": 3, ""line_start"": 224, ""line_end"": 227, ""original_chars"": 680}, {""section_type"": ""data_representation"", ""heading"": ""Data Representation"", ""heading_level"": 4, ""line_start"": 43, ""line_end"": 48, ""original_chars"": 2048}, {""section_type"": ""data_representation"", ""heading"": ""Model Architecture"", ""heading_level"": 4, ""line_start"": 49, ""line_end"": 54, ""original_chars"": 404}, {""section_type"": ""data_representation"", ""heading"": ""Fig. 1. CanBART model overview, token construction, training architecture, and downstream use cases."", ""heading_level"": 2, ""line_start"": 55, ""line_end"": 126, ""original_chars"": 9950}, {""section_type"": ""data_representation"", ""heading"": ""Methods"", ""heading_level"": 3, ""line_start"": 41, ""line_end"": 54, ""original_chars"": 2505}]"
full_2026-07-06__rec_001655,rec_001655,include,Exploring the Potentials and Challenges of Using Large Language Models for the Analysis of Transcriptional Regulation of Long Non-coding RNAs,10.48550/arXiv.2411.03522,docling_ok,ok,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001655.md,5,"[{""section_type"": ""introduction"", ""heading"": ""Introduction"", ""heading_level"": 3, ""line_start"": 15, ""line_end"": 31, ""original_chars"": 3745}, {""section_type"": ""discussion_conclusion"", ""heading"": ""Discussion"", ""heading_level"": 3, ""line_start"": 164, ""line_end"": 167, ""original_chars"": 1891}, {""section_type"": ""discussion_conclusion"", ""heading"": ""Conclusion"", ""heading_level"": 3, ""line_start"": 168, ""line_end"": 171, ""original_chars"": 844}, {""section_type"": ""data_representation"", ""heading"": ""Datasets"", ""heading_level"": 2, ""line_start"": 88, ""line_end"": 99, ""original_chars"": 2943}, {""section_type"": ""data_representation"", ""heading"": ""Method"", ""heading_level"": 3, ""line_start"": 42, ""line_end"": 45, ""original_chars"": 383}]"
full_2026-07-06__rec_001676,rec_001676,include,Caduceus: Bi-Directional Equivariant Long-Range DNA Sequence Modeling,,docling_ok,ok,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001676.md,4,"[{""section_type"": ""abstract"", ""heading"": ""Abstract"", ""heading_level"": 2, ""line_start"": 23, ""line_end"": 26, ""original_chars"": 1093}, {""section_type"": ""introduction"", ""heading"": ""Introduction"", ""heading_level"": 2, ""line_start"": 27, ""line_end"": 55, ""original_chars"": 4829}, {""section_type"": ""discussion_conclusion"", ""heading"": ""Conclusion"", ""heading_level"": 2, ""line_start"": 212, ""line_end"": 219, ""original_chars"": 844}, {""section_type"": ""data_representation"", ""heading"": ""Datasets"", ""heading_level"": 4, ""line_start"": 411, ""line_end"": 414, ""original_chars"": 365}]"
full_2026-07-06__rec_001683,rec_001683,include,AntigenLM: Structure-Aware DNA Language Modeling for Influenza,,docling_ok,ok,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001683.md,7,"[{""section_type"": ""abstract"", ""heading"": ""ABSTRACT"", ""heading_level"": 3, ""line_start"": 15, ""line_end"": 18, ""original_chars"": 1066}, {""section_type"": ""introduction"", ""heading"": ""INTRODUCTION"", ""heading_level"": 2, ""line_start"": 19, ""line_end"": 36, ""original_chars"": 5063}, {""section_type"": ""discussion_conclusion"", ""heading"": ""DISCUSSION AND CONCLUSION"", ""heading_level"": 2, ""line_start"": 208, ""line_end"": 283, ""original_chars"": 17740}, {""section_type"": ""data_representation"", ""heading"": ""DATASETS"", ""heading_level"": 3, ""line_start"": 98, ""line_end"": 109, ""original_chars"": 2420}, {""section_type"": ""data_representation"", ""heading"": ""DATASET"", ""heading_level"": 3, ""line_start"": 286, ""line_end"": 357, ""original_chars"": 4822}, {""section_type"": ""data_representation"", ""heading"": ""PRETRAINING DATA CURATION AND QC"", ""heading_level"": 3, ""line_start"": 358, ""line_end"": 373, ""original_chars"": 603}, {""section_type"": ""data_representation"", ""heading"": ""FINETUNING DATA CURATION (HA/NA-ONLY)"", ""heading_level"": 3, ""line_start"": 374, ""line_end"": 379, ""original_chars"": 554}]"
full_2026-07-06__rec_001687,rec_001687,include,CaLMFlow: Volterra Flow Matching using Causal Language Models,10.48550/arXiv.2410.05292,docling_ok,ok,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001687.md,3,"[{""section_type"": ""abstract"", ""heading"": ""ABSTRACT"", ""heading_level"": 3, ""line_start"": 25, ""line_end"": 28, ""original_chars"": 1065}, {""section_type"": ""introduction"", ""heading"": ""INTRODUCTION"", ""heading_level"": 2, ""line_start"": 29, ""line_end"": 49, ""original_chars"": 3861}, {""section_type"": ""data_representation"", ""heading"": ""SYNTHETIC DATASETS"", ""heading_level"": 3, ""line_start"": 148, ""line_end"": 179, ""original_chars"": 4208}]"
full_2026-07-06__rec_001700,rec_001700,include,Semantic mining of functional de novo genes from a genomic language model,10.1101/2024.12.17.628962,docling_ok,ok,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001700.md,3,"[{""section_type"": ""discussion_conclusion"", ""heading"": ""Discussion"", ""heading_level"": 3, ""line_start"": 151, ""line_end"": 158, ""original_chars"": 2724}, {""section_type"": ""data_representation"", ""heading"": ""Methods"", ""heading_level"": 5, ""line_start"": 253, ""line_end"": 280, ""original_chars"": 8114}, {""section_type"": ""data_representation"", ""heading"": ""Analysis of species tag-prompting methods"", ""heading_level"": 7, ""line_start"": 285, ""line_end"": 295, ""original_chars"": 1942}]"
full_2026-07-06__rec_001714,rec_001714,include,Open-weight genome language model safeguards: Assessing robustness via adversarial fine-tuning,10.48550/arXiv.2511.19299,docling_ok,ok,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001714.md,5,"[{""section_type"": ""abstract"", ""heading"": ""Abstract"", ""heading_level"": 3, ""line_start"": 23, ""line_end"": 30, ""original_chars"": 1557}, {""section_type"": ""introduction"", ""heading"": ""Introduction"", ""heading_level"": 2, ""line_start"": 31, ""line_end"": 42, ""original_chars"": 4672}, {""section_type"": ""discussion_conclusion"", ""heading"": ""Discussion"", ""heading_level"": 2, ""line_start"": 99, ""line_end"": 150, ""original_chars"": 8368}, {""section_type"": ""discussion_conclusion"", ""heading"": ""Conclusion"", ""heading_level"": 2, ""line_start"": 151, ""line_end"": 191, ""original_chars"": 12835}, {""section_type"": ""data_representation"", ""heading"": ""Methods"", ""heading_level"": 2, ""line_start"": 43, ""line_end"": 70, ""original_chars"": 4905}]"
full_2026-07-06__rec_001725,rec_001725,include,Gene-Family Encoding Boosts Domain-Adapted Single-Cell Language Models,10.1101/2025.09.16.676672,docling_ok,ok,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001725.md,5,"[{""section_type"": ""abstract"", ""heading"": ""Abstract"", ""heading_level"": 2, ""line_start"": 37, ""line_end"": 40, ""original_chars"": 1213}, {""section_type"": ""introduction"", ""heading"": ""Introduction"", ""heading_level"": 2, ""line_start"": 41, ""line_end"": 50, ""original_chars"": 5644}, {""section_type"": ""discussion_conclusion"", ""heading"": ""Discussion"", ""heading_level"": 2, ""line_start"": 105, ""line_end"": 118, ""original_chars"": 7247}, {""section_type"": ""data_representation"", ""heading"": ""Methods Development of the GC-atlas scRNA-seq corpus"", ""heading_level"": 2, ""line_start"": 119, ""line_end"": 122, ""original_chars"": 1896}, {""section_type"": ""data_representation"", ""heading"": ""Processing of validation scRNA-seq dataset"", ""heading_level"": 2, ""line_start"": 161, ""line_end"": 176, ""original_chars"": 1651}]"
full_2026-07-06__rec_001730,rec_001730,include,Enhanced Viral Genome Classification Using Large Language Models,10.3390/a18060302,docling_ok,ok,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001730.md,4,"[{""section_type"": ""introduction"", ""heading"": ""Introduction"", ""heading_level"": 2, ""line_start"": 21, ""line_end"": 56, ""original_chars"": 5412}, {""section_type"": ""discussion_conclusion"", ""heading"": ""Conclusions"", ""heading_level"": 2, ""line_start"": 246, ""line_end"": 249, ""original_chars"": 440}, {""section_type"": ""data_representation"", ""heading"": ""Dataset"", ""heading_level"": 3, ""line_start"": 83, ""line_end"": 96, ""original_chars"": 1673}, {""section_type"": ""data_representation"", ""heading"": ""Materials and Methods"", ""heading_level"": 2, ""line_start"": 124, ""line_end"": 148, ""original_chars"": 2767}]"
full_2026-07-06__rec_001735,rec_001735,include,"Learning from Gene Names, Expression Values and Images: Contrastive Masked Text-Image Pretraining for Spatial Transcriptomics Representation Learning",10.48550/arXiv.2509.16892,docling_ok,ok,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001735.md,7,"[{""section_type"": ""abstract"", ""heading"": ""Abstract"", ""heading_level"": 5, ""line_start"": 15, ""line_end"": 18, ""original_chars"": 1775}, {""section_type"": ""introduction"", ""heading"": ""Introduction"", ""heading_level"": 3, ""line_start"": 19, ""line_end"": 36, ""original_chars"": 4849}, {""section_type"": ""discussion_conclusion"", ""heading"": ""Discussion"", ""heading_level"": 3, ""line_start"": 222, ""line_end"": 227, ""original_chars"": 1415}, {""section_type"": ""discussion_conclusion"", ""heading"": ""Conclusion"", ""heading_level"": 3, ""line_start"": 228, ""line_end"": 231, ""original_chars"": 995}, {""section_type"": ""data_representation"", ""heading"": ""Datasets and Implementation Details"", ""heading_level"": 4, ""line_start"": 139, ""line_end"": 144, ""original_chars"": 1032}, {""section_type"": ""data_representation"", ""heading"": ""Method"", ""heading_level"": 3, ""line_start"": 37, ""line_end"": 136, ""original_chars"": 7849}, {""section_type"": ""data_representation"", ""heading"": ""FROM GENE NAMES, EXPRESSION VALUES AND IMAGES: Contrastive Masked Text-Image Pretraining for Spatial Transcriptomics Representation Learning"", ""heading_level"": 2, ""line_start"": 1, ""line_end"": 314, ""original_chars"": 40513}]"
full_2026-07-06__rec_001761,rec_001761,include,Generative design and construction of functional plasmids with a DNA language model,10.64898/2025.12.06.692736,docling_ok,ok,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001761.md,7,"[{""section_type"": ""abstract"", ""heading"": ""Abstract"", ""heading_level"": 6, ""line_start"": 7, ""line_end"": 10, ""original_chars"": 1581}, {""section_type"": ""introduction"", ""heading"": ""Introduction"", ""heading_level"": 3, ""line_start"": 11, ""line_end"": 26, ""original_chars"": 8712}, {""section_type"": ""discussion_conclusion"", ""heading"": ""Discussion"", ""heading_level"": 3, ""line_start"": 108, ""line_end"": 119, ""original_chars"": 6913}, {""section_type"": ""data_representation"", ""heading"": ""Dataset and Training"", ""heading_level"": 4, ""line_start"": 29, ""line_end"": 38, ""original_chars"": 3070}, {""section_type"": ""data_representation"", ""heading"": ""Dataset Curation"", ""heading_level"": 4, ""line_start"": 122, ""line_end"": 142, ""original_chars"": 2415}, {""section_type"": ""data_representation"", ""heading"": ""Preprocessing and Filtering Strategy"", ""heading_level"": 5, ""line_start"": 135, ""line_end"": 142, ""original_chars"": 955}, {""section_type"": ""data_representation"", ""heading"": ""Methods"", ""heading_level"": 3, ""line_start"": 120, ""line_end"": 256, ""original_chars"": 23571}]"
full_2026-07-06__rec_001773,rec_001773,include,Omni-DNA: A Unified Genomic Foundation Model for Cross-Modal and Multi-Task Learning,10.48550/arXiv.2502.03499,docling_ok,ok,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001773.md,5,"[{""section_type"": ""abstract"", ""heading"": ""Abstract"", ""heading_level"": 3, ""line_start"": 5, ""line_end"": 8, ""original_chars"": 1398}, {""section_type"": ""introduction"", ""heading"": ""Introduction"", ""heading_level"": 2, ""line_start"": 9, ""line_end"": 46, ""original_chars"": 5823}, {""section_type"": ""discussion_conclusion"", ""heading"": ""Conclusion"", ""heading_level"": 2, ""line_start"": 266, ""line_end"": 653, ""original_chars"": 49200}, {""section_type"": ""data_representation"", ""heading"": ""Final Dataset Composition"", ""heading_level"": 4, ""line_start"": 621, ""line_end"": 653, ""original_chars"": 15055}, {""section_type"": ""data_representation"", ""heading"": ""Ablation on Positional Embedding Methods"", ""heading_level"": 3, ""line_start"": 242, ""line_end"": 245, ""original_chars"": 469}]"
full_2026-07-06__rec_001838,rec_001838,include,Cell2Text: Multimodal LLM for Generating Single-Cell Descriptions from RNA-Seq Data,10.48550/arXiv.2509.24840,docling_ok,ok,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001838.md,7,"[{""section_type"": ""abstract"", ""heading"": ""ABSTRACT"", ""heading_level"": 3, ""line_start"": 17, ""line_end"": 20, ""original_chars"": 1462}, {""section_type"": ""introduction"", ""heading"": ""INTRODUCTION"", ""heading_level"": 2, ""line_start"": 21, ""line_end"": 33, ""original_chars"": 2984}, {""section_type"": ""discussion_conclusion"", ""heading"": ""CONCLUSION"", ""heading_level"": 2, ""line_start"": 188, ""line_end"": 254, ""original_chars"": 16186}, {""section_type"": ""data_representation"", ""heading"": ""DATASET CONSTRUCTION"", ""heading_level"": 4, ""line_start"": 109, ""line_end"": 118, ""original_chars"": 1480}, {""section_type"": ""data_representation"", ""heading"": ""DATASET CONSTRUCTION DETAILS"", ""heading_level"": 2, ""line_start"": 255, ""line_end"": 292, ""original_chars"": 4713}, {""section_type"": ""data_representation"", ""heading"": ""DATASET STATISTICS AND DISTRIBUTIONS"", ""heading_level"": 2, ""line_start"": 293, ""line_end"": 336, ""original_chars"": 3557}, {""section_type"": ""data_representation"", ""heading"": ""MODEL ARCHITECTURE"", ""heading_level"": 3, ""line_start"": 56, ""line_end"": 76, ""original_chars"": 3374}]"
full_2026-07-06__rec_001889,rec_001889,include,scMOBA: A conversational single-cell Multi-Omics Brain Agent across species,10.64898/2025.12.01.691565,docling_ok,ok,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001889.md,7,"[{""section_type"": ""abstract"", ""heading"": ""Abstract"", ""heading_level"": 3, ""line_start"": 29, ""line_end"": 32, ""original_chars"": 1441}, {""section_type"": ""introduction"", ""heading"": ""Introduction"", ""heading_level"": 3, ""line_start"": 33, ""line_end"": 46, ""original_chars"": 6491}, {""section_type"": ""discussion_conclusion"", ""heading"": ""Discussion"", ""heading_level"": 3, ""line_start"": 97, ""line_end"": 112, ""original_chars"": 6528}, {""section_type"": ""data_representation"", ""heading"": ""Construction of question-answer pairs"", ""heading_level"": 5, ""line_start"": 199, ""line_end"": 208, ""original_chars"": 2154}, {""section_type"": ""data_representation"", ""heading"": ""Datasets and processing"", ""heading_level"": 4, ""line_start"": 127, ""line_end"": 180, ""original_chars"": 5632}, {""section_type"": ""data_representation"", ""heading"": ""Datasets"", ""heading_level"": 5, ""line_start"": 129, ""line_end"": 138, ""original_chars"": 990}, {""section_type"": ""data_representation"", ""heading"": ""snRNA-seq datasets and preprocessing"", ""heading_level"": 6, ""line_start"": 131, ""line_end"": 136, ""original_chars"": 899}]"
full_2026-07-06__rec_002049,rec_002049,include,BioVERSE: Representation Alignment of Biomedical Modalities to LLMs for Multi-Modal Reasoning,10.48550/arXiv.2510.01428,docling_ok,ok,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002049.md,6,"[{""section_type"": ""abstract"", ""heading"": ""ABSTRACT"", ""heading_level"": 3, ""line_start"": 9, ""line_end"": 12, ""original_chars"": 1269}, {""section_type"": ""introduction"", ""heading"": ""INTRODUCTION"", ""heading_level"": 2, ""line_start"": 13, ""line_end"": 26, ""original_chars"": 2612}, {""section_type"": ""data_representation"", ""heading"": ""DATASETS AND EVALUATION"", ""heading_level"": 3, ""line_start"": 113, ""line_end"": 122, ""original_chars"": 2408}, {""section_type"": ""data_representation"", ""heading"": ""MODULAR ARCHITECTURE"", ""heading_level"": 3, ""line_start"": 55, ""line_end"": 78, ""original_chars"": 2979}, {""section_type"": ""data_representation"", ""heading"": ""METHOD"", ""heading_level"": 2, ""line_start"": 41, ""line_end"": 98, ""original_chars"": 7872}, {""section_type"": ""data_representation"", ""heading"": ""BIOVERSE: REPRESENTATION ALIGNMENT OF BIOMEDICAL MODALITIES TO LLMS FOR MULTIMODAL REASONING"", ""heading_level"": 2, ""line_start"": 1, ""line_end"": 12, ""original_chars"": 1523}]"
full_2026-07-06__rec_002105,rec_002105,include,Multimodal learning of transcriptomes and text enables interactive single-cell RNA-seq data exploration with natural-language chats,10.1101/2024.10.15.618501,docling_ok,ok,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002105.md,7,"[{""section_type"": ""abstract"", ""heading"": ""Abstract"", ""heading_level"": 2, ""line_start"": 36, ""line_end"": 39, ""original_chars"": 1523}, {""section_type"": ""introduction"", ""heading"": ""Introduction"", ""heading_level"": 2, ""line_start"": 40, ""line_end"": 71, ""original_chars"": 4142}, {""section_type"": ""discussion_conclusion"", ""heading"": ""Discussion"", ""heading_level"": 2, ""line_start"": 176, ""line_end"": 356, ""original_chars"": 31093}, {""section_type"": ""data_representation"", ""heading"": ""Third, to enable natural-language chats with CellWhisperer, we customized and fine-tuned the Mistral 7B open-source LLM (Jiang et al. 2023) to incorporate transcriptome information in addition to textual input. Our approach is inspired by the ability of multimodal LLMs - such as GPT-4, Gemini, and the open-source LLaVA model (H. Liu et al. 2023) - to interpret and converse about images. We generated a training dataset of 106,610 question-answer-style conversations, including simple rule-based conversations (e.g., 'What does the sample represent?' , with the sample's textual annotation as the designated answer) as well as more complex LLMgenerated conversations that all take transcriptome profiles into account (see Methods section for technical details and Supplementary Note 1 for examples). Based on this training dataset, we used the CellWhispererderived transcriptome embeddings together with the prepared questions as input to the Mistral 7B LLM (with an adapter layer that converts the transcriptome embeddings into Mistral -compatible token-level embeddings), and we fine-tuned this LLM to produce the matched answers. The resulting fine-tuned LLM responds to freetext questions and engages in natural-language chats about cells and their biological functions, gene-regulatory mechanisms, and other biological processes that can be linked to transcriptional cell states."", ""heading_level"": 2, ""line_start"": 95, ""line_end"": 175, ""original_chars"": 14482}, {""section_type"": ""data_representation"", ""heading"": ""CellWhisperer enables interactive explorative analysis of user-provided transcriptome datasets"", ""heading_level"": 3, ""line_start"": 166, ""line_end"": 175, ""original_chars"": 3097}, {""section_type"": ""data_representation"", ""heading"": ""Creation of a multimodal training dataset with pairs of transcriptomes and text"", ""heading_level"": 3, ""line_start"": 213, ""line_end"": 236, ""original_chars"": 3157}, {""section_type"": ""data_representation"", ""heading"": ""Integration of CellWhisperer into CELLxGENE Explorer, web hosting, and user-provided dataset processing"", ""heading_level"": 3, ""line_start"": 345, ""line_end"": 356, ""original_chars"": 3010}]"
full_2026-07-06__rec_002151,rec_002151,include,scGenAI: A generative AI platform with biological context embedding of multimodal features enhances single cell state classification,10.1101/2025.05.07.652733,docling_ok,ok,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002151.md,5,"[{""section_type"": ""abstract"", ""heading"": ""Abstract"", ""heading_level"": 2, ""line_start"": 111, ""line_end"": 186, ""original_chars"": 1482}, {""section_type"": ""introduction"", ""heading"": ""Introduction"", ""heading_level"": 2, ""line_start"": 187, ""line_end"": 190, ""original_chars"": 1507}, {""section_type"": ""discussion_conclusion"", ""heading"": ""Conclusions"", ""heading_level"": 2, ""line_start"": 401, ""line_end"": 404, ""original_chars"": 571}, {""section_type"": ""data_representation"", ""heading"": ""Methods and Features"", ""heading_level"": 2, ""line_start"": 191, ""line_end"": 260, ""original_chars"": 2115}, {""section_type"": ""data_representation"", ""heading"": ""Table 1 Model performance (validation accuracy%) on scGenAI and other methods"", ""heading_level"": 3, ""line_start"": 505, ""line_end"": 514, ""original_chars"": 533}]"
full_2026-07-06__rec_002162,rec_002162,include,Enhancing DNA Foundation Models to Address Masking Inefficiencies,10.48550/arXiv.2502.18405,docling_ok,ok,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002162.md,5,"[{""section_type"": ""abstract"", ""heading"": ""Abstract"", ""heading_level"": 6, ""line_start"": 21, ""line_end"": 24, ""original_chars"": 1257}, {""section_type"": ""introduction"", ""heading"": ""Introduction"", ""heading_level"": 2, ""line_start"": 25, ""line_end"": 34, ""original_chars"": 3425}, {""section_type"": ""discussion_conclusion"", ""heading"": ""Conclusion"", ""heading_level"": 2, ""line_start"": 150, ""line_end"": 180, ""original_chars"": 6705}, {""section_type"": ""data_representation"", ""heading"": ""Encoder-decoder architecture with modified masking"", ""heading_level"": 4, ""line_start"": 47, ""line_end"": 64, ""original_chars"": 2127}, {""section_type"": ""data_representation"", ""heading"": ""Method"", ""heading_level"": 2, ""line_start"": 35, ""line_end"": 78, ""original_chars"": 6456}]"
full_2026-07-06__rec_002304,rec_002304,include,"Genolator: A Multimodal Large Language Model Fusing Natural Language, Genomic, and Structural Tokens for Protein Function Interpretation",10.1101/2025.11.14.688396,docling_ok,ok,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002304.md,5,"[{""section_type"": ""abstract"", ""heading"": ""Abstract"", ""heading_level"": 2, ""line_start"": 11, ""line_end"": 20, ""original_chars"": 2245}, {""section_type"": ""data_representation"", ""heading"": ""Construction of Custom QA Datasets:"", ""heading_level"": 3, ""line_start"": 225, ""line_end"": 250, ""original_chars"": 4027}, {""section_type"": ""data_representation"", ""heading"": ""Similarity-Aware Dataset Splitting:"", ""heading_level"": 3, ""line_start"": 281, ""line_end"": 290, ""original_chars"": 1664}, {""section_type"": ""data_representation"", ""heading"": ""Methods:"", ""heading_level"": 2, ""line_start"": 223, ""line_end"": 346, ""original_chars"": 15734}, {""section_type"": ""data_representation"", ""heading"": ""Model Interpretability and Representation Analysis:"", ""heading_level"": 3, ""line_start"": 335, ""line_end"": 338, ""original_chars"": 313}]"
full_2026-07-06__rec_002327,rec_002327,include,OmniNA: A foundation model for nucleotide sequences,10.1101/2024.01.14.575543,docling_ok,ok,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002327.md,7,"[{""section_type"": ""abstract"", ""heading"": ""Abstract"", ""heading_level"": 2, ""line_start"": 9, ""line_end"": 12, ""original_chars"": 1514}, {""section_type"": ""introduction"", ""heading"": ""Introduction"", ""heading_level"": 2, ""line_start"": 13, ""line_end"": 20, ""original_chars"": 3274}, {""section_type"": ""discussion_conclusion"", ""heading"": ""Discussion"", ""heading_level"": 2, ""line_start"": 133, ""line_end"": 146, ""original_chars"": 6720}, {""section_type"": ""data_representation"", ""heading"": ""Model architecture and pre-training"", ""heading_level"": 2, ""line_start"": 25, ""line_end"": 44, ""original_chars"": 3297}, {""section_type"": ""data_representation"", ""heading"": ""Methods Data processing for OmniNA pre-training"", ""heading_level"": 2, ""line_start"": 21, ""line_end"": 24, ""original_chars"": 926}, {""section_type"": ""data_representation"", ""heading"": ""Benchmark OmniNA with task-specific deep learning methods"", ""heading_level"": 2, ""line_start"": 67, ""line_end"": 74, ""original_chars"": 1564}, {""section_type"": ""data_representation"", ""heading"": ""Feature representation extraction from the pre-trained model"", ""heading_level"": 2, ""line_start"": 53, ""line_end"": 58, ""original_chars"": 2819}]"
full_2026-07-06__rec_002339,rec_002339,include,A Phylogenetic Approach to Genomic Language Modeling,10.48550/arXiv.2503.03773,docling_ok,ok,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002339.md,4,"[{""section_type"": ""introduction"", ""heading"": ""Introduction"", ""heading_level"": 3, ""line_start"": 12, ""line_end"": 23, ""original_chars"": 3824}, {""section_type"": ""discussion_conclusion"", ""heading"": ""Discussion and Conclusion"", ""heading_level"": 3, ""line_start"": 192, ""line_end"": 205, ""original_chars"": 2581}, {""section_type"": ""data_representation"", ""heading"": ""Training Data"", ""heading_level"": 2, ""line_start"": 50, ""line_end"": 61, ""original_chars"": 1582}, {""section_type"": ""data_representation"", ""heading"": ""Architecture and Training"", ""heading_level"": 2, ""line_start"": 86, ""line_end"": 93, ""original_chars"": 1593}]"
