action,reason,cluster_id,source_db,title,doi,matched_with_db,matched_with_title
MERGE,DOI match: 10.1093/jncics/pkag039,59,semantic_scholar,Contrastive multimodal deep learning for survival prediction in grade 2/3 gliomas,10.1093/jncics/pkag039,pubmed,Contrastive multimodal deep learning for survival prediction in grade 2/3 gliomas.
NEW,No match found,157,semantic_scholar,scConcept enables concept-level exploration of single-cell transcriptomic data,10.64898/2026.04.21.719959,,
MERGE,DOI match: 10.1016/j.vas.2026.100702,13,semantic_scholar,"Generative artificial intelligence in animal genomics for smart agriculture: Applications, challenge",10.1016/j.vas.2026.100702,pubmed,"Generative artificial intelligence in animal genomics for smart agriculture: Applications, challenge"
NEW,No match found,158,semantic_scholar,Fragmentia AI–Lymphoma: A cfDNA language model for lymphoma detection using ultra-low-pass WGS.,10.1200/jco.2026.44.16_suppl.7019,,
NEW,No match found,159,semantic_scholar,Aiki-XP: leakage-controlled multimodal prediction of within-species relative protein expression at p,10.64898/2026.04.21.719525,,
NEW,No match found,160,semantic_scholar,HESTIA: Scalable Multimodal Integration of Histology and High-Resolution Spatial Transcriptomics for,10.64898/2026.05.14.723098,,
MERGE,DOI match: 10.1093/bioadv/vbag140,10,semantic_scholar,Transformer-based operon prediction using textual representations of gene pairs,10.1093/bioadv/vbag140,pubmed,Transformer-based operon prediction using textual representations of gene pairs.
NEW,No match found,161,semantic_scholar,MicroFuse: Protein-to-Genome Expert Fusion for Microbial Operon Reasoning,,,
NEW,No match found,162,semantic_scholar,EnzCast: Prediction of Patient-Specific Enzymatic Kinetics thrugh Multi-Modal Deep Learning and Isof,10.64898/2026.04.28.721430,,
NEW,No match found,163,semantic_scholar,ARTIFICIAL INTELLIGENCE AND PHARMACOGENOMICS IN PREDICTING PSYCHOTROPIC DRUG RESPONSE: FUTURE DIRECT,10.25258/ijddt.16.49s.45,,
MERGE,DOI match: 10.2147/ndt.s614952,1,semantic_scholar,Evaluating the Role of AI Assistants in Accelerating Neurodegenerative Disease Research: Opportuniti,10.2147/NDT.S614952,pubmed,Evaluating the Role of AI Assistants in Accelerating Neurodegenerative Disease Research: Opportuniti
NEW,No match found,164,semantic_scholar,GenNA: Conditional generation of nucleotide sequences guided by natural-language annotations,10.64898/2026.04.22.720063,,
NEW,No match found,165,semantic_scholar,Biology-informed predictive modeling and resistance monitoring in trastuzumab deruxtecan–treated met,10.1200/jco.2026.44.16_suppl.1023,,
NEW,No match found,166,semantic_scholar,"Echo cancer advisor: A modular AI framework for interpretable, patient-specific oncology decision su",10.1200/jco.2026.44.16_suppl.7522,,
NEW,No match found,167,semantic_scholar,Effects of a multimodal TCR/BCR repertoire foundation model on blood RNA-seq–based prediction of sev,10.1200/jco.2026.44.16_suppl.2570,,
MERGE,DOI match: 10.3389/fimmu.2026.1814357,15,semantic_scholar,AI-driven insights into protein misfolding and innate immunity in neurodegenerative diseases,10.3389/fimmu.2026.1814357,pubmed,AI-driven insights into protein misfolding and innate immunity in neurodegenerative diseases.
MERGE,DOI match: 10.2196/79985,49,semantic_scholar,Enterocutaneous Fistula–Associated Sepsis and Mortality: Development and Validation of a Multimodal ,10.2196/79985,pubmed,Enterocutaneous Fistula-Associated Sepsis and Mortality: Development and Validation of a Multimodal 
NEW,No match found,168,semantic_scholar,ECLARE: multi-teacher contrastive learning via ensemble distillation for diagonal integration of sin,10.1101/2025.01.24.634799,,
NEW,No match found,169,semantic_scholar,Representation Without Reward: A JEPA Audit for LLM Fine-Tuning,,,
NEW,No match found,170,semantic_scholar,SGL-CDP: Spectral Graph Learning for Cancer Driver Prioritization,10.1109/ACCESS.2026.3675370,,
NEW,No match found,171,semantic_scholar,Carbon: Decoding the Language of Life,10.64898/2026.05.22.727119,,
NEW,No match found,172,semantic_scholar,A conceptual blueprint for “turning cold to hot” in Osteosarcoma: from TME stratification hypotheses,10.1186/s12964-026-02883-3,,
NEW,No match found,173,semantic_scholar,GENERator-v2: Reconciling Coarse Tokenization with Single-Nucleotide Resolution in Genomic Language ,10.64898/2026.01.27.702015,,
NEW,No match found,174,semantic_scholar,Artificial intelligence and obesity-related factors in breast cancer outcomes: A systematic review a,10.1200/jco.2026.44.16_suppl.e12573,,
NEW,No match found,175,semantic_scholar,OryzaG3: A Single-species Genomic Foundation Model Pretrained on Rice Pangenome,10.64898/2026.05.22.727045,,
MERGE,DOI match: 10.3389/fonc.2026.1762907,48,semantic_scholar,Spatial AI in cancer: mapping immune evasion topology through multi-modal omics and deep learning,10.3389/fonc.2026.1762907,pubmed,Spatial AI in cancer: mapping immune evasion topology through multi-modal omics and deep learning.
MERGE,DOI match: 10.3390/bioengineering13050577,17,semantic_scholar,"Pathology Foundation Models: Evolution, Current Landscape, Challenges and Opportunities from a Techn",10.3390/bioengineering13050577,pubmed,"Pathology Foundation Models: Evolution, Current Landscape, Challenges and Opportunities from a Techn"
MERGE,DOI match: 10.1007/s40263-026-01295-8,78,semantic_scholar,"Enhancing Drug Response Prediction in Epilepsy with Emerging Multimodal Models: Focus on Clinical, P",10.1007/s40263-026-01295-8,scopus,"Enhancing Drug Response Prediction in Epilepsy with Emerging Multimodal Models: Focus on Clinical, P"
NEW,No match found,176,semantic_scholar,Machine learning and deep learning models for predicting colorectal cancer metastases: A comprehensi,10.1016/j.ejro.2026.100747,,
NEW,No match found,177,semantic_scholar,Artificial Intelligence Approaches in Toxicology,10.46610/jabp.2026.v08i01.002,,
NEW,No match found,178,semantic_scholar,Toward Precision Health in Autoimmunity and Immune-Related Adverse Events: The Autoantibody Reactome,10.3390/biomedicines14051129,,
MERGE,DOI match: 10.3389/fonc.2026.1810793,36,semantic_scholar,Explainable deep learning approaches and clinical insights for cancer biomarker identification,10.3389/fonc.2026.1810793,pubmed,Explainable deep learning approaches and clinical insights for cancer biomarker identification.
MERGE,DOI match: 10.1177/11779322261457840,8,semantic_scholar,Listeria Genome Identification Using DNABERT Embedding With LightGBM and SHAP-Based Explainable Clas,10.1177/11779322261457840,pubmed,Listeria Genome Identification Using DNABERT Embedding With LightGBM and SHAP-Based Explainable Clas
NEW,No match found,179,semantic_scholar,Canonical self-supervised pretraining paradigm constrains the capacity of genomic language models on,10.64898/2026.04.13.715198,,
NEW,No match found,180,semantic_scholar,Evaluation of Gemini Pro for primary site prediction in a real-world blinded cohort of 465 patients.,10.1200/jco.2026.44.16_suppl.e15002,,
NEW,No match found,181,semantic_scholar,Transforming Pharmaceutical Innovation Through Artificial Intelligence: Revolutionizing Drug Discove,10.38124/ijisrt/26apr430,,
NEW,No match found,182,semantic_scholar,"SciCore-Omics: a tri-modal foundation model unifying histology, spatial transcriptomics and language",10.64898/2026.05.30.728937,,
MERGE,DOI match: 10.64898/2026.04.17.26351142,46,semantic_scholar,Generative AI-assisted Bayesian-frequentist Hybrid Inference in Single-cell RNA Sequencing Analysis ,10.64898/2026.04.17.26351142,pubmed,Generative AI-assisted Bayesian-frequentist Hybrid Inference in Single-cell RNA Sequencing Analysis 
NEW,No match found,183,semantic_scholar,AI-Driven Early Diagnosis of Autism Spectrum Disorder: Current Status and Future Perspectives,10.25236/ajmhs.2026.070201,,
MERGE,DOI match: 10.2147/jhc.s595928,9,semantic_scholar,Decoding Treatment Response in Hepatocellular Carcinoma: The Era of Radiomics and Radiogenomics,10.2147/JHC.S595928,pubmed,Decoding Treatment Response in Hepatocellular Carcinoma: The Era of Radiomics and Radiogenomics.
NEW,No match found,184,semantic_scholar,GRNPred: A Multimodal Graph Transformer with Masked Gene Expression Pretraining for Gene Regulatory ,10.64898/2026.04.26.720917,,
NEW,No match found,185,semantic_scholar,Massively multiplex multimodal chemical screens at single-cell resolution,10.64898/2026.05.23.727396,,
NEW,No match found,186,semantic_scholar,H2O: A Foundation Model Bridging Histopathology to Spatial Multi-Omics Profiling,10.64898/2026.04.21.717342,,
NEW,No match found,187,semantic_scholar,StateXDiff: Cell State-Contextualized Multimodal Diffusion for Single-Cell Perturbation Prediction,,,
NEW,No match found,188,semantic_scholar,Prototype Guided Post-pretraining for Single-Cell Representation Learning,,,
NEW,No match found,189,semantic_scholar,Generalist large language models complement tailor-made predictors for tumor genomics interpretation,10.64898/2026.05.21.726957,,
MERGE,DOI match: 10.1186/s13321-026-01197-3,57,semantic_scholar,Generalizable deep-learning-based mRNA-protein interaction prediction strongly depends on protein di,10.1186/s13321-026-01197-3,pubmed,Generalizable deep-learning-based mRNA-protein interaction prediction strongly depends on protein di
MERGE,DOI match: 10.1007/s11912-026-01802-6,5,semantic_scholar,Decoding Occult Cervical Lymph Node Metastasis in Head and Neck Squamous Cell Carcinoma: From AI-Dri,10.1007/s11912-026-01802-6,pubmed,Decoding Occult Cervical Lymph Node Metastasis in Head and Neck Squamous Cell Carcinoma: From AI-Dri
MERGE,DOI match: 10.3390/biomedicines14051110,18,semantic_scholar,Ligand–Receptor Interaction Combined with Histopathology Improves Glioma Prognostic Model,10.3390/biomedicines14051110,pubmed,Ligand-Receptor Interaction Combined with Histopathology Improves Glioma Prognostic Model.
NEW,No match found,190,semantic_scholar,DoFormer: Causal Transformer for Gene Perturbation,10.64898/2026.05.02.722054,,
NEW,No match found,191,semantic_scholar,Attention-Enhanced Hierarchical Transformer for Multimodal Integration of Mammograms and Clinical Da,10.14569/ijacsa.2026.0170125,,
NEW,No match found,192,semantic_scholar,EVEE: Interpretable variant effect prediction from genomic foundation model embeddings,10.64898/2026.04.10.717844,,
NEW,No match found,193,semantic_scholar,"Artificial Intelligence in Oncology: Clinical Applications, Challenges, and Opportunities",10.1200/edbk-26-520716,,
NEW,No match found,194,semantic_scholar,Bimodal masked language modeling for bulk RNA-seq and DNA methylation representation learning,10.1101/2025.06.25.661237,,
NEW,No match found,195,semantic_scholar,Whole-Slide Images as Predictive Biomarkers for Drug Response Using Transcriptomically Transferred L,10.1109/ACCESS.2026.3674022,,
NEW,No match found,196,semantic_scholar,MVCBench: A Multimodal Benchmark for Drug-induced Virtual Cell Phenotypes,10.64898/2026.04.22.720110,,
NEW,No match found,197,semantic_scholar,Harnessing Machine Learning for Accelerated Drug Discovery: Opportunities and Unmet Challenges,10.3390/ph19060810,,
NEW,No match found,198,semantic_scholar,An integrated single cell and spatial omics atlas of human prenatal development,10.64898/2026.03.30.714220,,
NEW,No match found,199,semantic_scholar,DPRM: A Plug-in Doob h transform-induced Token-Ordering Module for Diffusion Language Models,,,
NEW,No match found,200,semantic_scholar,Lumi-Guide: An Artificial-Intelligence-Driven Multimodal Framework for Optimizing Personalized Neoad,10.34133/research.1303,,
NEW,No match found,201,semantic_scholar,A Controlled Benchmark of Multimodal Fusion for Breast Cancer Molecular Subtype Classification,10.1109/ICKECS70176.2026.11527946,,
NEW,No match found,202,semantic_scholar,Pathway-Aware Multimodal Transformer for Explainable Survival Prediction in Bladder Cancer,10.55041/isjem07291,,
NEW,No match found,203,semantic_scholar,Decoding Immune Reconstitution Failure in People Living with HIV through Single-cell Genomics,10.64898/2026.05.21.726797,,
NEW,No match found,204,semantic_scholar,"AgriBioNER: A Named Entity Recognition Tool for Identification of
ncRNA and Diseases in Agricultural",10.2174/0113892029435693260407094051,,
NEW,No match found,205,semantic_scholar,Knowledge-Driven Neuro-Symbolic Reasoning for Personalized Oncology Treatment Recommendation Based o,10.64898/2026.06.01.26354443,,
NEW,No match found,206,semantic_scholar,GraphMAE-based Embedding of 3′ UTR ClinVar Variants Reveals MicroRNA-gene Regulatory Disruption in P,10.7860/jcdr/2026/81789.23540,,
MERGE,DOI match: 10.1038/s41392-026-02691-8,38,semantic_scholar,iS2C2: a cointelligent platform for mechanistic discovery of disease cellular crosstalk,10.1038/s41392-026-02691-8,pubmed,iS2C2: a cointelligent platform for mechanistic discovery of disease cellular crosstalk.
NEW,No match found,207,semantic_scholar,scDynOmics: An Optimized Transformer Model for Representation Learning from Single-Cell Multiomics,10.64898/2026.02.28.708160,,
NEW,No match found,208,semantic_scholar,Single cell Raman spectroscopic profiles predict treatment responses in patients with de novo acute ,10.3389/fcell.2026.1767226,,
MERGE,DOI match: 10.64898/2026.05.06.723362,21,semantic_scholar,A fine-tuned genomic language model adds complementary nucleotide-context information to missense va,10.64898/2026.05.06.723362,pubmed,A fine-tuned genomic language model adds complementary nucleotide-context information to missense va
NEW,No match found,209,semantic_scholar,"Autonomous multimodal agents enable transparent, spatiotemporal reconstruction of immune dynamics in",10.64898/2026.04.20.719684,,
NEW,No match found,210,semantic_scholar,Annotation-free sequence-level multimodal graph learning reveals gut microbiome signatures of athero,10.64898/2026.05.24.727482,,
NEW,No match found,211,semantic_scholar,C110-23 Unlocking Personalized Risk: Multi-modal Graph-based Deep Learning for Stage I NSCLC Recurre,10.1093/ajrccm/aamag162.4051,,
NEW,No match found,212,semantic_scholar,"Scalable, Generalizable, and Uncertainty-Aware Integration of Spatial Multi-Omics Across Diverse Mod",10.64898/2026.04.19.718223,,
NEW,No match found,213,semantic_scholar,Longitudinal Multi-Modal Self-Supervised Transformer Framework For Early Prediction And Progression ,10.25258/ijddt.16.12s.75,,
NEW,No match found,214,semantic_scholar,Artificial Intelligence Augmented Diagnostics In Clinical Microbiology: A Multimodal Evaluation Of D,10.53555/ajbr.v29i1s.9256,,
NEW,No match found,215,semantic_scholar,"Reading the Cell, Designing the Cure: Perturbation-Conditioned Molecular Diffusion for Function-Orie",,,
MERGE,DOI match: 10.1093/bib/bbag248,20,semantic_scholar,Identifying batch-integrated domains from spatial transcriptomics via graph autoencoder with contras,10.1093/bib/bbag248,pubmed,Identifying batch-integrated domains from spatial transcriptomics via graph autoencoder with contras
NEW,No match found,216,semantic_scholar,CellFuse enables Multi-modal Integration of Single-cell and Spatial Proteomics Data for Systems-leve,10.1158/0008-5472.can-25-3699,,
NEW,No match found,217,semantic_scholar,Cross-modality AI modeling of histopathology images to stratify outcomes among patients treated with,10.1200/jco.2026.44.16_suppl.1028,,
NEW,No match found,218,semantic_scholar,"AI-Enabled Text Mining: A Paradigm Shift in Disease Prediction, Drug Discovery, and Clinical Researc",10.64659/jomi/215260,,
MERGE,DOI match: 10.1093/bib/bbag229,31,semantic_scholar,"Artificial Intelligence in genomics: a comprehensive survey of methods, resources, challenges, and p",10.1093/bib/bbag229,pubmed,"Artificial Intelligence in genomics: a comprehensive survey of methods, resources, challenges, and p"
MERGE,DOI match: 10.3390/ijms27094028,33,semantic_scholar,Next-Generation Artificial Intelligence Strategies for Mechanistic Cancer Target Discovery and Drug ,10.3390/ijms27094028,pubmed,Next-Generation Artificial Intelligence Strategies for Mechanistic Cancer Target Discovery and Drug 
NEW,No match found,219,semantic_scholar,Deciphering the glioblastoma microenvironmental landscape with multi-modal radiogenomics to guide pr,10.1186/s12967-026-08226-7,,
NEW,No match found,220,semantic_scholar,MMBCSurv: Multimodal Breast Cancer Survival Prediction Integrating Histopathology Images and Multi-O,10.1109/ACCESS.2026.3679249,,
NEW,No match found,221,semantic_scholar,"Artificial Intelligence for Colorectal Surgeons - Part II: Research Applications, Challenges in Adop",10.1097/dcr.0000000000004178,,
NEW,No match found,222,semantic_scholar,Next-Generation Skin Cancer Detection Using Efficient Fuzzy Fusion of Genomic and Imaging Data,10.64898/2026.06.05.26355024,,
NEW,No match found,223,semantic_scholar,CellxPert: Inference-Time MCMC Steering of a Multi-Omics Single-Cell Foundation Model for In-Silico ,,,
NEW,No match found,224,semantic_scholar,Hidden State Genomics: Graph-Based Analysis of Sparse Auto-Encoder Feature Activity in Genomic Langu,10.64898/2026.05.13.725007,,
MERGE,DOI match: 10.64898/2026.05.25.727736,2,semantic_scholar,Cycle-consistent deep generative modeling unifies cellular states across unpaired spatial and single,10.64898/2026.05.25.727736,pubmed,Cycle-consistent deep generative modeling unifies cellular states across unpaired spatial and single
NEW,No match found,225,semantic_scholar,LDARNet: DNA Adaptive Representation Network with Learnable Tokenization for Genomic Modeling,,,
NEW,No match found,226,semantic_scholar,MyeGPT: an AI agent for Multiple Myeloma,10.64898/2026.05.14.26353252,,
NEW,No match found,227,semantic_scholar,Development and clinical utility of an H&E-based tumor origin prediction model.,10.1200/jco.2026.44.16_suppl.3021,,
NEW,No match found,228,semantic_scholar,A Multimodal Neural Network Model for Early Recurrence Prediction in Lung Adenocarcinoma,10.64898/2026.05.14.725244,,
NEW,No match found,229,semantic_scholar,Artificial intelligence integrated multi-omics and multimodal studies promote the efficacy of neoadj,10.1186/s13058-026-02303-x,,
NEW,No match found,230,semantic_scholar,GMRNet: Deep Residual Network–Based Radiopathomic Glioma Classification with the Fusion of Multi-omi,10.1145/3812544,,
NEW,No match found,231,semantic_scholar,Cross-Modal Self-Attention Fusion for Breast Cancer Subtype Classification Using Multi-Omics Data,10.23950/jcmk/18568,,
NEW,No match found,232,semantic_scholar,Designing DNA With Tunable Regulatory Activity Using Discrete Diffusion,10.1101/2024.05.23.595630,,
NEW,No match found,233,semantic_scholar,Explainable Multimodal Deep Learning for Huntington’s Disease Forecasting using EfficientNet-B3 and ,10.1109/ICOEI68323.2026.11541909,,
NEW,No match found,234,semantic_scholar,Vibe Coding Specificity Foundation Models,10.64898/2026.06.04.730134,,
NEW,No match found,235,semantic_scholar,Artificial Intelligence-Driven Antibody-Drug Conjugate Development for Chronic Neuropathic Pain: Fro,10.71423/aimed.20260606,,
NEW,No match found,236,semantic_scholar,Bioactive peptides targeting dyslipidemia and atherosclerosis: from computational discovery and data,10.3389/fmolb.2026.1818173,,
NEW,No match found,237,semantic_scholar,Unified genomic and chemical representations enable bidirectional biosynthetic gene cluster and natu,10.1038/s41598-026-49955-5,,
MERGE,DOI match: 10.1371/journal.pcbi.1014231,44,semantic_scholar,Single-cell data integration across weakly linked modalities,10.1371/journal.pcbi.1014231,pubmed,Single-cell data integration across weakly linked modalities.
MERGE,DOI match: 10.3390/cimb48050476,85,semantic_scholar,Artificial Intelligence for Spatial Immunometabolic Analysis of the Tumor Microenvironment: Current ,10.3390/cimb48050476,scopus,Artificial Intelligence for Spatial Immunometabolic Analysis of the Tumor Microenvironment: Current 
NEW,No match found,238,semantic_scholar,Bio-BLIP: A Multimodal Architecture for Transferable Reasoning in Genomic Variant Interpretation,10.64898/2026.05.12.724740,,
MERGE,DOI match: 10.21769/bioprotoc.5676,28,semantic_scholar,Workflow for Fine-Tuning and Evaluating DNA Language Models for Specific Genomics Issues,10.21769/BioProtoc.5676,pubmed,Workflow for Fine-Tuning and Evaluating DNA Language Models for Specific Genomics Issues.
NEW,No match found,239,semantic_scholar,"Can Deep Learning Predict Inducibility of Stress-Responsive Gene Expression from DNA Sequence in
 Ar",10.1093/insilicoplants/diag012,,
NEW,No match found,240,semantic_scholar,A genomic approach to understanding common diseases in human populations,10.61588/mphb1911,,
NEW,No match found,241,semantic_scholar,Deep Learning Approaches for Efficient and Accurate DNA Sequence Alignment Using Large Language Mode,10.3390/cmsf2026013004,,
NEW,No match found,242,semantic_scholar,Accurate delineation of cellular niches via integrated spatial transcriptomics and histological imag,10.1101/gr.281603.125,,
NEW,No match found,243,semantic_scholar,A transformer-based language model reveals developmental constraint and network complexity during ze,10.1101/2025.07.09.663853,,
NEW,No match found,244,semantic_scholar,"Artificial Intelligence in Early Cancer Detection: Advances, Challenges, and Future Perspectives",10.54254/2753-8818/2026.au33347,,
NEW,No match found,245,semantic_scholar,Abstract LB159: A practical guideline for benchmarking unimodal and multimodal foundation models on ,10.1158/1538-7445.am2026-lb159,,
MERGE,DOI match: 10.1016/j.jot.2026.101118,22,semantic_scholar,From undruggable to degradable: A deep learning-enabled framework for precision orthopaedic protein ,10.1016/j.jot.2026.101118,pubmed,From undruggable to degradable: A deep learning-enabled framework for precision orthopaedic protein 
NEW,No match found,246,semantic_scholar,Multimodal models of HGSC chemo-response prediction with integration of deep learning models of imag,10.1016/j.ygyno.2026.01.595,,
NEW,No match found,247,semantic_scholar,Attention-Based Multimodal Survival Prediction with Cross-Modal Bilinear Fusion,,,
NEW,No match found,248,semantic_scholar,Combining Spatial Multi‐Omics Data to Decipher Spatial Domains and Elucidate Cell Heterogeneity Base,10.1002/advs.75533,,
NEW,No match found,249,semantic_scholar,ChatDIA: A zero-shot large language model workflow for targeted analysis of data-independent acquisi,10.64898/2026.02.11.705360,,
NEW,No match found,250,semantic_scholar,A Cross-Modal Attention Framework for Robust Cancer Detection,10.25258/ijddt.16.33s.61,,
NEW,No match found,251,semantic_scholar,AI–assisted survival prediction in glioma: Meta-analysis of prospective and controlled studies.,10.1200/jco.2026.44.16_suppl.e14000,,
NEW,No match found,252,semantic_scholar,"ADAPT-BC: A Trust-Gated, Adaptive Framework to UncertaintyAware Survival Prognosis of Breast Cancer ",10.25258/ijddt.16.42s.26,,
MERGE,DOI match: 10.1093/jxb/erag218,42,semantic_scholar,Cross-Species Plant Single-Cell Analysis: Community Challenges and Shared Solutions,10.1093/jxb/erag218,pubmed,Cross-Species Plant Single-Cell Analysis: Community Challenges and Shared Solutions.
NEW,No match found,253,semantic_scholar,Abstract LB014: HSPBP1 9 bp insertion mutation concurrent with pro-apoptosis and NF-κB genomic integ,10.1158/1538-7445.am2026-lb014,,
MERGE,DOI match: 10.1093/bib/bbag219,37,semantic_scholar,"Computational paradigms for antimicrobial resistance prediction: integrating multi-omics, structural",10.1093/bib/bbag219,pubmed,"Computational paradigms for antimicrobial resistance prediction: integrating multi-omics, structural"
NEW,No match found,254,semantic_scholar,Explainable multimodal brain tumor classification via hybrid attention networks across MRI and radio,10.55493/5003.v16i2.6011,,
NEW,No match found,255,semantic_scholar,AI-Driven Predictive Analytics for Multi-Hazard Infectious Disease Outbreak Forecasting in Low- And ,10.47772/ijriss.2026.100500154,,
NEW,No match found,256,semantic_scholar,A trainable language model for modulating translation rates in non-model organisms by generating ups,10.64898/2026.04.18.719341,,
NEW,No match found,257,semantic_scholar,AttMM: Attention-Augmented Multimodal Deep Learning Architecture for Quantitative Phenotyping of Pro,10.1109/ACCESS.2026.3680427,,
NEW,No match found,258,semantic_scholar,"MuSL: Multimodal deep learning for generalizable prediction of synthetic lethality from sequence, tr",10.1109/jbhi.2026.3698476,,
NEW,No match found,259,semantic_scholar,Artificial intelligence in bone biology: Transforming basic research into advanced therapeutics,10.59717/j.xinn-life.2026.100186,,
MERGE,DOI match: 10.1097/crd.0000000000001281,29,semantic_scholar,"Machine Learning in Non-Ischemic Cardiomyopathy: Phenotyping, Mechanism Discovery, and Clinical Appl",10.1097/crd.0000000000001281,pubmed,"Machine Learning in Nonischemic Cardiomyopathy: Phenotyping, Mechanism Discovery, and Clinical Appli"
NEW,No match found,260,semantic_scholar,Geometric coherence of single-cell CRISPR perturbations reveals regulatory architecture and predicts,,,
NEW,No match found,261,semantic_scholar,MINA: linear probes reveal coding-sequence family signal in frozen DNA encoders,10.64898/2026.05.25.727711,,
NEW,No match found,262,semantic_scholar,Single-cell foundation models reveal context-sensitive cancer programmes under subtype shift,10.64898/2026.04.28.721114,,
NEW,No match found,263,semantic_scholar,Benchmarking single-cell foundation models for real-world RNA-seq data integration,10.64898/2026.04.17.719314,,
NEW,No match found,264,semantic_scholar,GenePT Revisited: Do Better Text Embeddings Make Better Gene Embeddings?,10.64898/2026.04.16.718976,,
NEW,No match found,265,semantic_scholar,LAIOR: a hyperbolic neural ODE variational framework for interpretable single-cell manifold learning,10.3389/fgene.2026.1838613,,
NEW,No match found,266,semantic_scholar,The next paradigm in bioinformatics: a review of multi-agent systems and foundational models for end,10.1093/bib/bbag245,,
NEW,No match found,267,semantic_scholar,Benchmarking Static Gene Regulatory Network Reconstruction and Dynamic Transition Probing in Single-,10.64898/2026.05.17.725083,,
NEW,No match found,268,semantic_scholar,Applications of temporal graph learning for predicting the dynamics of biological systems,,,
MERGE,DOI match: 10.64898/2026.05.22.727257,3,biorxiv_medrxiv,Molecular Characterization of T-Lineage Acute Lymphoblastic Leukemia by an Optimal-Transport Based M,10.64898/2026.05.22.727257,pubmed,Molecular Characterization of T-Lineage Acute Lymphoblastic Leukemia by an Optimal-Transport Based M
NEW,No match found,269,biorxiv_medrxiv,multiHIVE: Hierarchical Multimodal Deep Generative Modeling for Single-cell Multiomics,10.21203/rs.3.rs-9422663/v1,,
NEW,No match found,270,biorxiv_medrxiv,A Closed-Loop Stroke Digital Twin: Integrating BCI-Derived Electrophysiology and Spatiotemporal Mult,10.21203/rs.3.rs-9600410/v1,,
NEW,No match found,271,biorxiv_medrxiv,"Single-Cell Foundation Models: Architectures, Pretraining Strategies, and Benchmarking Challenges",10.14293/pr2199.003494.v1,,
MERGE,DOI match: 10.64898/2026.04.21.717342,186,biorxiv_medrxiv,H2O: A Foundation Model Bridging Histopathology to Spatial Multi-Omics Profiling,10.64898/2026.04.21.717342,semantic_scholar,H2O: A Foundation Model Bridging Histopathology to Spatial Multi-Omics Profiling
MERGE,DOI match: 10.64898/2026.05.29.727918,93,biorxiv_medrxiv,miDGD: a multi-modal deep generative model predicts microRNA expression from bulk or single-cell mRN,10.64898/2026.05.29.727918,semantic_scholar,miDGD: a multi-modal deep generative model predicts microRNA expression from bulk or single-cell mRN
MERGE,DOI match: 10.64898/2026.05.30.728937,182,biorxiv_medrxiv,"SciCore-Omics: a tri-modal foundation model unifying histology, spatial transcriptomics and language",10.64898/2026.05.30.728937,semantic_scholar,"SciCore-Omics: a tri-modal foundation model unifying histology, spatial transcriptomics and language"
MERGE,DOI match: 10.64898/2026.04.24.720560,94,biorxiv_medrxiv,A Multi-modal LLM-Knowledge Fusion Framework for Predicting Single-cell Genetic Perturbation Effects,10.64898/2026.04.24.720560,semantic_scholar,A Multi-modal LLM-Knowledge Fusion Framework for Predicting Single-cell Genetic Perturbation Effects
MERGE,DOI match: 10.64898/2026.05.06.723212,95,biorxiv_medrxiv,SRSA-VAE: Self-Attention-Based Feature Learning for Single-Cell Multimodal Clustering,10.64898/2026.05.06.723212,semantic_scholar,SRSA-VAE: Self-Attention-Based Feature Learning for Single-Cell Multimodal Clustering
MERGE,DOI match: 10.64898/2026.04.20.719773,152,biorxiv_medrxiv,RVQ-Alpha: Bridging Single-Cell Transcriptomics and Large Language Models via Discrete Tokenization ,10.64898/2026.04.20.719773,semantic_scholar,RVQ-Alpha: Bridging Single-Cell Transcriptomics and Large Language Models via Discrete Tokenization 
MERGE,DOI match: 10.64898/2026.05.02.722054,190,biorxiv_medrxiv,DoFormer: Causal Transformer for Gene Perturbation,10.64898/2026.05.02.722054,semantic_scholar,DoFormer: Causal Transformer for Gene Perturbation
NEW,No match found,272,biorxiv_medrxiv,GeneLLM: A large language model-based framework reveals age-dependent transcriptomic heterogeneity i,10.21203/rs.3.rs-9546779/v1,,
MERGE,DOI match: 10.64898/2026.04.19.718223,212,biorxiv_medrxiv,"Scalable, Generalizable, and Uncertainty-Aware Integration of Spatial Multi-Omics Across Diverse Mod",10.64898/2026.04.19.718223,semantic_scholar,"Scalable, Generalizable, and Uncertainty-Aware Integration of Spatial Multi-Omics Across Diverse Mod"
NEW,No match found,273,biorxiv_medrxiv,SigFormer: interpretable modeling of transcellular signaling and microenvironment interactions from ,10.21203/rs.3.rs-9489991/v1,,
MERGE,DOI match: 10.64898/2026.04.22.720063,164,biorxiv_medrxiv,GenNA: Conditional generation of nucleotide sequences guided by natural-language annotations,10.64898/2026.04.22.720063,semantic_scholar,GenNA: Conditional generation of nucleotide sequences guided by natural-language annotations
MERGE,DOI match: 10.64898/2026.04.28.721430,162,biorxiv_medrxiv,EnzCast: Prediction of Patient-Specific Enzymatic Kinetics thrugh Multi-Modal Deep Learning and Isof,10.64898/2026.04.28.721430,semantic_scholar,EnzCast: Prediction of Patient-Specific Enzymatic Kinetics thrugh Multi-Modal Deep Learning and Isof
