record_id,title,doi,final_decision,final_code,uncertainty_reason,final_source,final_rationale,evidence_snippet,scope_primary_exclusion_code,scope_uncertainty_reason,architecture_primary_exclusion_code,architecture_uncertainty_reason
rec_000087,ConvergeCELL: An end-to-end platform from patient transcriptomics to therapeutic hypotheses,10.64898/2026.05.07.723555,EXCLUDE,application_wrapper,none,adjudicator,"The abstract describes a pretrained patient representation model plus an LLM-driven workflow for evidence ranking and hypothesis construction. That is an end-to-end application platform, with clear foundation-model evidence from large-scale pretraining.","“a patient representation model trained on over 20 million cells across 4,479 patients” and “a large language model-driven workflow”",application_wrapper,mixed_signals,EC3_not_generative,none
rec_000088,Linking spatial biology and clinical histology via Haiku,,EXCLUDE,EC3_not_generative,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,none,none,EC3_not_generative,none
rec_000089,"Advancement of deep learning models with whole slide image in diagnosis, subtyping and prognosis for glioma",10.1088/2516-1091/ae7860,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000090,Pathogen-specific antimicrobial activity prediction with biological large language model-based methods,10.64898/2026.05.23.727347,EXCLUDE,application_wrapper,none,adjudicator,"triAMPh combines a graph link predictor, XGBoost, and an MLP using features from biological LLMs. The abstract supports wrapper-style use of existing language-model features, not a new generative text-bio foundation model.","“trained on features from biological large language models (bLLMs)” and “integrates a heterogeneous graph attention network-based link predictor, Extreme Gradient Boosting, and a multilayer perceptron”",application_wrapper,mixed_signals,application_wrapper,none
rec_000091,Single-Cell Cross-Modal Transfer by Adversarial Fine-Tuning of Foundation Models,,EXCLUDE,EC2_no_text_component,generative_status_unclear,adjudicator,"The abstract describes cross-modal translation between spatial transcriptomics and scRNA-seq using a single-cell foundation model. No text or language modality is described, and the generative mechanism is not explicit.","""cross-modal translation between unpaired ST and scRNA-seq data""; ""a single-cell foundation model can perform this translation via adversarial fine-tuning""",EC2_no_text_component,none,none,generative_status_unclear
rec_000092,PlantGFM: A Genomic Foundation Model for Discovery and Creation of Plant Genes,10.1002/advs.75772,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
rec_000093,DamageFormer: a damage-aware multimodal deep learning framework for DNA lesion identification from nanopore sequencing,10.64898/2026.05.14.725245,EXCLUDE,EC3_not_generative,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,none,none,EC3_not_generative,none
rec_000094,Deep single-cell decoding of human pancreatic islets reveals T2D β-cell gene expression defects,10.1038/s44318-026-00744-w,EXCLUDE,benchmark_resource,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,benchmark_resource,none,benchmark_resource,none
rec_000095,Decoding murine corneal epithelial specification and homeostasis by single-cell spatial transcriptomics with scRNA-seq enrichment,10.64898/2026.05.08.723186,EXCLUDE,EC2_no_text_component,none,adjudicator,"This is a spatial transcriptomics and scRNA-seq biology study, not a text-bio model paper. No language or text component is described.","""true single-cell resolution spatial transcriptomics"" enriched with ""full-tissue single-cell RNAseq""",EC2_no_text_component,none,EC3_not_generative,paper_type_unclear
rec_000096,Topology-aware reconstruction of cellular state landscapes from microscopy using self-supervised learning,10.64898/2026.05.30.728966,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
rec_000097,DposFinder: an interpretable transformer model for predicting phage-derived polysaccharide depolymerases and their host capsular serotypes,10.1186/s13073-026-01657-3,EXCLUDE,EC2_no_text_component,none,adjudicator,DposFinder is a predictive transformer for phage depolymerases and serotypes using a pre-trained protein language model. The abstract still lacks any substantive text modality or text-bio bridge.,"""transformer-based deep learning framework"" utilizing ""the pre-trained protein language model ESM-2""",EC2_no_text_component,none,EC3_not_generative,foundation_model_evidence_unclear
rec_000098,Leveraging Large Language Models for Single-Cell Foundation Models: Gene Expression Prompting for Cell Type Classification,10.1109/icassp55912.2026.11462727,UNCERTAIN,none,mixed_signals,adjudicator,"The title points to LLMs and single-cell foundation models, but the abstract is truncated to citation-like fragments. That is enough to keep it in scope tentatively, but not enough to resolve the bridge, generative status, or foundation-model evidence confidently.","""Leveraging Large Language Models for Single-Cell Foundation Models: Gene Expression Prompting for Cell Type Classification""; fragment mentions ""scgpt"" and ""generative ai""",none,text_bio_bridge_unclear,none,paper_type_unclear
rec_000099,PhAME: Phenotype-Aware Molecular Editing via Latent Diffusion,,EXCLUDE,EC2_no_text_component,foundation_model_evidence_unclear,adjudicator,"PhAME is a latent diffusion model for phenotype-aware molecular editing using biological signatures such as morphology and transcriptomic perturbations. It is generative, but no text modality is described.","""latent diffusion framework""; ""cell morphology and transcriptomic perturbations""",EC2_no_text_component,none,none,foundation_model_evidence_unclear
rec_000100,NLP-Driven Gradient Boosting Ensemble Framework for Automated Viral Genome Classification in Large-Scale Metagenomic Data,10.1109/RMKMATE69073.2026.11518573,EXCLUDE,application_wrapper,none,adjudicator,"This is an NLP-driven gradient-boosting classification pipeline for viral genomes, which reads as an application wrapper rather than a substantive text-bio foundation model. No generative or foundation-model evidence is provided.","""integrating Natural Language Processing (NLP) techniques"" with ""gradient boosting algorithms"" for automated viral genome classification",application_wrapper,none,EC3_not_generative,none
rec_000101,Integrating Histology with Spatial Molecular Programs Using a Multimodal Foundation Model,10.64898/2026.06.01.729028,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
rec_000102,Bridging the Modality Bottleneck in Pathology MIL through Virtual Molecular Staining,,EXCLUDE,application_wrapper,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,application_wrapper,none,application_wrapper,none
rec_000103,Artificial Intelligence in Surgery: Current Applications and Future Prospects,10.63946/ehdi/18696,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000104,Transferable spatial omics deconvolution with SpaRank,10.64898/2026.05.09.723936,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
rec_000105,"Deep Learning for Liver Disease and Hepatocellular Carcinoma: A Comprehensive Review of Segmentation, Diagnosis, Microvascular Invasion Prediction, and Survival Modelling",10.1109/ICKECS70176.2026.11527523,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000106,Artificial Intelligence in Tumor Evolution: Understanding Cancer Complexity Through Multi-Modal Data Integration in Precision Oncology,10.3390/cells15111031,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000107,Artificial intelligence (AI) foundation model as a predictor of efficacy of next-generation checkpoint inhibition with botensilimab (BOT) + balstilimab (BAL) in solid tumors using pretreatment H&E images.,10.1200/jco.2026.44.16_suppl.2535,EXCLUDE,EC2_no_text_component,generative_status_unclear,adjudicator,"The abstract describes a self-supervised foundation model on H&E images to predict BOT+BAL response, with no text or language component. The model is image-to-spatial-transcriptomics, not a text-bio bridge.",“A self-supervised AI foundation model applied to routine pretreatment H&E images was used to infer spatial transcriptomics”,EC2_no_text_component,none,none,generative_status_unclear
rec_000108,Artificial Intelligence and Deep Learning for Antimicrobial Resistance Prediction: A Scoping Review of Architectures and Explainability,10.1109/ACCESS.2026.3698372,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000109,Decoding Single-Cell Omics of Perturbation Responses Using DeSCOPE,10.64898/2026.04.13.718147,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC4_no_foundation_model_evidence,none
rec_000110,"Back to BERT in 2026: ModernGENA as a Strong, Efficient Baseline for DNA Foundation Models",10.64898/2026.04.21.719816,EXCLUDE,EC2_no_substantive_text_bio_bridge,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_substantive_text_bio_bridge,none,EC3_not_generative,none
rec_000111,Artificial intelligence–based predictive models for recurrence and recurrence-free survival in gastrointestinal stromal tumors: A contemporary systematic review.,10.1200/jco.2026.44.16_suppl.11536,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000112,Multimodal immunoprofiling of peripheral blood using foundation models of the immune system for predicting immunotherapy response and toxicity in the RADIOHEAD pan-cancer cohort.,10.1200/jco.2026.44.16_suppl.2533,EXCLUDE,application_wrapper,none,adjudicator,This is an application of pre-trained immune-system models and an encoder to PBMC profiling for response and toxicity prediction. The abstract does not describe a new text-bio model or any text component.,“pre-trained immunotype models” and “a peripheral immune system encoder trained on the BostonGene patient database”,EC2_no_text_component,none,application_wrapper,none
rec_000113,Estimating individual benefit from adjuvant chemotherapy in hormone receptor–positive breast cancer using causal multimodal artificial intelligence.,10.1200/jco.2026.44.16_suppl.551,EXCLUDE,EC2_no_text_component,none,adjudicator,"The abstract presents a new causal multimodal AI model for chemotherapy benefit using WSI and clinical data, but no text modality is described. A pathology foundation model is used as an encoder only.",“WSIs were encoded via a pathology foundation model and integrated with clinical variables”,EC2_no_text_component,none,EC3_not_generative,none
rec_000114,Intervention-Aware Multiscale Representation Learning from Imaging Phenomics and Perturbation Transcriptomics,,EXCLUDE,EC2_no_text_component,none,adjudicator,"This is a primary multimodal representation-learning framework combining microscopy and perturbational transcriptomics, not a text-bio model. The only foundation-model mention is a fine-tuned single-cell encoder used in the teacher.",“an intervention-aware distillation framework” and “the teacher employs a fine-tuned single-cell foundation model”,EC2_no_text_component,none,EC3_not_generative,none
rec_000115,An LLM-driven pipeline for proteomics-based detection and structural modeling of post-translational modifications,10.64898/2026.05.01.722279,EXCLUDE,application_wrapper,none,adjudicator,"The abstract centers on an LLM-driven pipeline for PTM detection and structural interpretation, which reads as wrapper-style use of existing language models rather than a new text-bio foundation model. The bridge is between proteomics and structural modeling, not text and biology.","“generative AI-driven pipeline” and “leverages large language models to identify, annotate, and interpret candidate PTMs”",application_wrapper,none,EC4_no_foundation_model_evidence,generative_status_unclear
rec_000116,Genetically Aligned Patient Representations Improve Hematological Diagnosis,,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
rec_000117,STEM-LM: Spatio-Temporal Ecological Modeling via Masked Language Model for Joint Species Distribution,10.64898/2026.05.13.724718,EXCLUDE,EC4_no_foundation_model_evidence,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,none,none,EC4_no_foundation_model_evidence,none
rec_000118,CodonMoE: DNA language models for codon-dependent mRNA prediction,10.1093/bioinformatics/btag285,INCLUDE,none,none,adjudicator,The paper introduces CodonMoE as a new adapter for DNA language models and shows codon-level mapping to RNA prediction tasks. The abstract explicitly frames the work in language-model terms and a cross-modality sequence-to-sequence bridge.,“DNA language models” and “transforms DNA language models into effective RNA analyzers”,none,none,EC3_not_generative,none
rec_000119,Evaluating Post-hoc Explanations of the Transformer-based Genome Language Model DNABERT-2,,EXCLUDE,application_wrapper,none,adjudicator,"This is a post-hoc explanation study applied to an existing genome language model, not a new model paper. The abstract supports wrapper-style use of DNABERT-2, so it is excluded as an application wrapper.","""Evaluating Post-hoc Explanations""; ""apply it to the state-of-the-art gLM DNABERT-2""",application_wrapper,none,EC4_no_foundation_model_evidence,generative_status_unclear
rec_000120,Decoding Hierarchical Cell-Cell Communication in Spatial Multi-Omics with CellSTIC,10.64898/2026.05.27.728114,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
rec_000121,RVQ-Alpha: Bridging Single-Cell Transcriptomics and Large Language Models via Discrete Tokenization and Verifiable Reinforcement Learning,10.64898/2026.04.20.719773,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
rec_000122,Mapping histamine pathway networks in the human brain across cognition and psychiatric disorders,10.1038/s44220-026-00637-1,EXCLUDE,EC2_no_text_component,none,adjudicator,"The abstract describes a multimodal biological mapping study using transcriptomic, neuroimaging, developmental, and functional datasets, with no text or language-model component. That makes it out of scope on the text-component criterion.","""integrating transcriptomic, neuroimaging, developmental and functional datasets""",EC2_no_text_component,none,EC4_no_foundation_model_evidence,paper_type_unclear
rec_000123,Multi-Modal Deep Learning Integrates Spatial Topologies and Sequential Motifs to Identify Class I HDAC Inhibitors as Pan-Cancer Therapeutics,10.64898/2026.04.22.720196,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
rec_000124,Synergizing multi-omics and artificial intelligence to unravel gut microbiome complexity: A review,10.36922/imo025490068,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000125,Construction of deep learning tumor prognosis risk assessment model based on genomic and clinical data fusion,10.65102/is2026227,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
rec_000126,scConcept enables concept-level exploration of single-cell transcriptomic data,10.64898/2026.04.21.719959,EXCLUDE,EC4_no_foundation_model_evidence,generative_status_unclear,adjudicator,"scConcept clearly combines gene-level representations with LLMs to produce human-interpretable biological concepts, but the abstract does not establish scConcept itself as a generative foundation model. The evidence is insufficient for foundation-model inclusion.","""integrating neural topic modeling with LLMs""; ""human-interpretable biological concepts""",none,none,EC4_no_foundation_model_evidence,generative_status_unclear
rec_000127,Fragmentia AI–Lymphoma: A cfDNA language model for lymphoma detection using ultra-low-pass WGS.,10.1200/jco.2026.44.16_suppl.7019,EXCLUDE,EC4_no_foundation_model_evidence,none,adjudicator,"The paper introduces a transformer-based cfDNA language model with a genomic language-model backbone for lymphoma detection. The abstract does not provide evidence of foundation-model scale or broad pretraining, so it fails the foundation-model criterion.","""a novel transformer-based cfDNA language model""; ""genomic language model backbone""",none,none,EC4_no_foundation_model_evidence,generative_status_unclear
rec_000128,Aiki-XP: leakage-controlled multimodal prediction of within-species relative protein expression at pan-bacterial scale,10.64898/2026.04.21.719525,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
rec_000129,HESTIA: Scalable Multimodal Integration of Histology and High-Resolution Spatial Transcriptomics for Robust Spatial Domain Identification,10.64898/2026.05.14.723098,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
rec_000130,MicroFuse: Protein-to-Genome Expert Fusion for Microbial Operon Reasoning,,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
rec_000131,EnzCast: Prediction of Patient-Specific Enzymatic Kinetics thrugh Multi-Modal Deep Learning and Isoform-Resolved Bayesian Inference based on Single-Cell Transcriptomics,10.64898/2026.04.28.721430,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
rec_000132,ARTIFICIAL INTELLIGENCE AND PHARMACOGENOMICS IN PREDICTING PSYCHOTROPIC DRUG RESPONSE: FUTURE DIRECTIONS IN PRECISION MENTAL HEALTH – A SYSTEMATIC REVIEW,10.25258/ijddt.16.49s.45,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000133,GenNA: Conditional generation of nucleotide sequences guided by natural-language annotations,10.64898/2026.04.22.720063,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
rec_000134,Biology-informed predictive modeling and resistance monitoring in trastuzumab deruxtecan–treated metastatic breast cancer.,10.1200/jco.2026.44.16_suppl.1023,EXCLUDE,application_wrapper,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,application_wrapper,none,application_wrapper,none
rec_000135,"Echo cancer advisor: A modular AI framework for interpretable, patient-specific oncology decision support.",10.1200/jco.2026.44.16_suppl.7522,EXCLUDE,application_wrapper,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,application_wrapper,none,application_wrapper,none
rec_000136,Effects of a multimodal TCR/BCR repertoire foundation model on blood RNA-seq–based prediction of severe adverse event risk and rheumatoid arthritis.,10.1200/jco.2026.44.16_suppl.2570,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
rec_000137,Representation Without Reward: A JEPA Audit for LLM Fine-Tuning,,EXCLUDE,EC1_no_bio_modality,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC1_no_bio_modality,none,none,none
rec_000138,SGL-CDP: Spectral Graph Learning for Cancer Driver Prioritization,10.1109/ACCESS.2026.3675370,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
rec_000139,Carbon: Decoding the Language of Life,10.64898/2026.05.22.727119,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
rec_000140,A conceptual blueprint for “turning cold to hot” in Osteosarcoma: from TME stratification hypotheses to adaptive therapeutic prospects,10.1186/s12964-026-02883-3,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000141,Artificial intelligence and obesity-related factors in breast cancer outcomes: A systematic review and pooled meta-analysis.,10.1200/jco.2026.44.16_suppl.e12573,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000142,OryzaG3: A Single-species Genomic Foundation Model Pretrained on Rice Pangenome,10.64898/2026.05.22.727045,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
rec_000143,Machine learning and deep learning models for predicting colorectal cancer metastases: A comprehensive review,10.1016/j.ejro.2026.100747,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000144,"Toward Precision Health in Autoimmunity and Immune-Related Adverse Events: The Autoantibody Reactome, Spatial Omics, and Multimodal Data Integration",10.3390/biomedicines14051129,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000145,Canonical self-supervised pretraining paradigm constrains the capacity of genomic language models on regulatory decoding,10.64898/2026.04.13.715198,EXCLUDE,benchmark_resource,none,adjudicator,The abstract reports a systematic evaluation of 11 representative genomic language models across regulatory genomics applications. That is benchmark-style analysis of existing models rather than a new generative model paper.,"""systematically evaluated 11 representative gLMs""; ""across multiple regulatory genomics applications""",none,none,review_editorial,generative_status_unclear
rec_000146,Evaluation of Gemini Pro for primary site prediction in a real-world blinded cohort of 465 patients.,10.1200/jco.2026.44.16_suppl.e15002,EXCLUDE,application_wrapper,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,application_wrapper,none,application_wrapper,none
rec_000147,Transforming Pharmaceutical Innovation Through Artificial Intelligence: Revolutionizing Drug Discovery,10.38124/ijisrt/26apr430,EXCLUDE,review_editorial,none,adjudicator,The abstract is a broad review of AI in drug discovery and does not present a primary generative model. It mentions generative models only as examples within the review.,"""This review provides a comprehensive analysis""; ""generative models such as GANs and reinforcement learning""",review_editorial,none,review_editorial,generative_status_unclear
rec_000148,"SciCore-Omics: a tri-modal foundation model unifying histology, spatial transcriptomics and language for spatial biology",10.64898/2026.05.30.728937,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
rec_000149,AI-Driven Early Diagnosis of Autism Spectrum Disorder: Current Status and Future Perspectives,10.25236/ajmhs.2026.070201,EXCLUDE,review_editorial,mixed_signals,adjudicator,"The abstract is explicitly a review of AI-driven ASD diagnosis across modalities, not a primary model paper. It mentions clinical questionnaires and genomic data, but does not establish a clear text-bio generative bridge.","“This review provides a comprehensive analysis of the current state of AI-driven approaches” and “clinical questionnaires, and genomic data”",review_editorial,none,review_editorial,generative_status_unclear
rec_000150,GRNPred: A Multimodal Graph Transformer with Masked Gene Expression Pretraining for Gene Regulatory Network Inference,10.64898/2026.04.26.720917,EXCLUDE,EC3_not_generative,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,none,none,EC3_not_generative,none
rec_000151,Massively multiplex multimodal chemical screens at single-cell resolution,10.64898/2026.05.23.727396,EXCLUDE,benchmark_resource,none,adjudicator,The paper introduces a multimodal chemical-screening framework and analysis pipeline rather than a generative text-bio model. It is best treated as a resource/methods paper.,"“introduce a scalable framework for multimodal chemical screens” and “PERCISTRA, a pipeline”",benchmark_resource,none,EC3_not_generative,none
rec_000152,H2O: A Foundation Model Bridging Histopathology to Spatial Multi-Omics Profiling,10.64898/2026.04.21.717342,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
rec_000153,StateXDiff: Cell State-Contextualized Multimodal Diffusion for Single-Cell Perturbation Prediction,,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC4_no_foundation_model_evidence,none
rec_000154,Prototype Guided Post-pretraining for Single-Cell Representation Learning,,EXCLUDE,EC2_no_text_component,none,adjudicator,"This is a new post-pretraining method for single-cell representation learning on gene expression data. The abstract clearly mentions a single-cell foundation model, but there is no text component and no generative model.",“operates between the pretraining and fine-tuning stages of a single-cell foundation model” and “single-cell representation learning from gene expression data”,EC2_no_text_component,none,EC3_not_generative,foundation_model_evidence_unclear
rec_000155,Generalist large language models complement tailor-made predictors for tumor genomics interpretation,10.64898/2026.05.21.726957,EXCLUDE,application_wrapper,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,application_wrapper,none,application_wrapper,none
rec_000156,DoFormer: Causal Transformer for Gene Perturbation,10.64898/2026.05.02.722054,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
rec_000157,EVEE: Interpretable variant effect prediction from genomic foundation model embeddings,10.64898/2026.04.10.717844,EXCLUDE,application_wrapper,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,application_wrapper,none,application_wrapper,none
rec_000158,"Artificial Intelligence in Oncology: Clinical Applications, Challenges, and Opportunities",10.1200/edbk-26-520716,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000159,MVCBench: A Multimodal Benchmark for Drug-induced Virtual Cell Phenotypes,10.64898/2026.04.22.720110,EXCLUDE,benchmark_resource,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,benchmark_resource,none,benchmark_resource,none
rec_000160,Harnessing Machine Learning for Accelerated Drug Discovery: Opportunities and Unmet Challenges,10.3390/ph19060810,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000161,DPRM: A Plug-in Doob h transform-induced Token-Ordering Module for Diffusion Language Models,,EXCLUDE,EC2_no_substantive_text_bio_bridge,none,adjudicator,"The abstract describes a generative diffusion language model and a plug-in ordering module, but it does not show a substantive text-to-biology bridge. The biological examples are application domains, not clear text-bio coupling.","“Diffusion language models generate” and “protein, molecular generation and DNA design”",EC2_no_substantive_text_bio_bridge,text_bio_bridge_unclear,none,none
rec_000162,Lumi-Guide: An Artificial-Intelligence-Driven Multimodal Framework for Optimizing Personalized Neoadjuvant Therapy Decision-Making in Luminal Breast Cancer,10.34133/research.1303,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
rec_000163,A Controlled Benchmark of Multimodal Fusion for Breast Cancer Molecular Subtype Classification,10.1109/ICKECS70176.2026.11527946,EXCLUDE,benchmark_resource,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,benchmark_resource,none,benchmark_resource,none
rec_000164,Pathway-Aware Multimodal Transformer for Explainable Survival Prediction in Bladder Cancer,10.55041/isjem07291,EXCLUDE,review_editorial,none,adjudicator,"The abstract frames the work as a “survey and system-oriented analysis,” so it is not a primary generative model paper. The model described is predictive survival estimation, not text-bio generation.",“This paper presents a survey and system-oriented analysis” and “survival risk estimation using a Cox proportional hazards-based objective”,review_editorial,none,review_editorial,mixed_signals
rec_000165,Decoding Immune Reconstitution Failure in People Living with HIV through Single-cell Genomics,10.64898/2026.05.21.726797,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
rec_000166,"AgriBioNER: A Named Entity Recognition Tool for Identification of
ncRNA and Diseases in Agricultural Literature",10.2174/0113892029435693260407094051,EXCLUDE,application_wrapper,none,adjudicator,"AgriBioNER is a task-specific NER system built by fine-tuning existing pretrained transformers on abstracts. It is a text-only extraction application, not a generative text-bio foundational model.",“domain-adapted NER framework” and “seven different models were fine-tuned”,EC1_no_bio_modality,none,application_wrapper,none
rec_000167,Knowledge-Driven Neuro-Symbolic Reasoning for Personalized Oncology Treatment Recommendation Based on Multi-Modal Medical Knowledge Graph,10.64898/2026.06.01.26354443,EXCLUDE,EC2_no_substantive_text_bio_bridge,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_substantive_text_bio_bridge,none,EC3_not_generative,none
rec_000168,GraphMAE-based Embedding of 3′ UTR ClinVar Variants Reveals MicroRNA-gene Regulatory Disruption in Periodontitis Pathogenesis: An In-silico Computational Modelling Study,10.7860/jcdr/2026/81789.23540,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC4_no_foundation_model_evidence,none
rec_000169,Single cell Raman spectroscopic profiles predict treatment responses in patients with de novo acute myeloid leukemia,10.3389/fcell.2026.1767226,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
rec_000170,"Autonomous multimodal agents enable transparent, spatiotemporal reconstruction of immune dynamics in pancreatic cancer progression",10.64898/2026.04.20.719684,EXCLUDE,application_wrapper,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,application_wrapper,none,application_wrapper,none
