cluster_id,title,regression_group,decision_set,deepseek_rep1_decision,deepseek_rep1_exclusion_code,deepseek_rep1_uncertainty_reason,deepseek_rep1_boundary_case,deepseek_rep1_text_evidence,deepseek_rep1_bridge_evidence,deepseek_rep1_generative_evidence,deepseek_rep1_rationale,deepseek_rep2_decision,deepseek_rep2_exclusion_code,deepseek_rep2_uncertainty_reason,deepseek_rep2_boundary_case,deepseek_rep2_text_evidence,deepseek_rep2_bridge_evidence,deepseek_rep2_generative_evidence,deepseek_rep2_rationale,deepseek_rep3_decision,deepseek_rep3_exclusion_code,deepseek_rep3_uncertainty_reason,deepseek_rep3_boundary_case,deepseek_rep3_text_evidence,deepseek_rep3_bridge_evidence,deepseek_rep3_generative_evidence,deepseek_rep3_rationale,gptoss_rep1_decision,gptoss_rep1_exclusion_code,gptoss_rep1_uncertainty_reason,gptoss_rep1_boundary_case,gptoss_rep1_text_evidence,gptoss_rep1_bridge_evidence,gptoss_rep1_generative_evidence,gptoss_rep1_rationale,gptoss_rep2_decision,gptoss_rep2_exclusion_code,gptoss_rep2_uncertainty_reason,gptoss_rep2_boundary_case,gptoss_rep2_text_evidence,gptoss_rep2_bridge_evidence,gptoss_rep2_generative_evidence,gptoss_rep2_rationale,issue_tags
3577,A foundation model for nucleotide sequences.,stable_include,INCLUDE|INCLUDE|INCLUDE|INCLUDE|UNCERTAIN,INCLUDE,,,,,,,"OmniNA is a new generative foundation model that jointly learns from nucleotide sequences and text annotations (197 million words), with fine-tuning under natural language paradigms, clearly meeting text component and text-bio bridge criteria. | The abstract explicitly introduces OmniNA as a self-supervised generative foundation model for nucleotide sequences, trained on large-scale data with annotations, and demonstrates transfer learning and fine-tuning under natural language paradigms, meeting criteria for a primary generative text-bio foundational model.",INCLUDE,,,clear_include,197 million words; fine-tuned under natural language paradigms,jointly learns from both sequences and annotations,self-supervised generative foundation model,"The abstract introduces OmniNA as a generative foundation model trained on nucleotide sequences and annotations (text), establishing a clear text-bio bridge. All decisive criteria are satisfied.",INCLUDE,,,,,,,"OmniNA is a new generative foundation model trained on nucleotide sequences and textual annotations (197 million words), jointly learning from both, satisfying text component and text-bio bridge. Not a review, benchmark, or wrapper. | The abstract explicitly describes OmniNA as a self-supervised generative foundation model trained on large-scale nucleotide sequences and annotations, with transferable representations, meeting criteria for generative model and foundation model evidence.",INCLUDE,,,,,,,"The abstract presents OmniNA as a new generative foundation model trained on nucleotide sequences and natural‑language annotations, establishing both a biological modality and a substantive text component with an explicit joint learning bridge. | The abstract presents OmniNA as a self‑supervised generative foundation model trained on 91.7 M nucleotide sequences and annotations, showing broad pretraining and transfer capability, which meets criteria for a primary generative text‑bio foundational model.",UNCERTAIN,,generative_status_unclear,none,their associated annotations... 197 million words,"jointly learns from both sequences and annotations, leveraging their complementarity",self‑supervised generative foundation model,"The abstract introduces a new foundation model (OmniNA) that integrates nucleotide sequences (bio modality) with textual annotations, providing clear evidence of a text component and a text‑bio bridge. It is not a review, benchmark, or wrapper. While the model is described as “generative,” no explicit generative mechanism (decoder, autoregressive, etc.) is detailed, so the generative status remains unclear.",wrapper_boundary;text_component_boundary;generative_boundary
3385,Biomedgpt: Open multimodal generative pre-trained transformer for biomedicine,stable_include,INCLUDE|UNCERTAIN|UNCERTAIN|INCLUDE|INCLUDE,INCLUDE,,,,,,,"Title presents Biomedgpt as an open multimodal generative pre-trained transformer for biomedicine. Abstract mentions GPT language, 3D structure data, and single-cell sequencing data, indicating a text-bio generative model. | Title and abstract explicitly describe a generative pre-trained transformer (GPT) for biomedicine, indicating a primary generative model with foundation-model characteristics.",UNCERTAIN,,text_component_unclear,thin_abstract_boundary,none,none,generative pre-trained transformer; large generative language model,"The abstract is truncated and lacks explicit mention of natural-language text or text-bio alignment, leaving text component and text-bio bridge unclear. The title and abstract clearly indicate a generative multimodal foundation model (BiomedGPT) with biological modalities, so paper type is primary model paper and generative model is present.",UNCERTAIN,,text_bio_bridge_unclear,thin_abstract_boundary,generative language model,none,generative pre-trained transformer,"The title and abstract present a new multimodal generative model (BiomedGPT) with biological modalities and a language component, but the abstract is truncated and does not clarify the text-bio bridge (e.g., natural-language conditioning or generation). Thus text_bio_bridge remains unclear, leading to thin_abstract_boundary.",INCLUDE,,,,,,,"The abstract describes BiomedGPT as a multimodal generative transformer that integrates a GPT language model with 3D structural and single‑cell sequencing data, indicating a new primary model with biological modalities, a substantive text component, and a text‑bio bridge. | The title and abstract introduce an ""open multimodal generative pre-trained transformer (GPT)"" and refer to a ""large generative language model,"" indicating a generative architecture with broad pretraining across text and biomedical modalities.",INCLUDE,,,,,,,"The abstract introduces BiomedGPT as a multimodal generative transformer that combines language modeling with 3D structure and single‑cell sequencing data, indicating a new primary model that integrates text and biological modalities. | The abstract introduces a multimodal generative pre‑trained transformer for biomedicine, indicating a decoder‑style generative architecture and broad pretraining typical of foundation models.",thin_or_truncated_abstract;text_component_boundary;generative_boundary
3764,CLOP-DiT: Structured-Metadata-Conditioned Single-Cell Latent Generation via Contrastive Language-Omics Pretraining and Diffusion Transformers,stable_include,UNCERTAIN|UNCERTAIN|INCLUDE|INCLUDE|INCLUDE,UNCERTAIN,,text_component_unclear,thin_abstract_boundary,"structured biological descriptions (five-field template: cell type, tissue, organism, marker genes, disease)",maps BiomedBERT text embeddings and scGPT cell embeddings into shared space,conditional Diffusion Transformer generates latent states via flow matching,"The text component consists of structured metadata fields rather than natural-language text, making text_component and text_bio_bridge unclear per policy; generative model is clearly present.",UNCERTAIN,,text_component_unclear,text_component_boundary,BiomedBERT text embeddings,text–cell alignment via contrastive aligner,conditional Diffusion Transformer (DiT) with flow matching,The abstract presents a generative model for single-cell generation conditioned on structured biological descriptions using BiomedBERT text embeddings and scGPT. Text component is unclear because the input is structured metadata fields rather than free-form natural language.,INCLUDE,,,clear_include,BiomedBERT text embeddings; text–cell alignment,maps BiomedBERT text embeddings and scGPT cell embeddings into a shared space; steered by a five-field biological template,Diffusion Transformer (DiT) generates scGPT-compatible latent states via flow matching,"Abstract presents a new model (CLOP-DiT) that uses BiomedBERT text embeddings to condition a diffusion transformer for generating single-cell transcriptomic profiles, satisfying all criteria. Scope reviewer's uncertainty about text component is resolved by explicit evidence of text embeddings and text–cell alignment.",INCLUDE,,,,,,,"The abstract introduces CLOP‑DiT, a new generative diffusion model that aligns BiomedBERT text embeddings with scGPT cell embeddings and conditions generation on structured textual descriptions, indicating a primary multimodal text‑bio model. | The abstract describes a conditional Diffusion Transformer that generates synthetic single‑cell gene expression profiles from structured biological descriptions, showing a generative architecture with broad pretraining across many datasets.",INCLUDE,,,,,,,"The abstract presents CLOP-DiT, a new multimodal generative model that aligns BiomedBERT text embeddings with single‑cell embeddings and generates transcriptomic profiles conditioned on structured textual descriptions, satisfying primary model, bio modality, text component, and text‑bio bridge criteria. | The abstract presents CLOP-DiT, a diffusion‑based generative model that creates single‑cell transcriptomic profiles conditioned on structured biological text, and it leverages pretrained BiomedBERT and scGPT embeddings, indicating foundation‑model characteristics.",thin_or_truncated_abstract;text_component_boundary;generative_boundary
1818,CaLMFlow: Volterra Flow Matching using Causal Language Models,stable_include,UNCERTAIN|INCLUDE|UNCERTAIN|INCLUDE|INCLUDE,UNCERTAIN,,text_component_unclear,text_component_boundary,none,none,continuous data generation; flow matching,"Abstract presents a novel flow matching framework using LLMs for continuous data generation, with application to single-cell perturbation. Text component and text-bio bridge are unclear because the abstract only mentions 'textual context' without explicit natural-language input/output or alignment. Generative model is clear.",INCLUDE,,,,,,,"CaLMFlow is a primary model paper that uses causal language models for flow matching, applied to single-cell perturbation response prediction with textual context, satisfying all criteria. | Introduces CaLMFlow, a flow matching framework using causal language models for continuous data generation, demonstrated on single-cell perturbation response prediction, indicating a generative text-bio model.",UNCERTAIN,,text_component_unclear,thin_abstract_boundary,incorporate textual context,incorporate textual context for single-cell perturbation response prediction,flow matching for continuous data generation,"CaLMFlow is a primary model paper presenting a flow matching framework using LLMs for continuous data generation, with single-cell perturbation response prediction. However, the abstract does not clearly describe a natural-language text component or explicit text-bio alignment; both text_component and text_bio_bridge remain unclear. Scope reviewer flagged these as unclear, while architecture reviewer did not address them.",INCLUDE,,,,,,,"The abstract presents a new framework (CaLMFlow) using LLMs and explicitly mentions applying it to single‑cell perturbation response prediction, indicating a biological modality, a substantive text component, and a text‑bio bridge. | The abstract presents CaLMFlow, a novel framework that leverages large language models for continuous data generation via flow matching, indicating a primary generative model with foundation-model characteristics.",INCLUDE,,,,,,,"The paper introduces a novel LLM‑based flow‑matching model applied to single‑cell data and explicitly mentions using textual context, indicating a substantive text‑bio bridge. | The abstract presents CaLMFlow, a novel framework that uses large language models to perform flow matching and generate continuous data, indicating a genuine generative architecture and leveraging a foundation model.",thin_or_truncated_abstract;text_component_boundary;generative_boundary
1745,Cell-o1: Training LLMs to Solve Single-Cell Reasoning Puzzles with Reinforcement Learning,stable_include,EXCLUDE|INCLUDE|EXCLUDE|INCLUDE|INCLUDE,EXCLUDE,application_wrapper,,,,,,"The paper presents Cell-o1, an LLM fine-tuned for cell type annotation from single-cell RNA-seq data, with no natural-language text input or output described; it is an application wrapper rather than a primary text-bio model. | The abstract describes fine-tuning an existing LLM (Cell-o1) for a specific cell type annotation task, not a new generative foundation model; thus it is an application wrapper.",INCLUDE,,,,,,,"Cell-o1 is a newly trained 7B LLM that maps single-cell RNA-seq data to natural-language reasoning and cell type labels, with a central text-bio bridge. The abstract clearly describes a primary model paper with biological modality and substantive text component. | The abstract describes a 7B LLM (generative autoregressive architecture) fine-tuned for cell type annotation, a biological reasoning task; foundation model evidence is unclear as pretraining is not detailed, but the model is a primary contribution.",EXCLUDE,EC2_no_text_component,,clear_exclude,none,none,none,"The abstract describes an LLM fine-tuned for cell type annotation without natural-language text input or output, and without explicit generative mechanism; thus it lacks a text component and generative capability, leading to exclusion.",INCLUDE,,,clear_include,distilled reasoning traces,assign unique cell types to a batch of cells,7B LLM trained via supervised fine-tuning ... reinforcement learning,"The abstract introduces Cell‑o1, a new 7B LLM fine‑tuned with reasoning traces and RL for batch‑level cell‑type annotation, clearly a generative language model that uses natural‑language reasoning (text component) and maps biological data to textual cell‑type labels (text‑bio bridge).",INCLUDE,,,clear_include,distilled reasoning traces,trained via supervised fine‑tuning on distilled reasoning traces,7B LLM trained via supervised fine‑tuning and reinforcement learning,"The abstract presents a new 7B LLM (Cell‑o1) trained on textual reasoning traces to annotate single‑cell RNA‑seq data, establishing a multimodal text‑bio bridge and a generative language model; thus it meets all inclusion criteria.",wrapper_boundary;text_component_boundary;generative_boundary
3377,Cell2Sentence: teaching large language models the language of biology,stable_include,UNCERTAIN|EXCLUDE|EXCLUDE|INCLUDE|INCLUDE,UNCERTAIN,,text_component_unclear,thin_abstract_boundary,direct data-driven text generation,bridges the gap between natural language processing and biology,can generate biologically valid cells,"Paper presents Cell2Sentence fine-tuning GPT-2 on cell sentences. Text component and text-bio bridge are unclear because 'cell sentences' are biological token sequences, not natural-language text; text generation mention is ambiguous. Generative model is clear from cell generation and GPT-2 fine-tuning.",EXCLUDE,EC2_no_text_component,,text_component_boundary,direct data-driven text generation,transforming gene expression data into 'cell sentences',"cell generation, direct data-driven text generation","The abstract presents Cell2Sentence as a method to adapt LLMs to single-cell transcriptomics using cell sentences (biological tokens), not natural-language text. While the model is generative and uses GPT-2, the text component is not clearly natural language, so text_component_present=no and text_bio_bridge_present=no, leading to exclusion EC2_no_text_component. The paper is a primary model paper, not a wrapper, because it introduces a fine-tuning method.",EXCLUDE,EC2_no_text_component,,biological_token_only_boundary,none,none,can generate biologically valid cells,"The abstract converts gene expression data into 'cell sentences' which are biological tokens, not natural-language text, so text_component_present is no, leading to exclusion under EC2_no_text_component.",INCLUDE,,,,,,,"The paper introduces Cell2Sentence, a novel method that converts single‑cell transcriptomics into natural‑language sentences and fine‑tunes GPT‑2 to generate biologically valid cells, demonstrating a clear text‑bio multimodal model. | The abstract introduces Cell2Sentence, fine‑tuning GPT‑2 to generate cells and text, showing a generative decoder architecture built on a pre‑trained large language model.",INCLUDE,,,,,,,"The abstract introduces Cell2Sentence, a new method that converts single‑cell transcriptomics into textual sentences and fine‑tunes GPT‑2, demonstrating generation of cells from text inputs and prediction of cell types from sentences; this constitutes a primary multimodal generative model linking natural language and biology. | The abstract reports fine‑tuning GPT‑2 (a decoder LLM) to generate cells and text, confirming a generative architecture; it also leverages a pre‑trained large language model, indicating foundation‑model properties.",thin_or_truncated_abstract;wrapper_boundary;text_component_boundary;generative_boundary;biological_token_only
3707,Designing mRNA coding sequence via multimodal reverse translation language modeling with Pro2RNA,stable_include,EXCLUDE|EXCLUDE|EXCLUDE|INCLUDE|INCLUDE,EXCLUDE,EC2_no_text_component,,clear_exclude,none,none,generates mRNA coding sequences,"The abstract presents Pro2RNA as a model that generates mRNA sequences from protein sequences and taxonomy information, with no natural-language text input or output; thus, text_component and text_bio_bridge are absent, leading to exclusion.",EXCLUDE,EC2_no_text_component,,,,,,"Pro2RNA generates mRNA sequences from protein sequences with taxonomy conditioning; no natural-language text input or output is described. | Pro2RNA is a multimodal reverse-translation language model that explicitly generates mRNA coding sequences from protein sequences with taxonomy conditioning, using pretrained components (ESM2, SciBERT, generative RNA language model) and training on diverse species, providing clear generative and foundation-model evidence.",EXCLUDE,EC2_no_text_component,,,,,,"Pro2RNA generates mRNA coding sequences from protein sequences and taxonomy; taxonomy is structured metadata, not natural-language text, and no text-bio bridge is described. | The abstract describes a generative model (Pro2RNA) that generates mRNA coding sequences from protein sequences, but it does not involve natural language text, only biological sequences; thus it is a biological token-only boundary case.",INCLUDE,,,,,,,"The abstract introduces a new multimodal model (Pro2RNA) that uses SciBERT to process taxonomy text and conditions RNA generation on this text, constituting a clear text‑bio bridge. | The abstract introduces Pro2RNA as a generative RNA language model that generates mRNA coding sequences from protein sequences and integrates pretrained models (ESM2, SciBERT), satisfying both generative and foundation‑model criteria.",INCLUDE,,,,,,,"The abstract presents Pro2RNA, a new multimodal generative model that integrates protein and taxonomy text representations to produce mRNA sequences, satisfying primary model status, biological modality, text component, and a substantive text‑bio bridge. | Pro2RNA is presented as a multimodal reverse‑translation language model that generates mRNA coding sequences, integrating pretrained models (ESM2, SciBERT, RNA LM), indicating a generative architecture with foundation‑model characteristics.",text_component_boundary;generative_boundary;biological_token_only
1964,Generation of Multimodal Longitudinal Synthetic Data By Artificial Intelligence to Improve Personalized Medicine in Hematology,stable_include,EXCLUDE|EXCLUDE|EXCLUDE|INCLUDE|INCLUDE,EXCLUDE,application_wrapper,text_component_unclear,,,,,"This paper applies existing generative models (GAN, VAE, GPT, LLM, Stable Diffusion) to generate synthetic multimodal data for hematology; it does not present a new text-bio foundational model, thus it is an application wrapper. | The paper describes a pipeline using existing generative models (GAN, VAE, GPT, Stable Diffusion) fine-tuned for hematology synthetic data generation, not a new foundational model; it is an application wrapper.",EXCLUDE,application_wrapper,,wrapper_boundary,none,none,"conditional GAN, Tabular-VAE and Tabular-GPT architectures, Stable Diffusion model, Large Language Model","The abstract describes a pipeline combining existing generative models (GAN, VAE, GPT, Stable Diffusion, LLM) to generate synthetic multimodal data for hematology, without presenting a new text-bio foundational model or natural-language text component; thus it is an application wrapper.",EXCLUDE,application_wrapper,,wrapper_boundary,none,none,"conditional GAN, Tabular-VAE and Tabular-GPT architectures; Stable Diffusion model with hematological-trained CLIP module","The abstract describes a pipeline that applies existing generative models (GAN, VAE, GPT, LLM, Stable Diffusion) to generate synthetic multimodal data for hematology, without presenting a novel text-bio generative model or clear natural-language component; thus it is an application wrapper.",INCLUDE,,,,,,,"The abstract presents a new multimodal synthetic data pipeline that includes a fine‑tuned LLM to generate longitudinal textual information from hematology data, indicating a primary model with both biological modalities and a substantive text‑bio bridge. | The abstract details a pipeline that employs conditional GAN, VAE, GPT, and Stable Diffusion models to generate multimodal synthetic data, showing a genuine generative architecture with foundation‑model components.",INCLUDE,,,,,,,"The abstract presents a new multimodal generative pipeline (GAN, VAE, GPT, Stable Diffusion) that creates synthetic biological data and generates longitudinal text using a fine‑tuned LLM, establishing a clear text‑bio bridge. | The abstract reports a novel pipeline employing conditional GAN, VAE, GPT, and Stable Diffusion models to generate multimodal synthetic data, demonstrating a generative architecture with foundation‑model pretraining.",wrapper_boundary;text_component_boundary;generative_boundary
2461,"Genolator: A Multimodal Large Language Model Fusing Natural Language, Genomic, and Structural Tokens for Protein Function Interpretation",stable_include,UNCERTAIN|INCLUDE|INCLUDE|UNCERTAIN|EXCLUDE,UNCERTAIN,,generative_status_unclear,generative_boundary,natural language queries and answers queries,"integrates embeddings from DNA sequences, amino acid sequences, and protein structures with natural language queries",none,"Abstract presents Genolator as a multimodal LLM fusing natural language with genomic/structural tokens to answer protein function queries, satisfying text component and text-bio bridge. However, no explicit generative mechanism (e.g., decoder, autoregressive) is described, so generative status remains unclear per conservative policy.",INCLUDE,,,,,,,"Genolator is a new multimodal LLM fusing genomic/structural embeddings with natural language queries to answer protein function questions, satisfying all criteria for a primary text-bio generative model. | Genolator is a multimodal LLM fine-tuned on QA pairs to answer protein function queries, indicating a generative model. The abstract presents it as a primary model, not a wrapper, with evidence of generative capability.",INCLUDE,,,clear_include,natural language queries and question-answer pairs,integrates embeddings from DNA sequences... with natural language queries; bridging genomic code and human language,multimodal large language model that answers queries,"The abstract presents Genolator, a multimodal LLM integrating biological sequences with natural language queries, fine-tuned on QA pairs, and answering queries. All criteria are met: bio modality (DNA, protein), text component (natural language queries, QA pairs), text-bio bridge (integration of genomic and language embeddings), and generative (LLM answering queries). No exclusion applies.",UNCERTAIN,,generative_status_unclear,none,natural language queries; question‑answer pairs,"integrates embeddings from DNA, amino‑acid sequences and protein structures with natural language queries",none,"The abstract presents a new multimodal LLM (Genolator) that combines genomic/structural tokens with natural‑language queries, satisfying bio modality, text component, and bridge criteria. It mentions foundation‑model baselines, but does not explicitly state a generative architecture (e.g., decoder or autoregressive), so generative status remains unclear.",EXCLUDE,EC3_not_generative,,,,,,"The abstract presents Genolator as a multimodal LLM that fuses DNA, protein, and structural embeddings with natural‑language queries, indicating a new primary model that combines biological modalities and a substantive text component, forming a clear text‑bio bridge. | The abstract presents a multimodal LLM for answering queries about protein function, with no explicit mention of a decoder, autoregressive, or other generative mechanism, so it does not describe a generative architecture.",wrapper_boundary;text_component_boundary;generative_boundary
1236,Language may be all omics needs: Harmonizing multimodal data for omics understanding with CellHermes,stable_include,INCLUDE|INCLUDE|INCLUDE|INCLUDE|EXCLUDE,INCLUDE,,,,,,,"CellHermes is presented as a primary model that uses natural language question-answer pairs to integrate and process omics data, clearly satisfying both text component and text-bio bridge criteria. | CellHermes fine-tunes an existing LLM via LORA on question-answer pairs for multimodal omics tasks, demonstrating generative capabilities and foundation-model-like broad applicability.",INCLUDE,,,,,,,"CellHermes is a primary model that integrates omics data via natural language question-answer pairs and text-based reasoning, clearly satisfying all inclusion criteria. | CellHermes fine-tunes a pretrained LLM with LORA on omics question-answer pairs, enabling generative prediction and explanation across multiple tasks, demonstrating foundation-model characteristics.",INCLUDE,,,,,,,"CellHermes is a primary candidate model that integrates omics data via natural language question-answer pairs, with clear text-bio bridge central to its functions as encoder, predictor, and explainer. | CellHermes fine-tunes an existing LLM via LORA to generate text answers for omics tasks, showing generative capability and foundation-model-like broad applicability across multiple biological tasks.",INCLUDE,,,clear_include,reformulating datasets into natural language question‑answer pairs,integrates multimodal omics data through natural language as a unifying medium,allows a single model to perform multi‑task prediction by generating answers and explanations,"The abstract presents CellHermes as a new multimodal language model that leverages pretrained LLMs, uses natural‑language QA pairs, and generates answers/explanations, satisfying all inclusion criteria.",EXCLUDE,EC3_not_generative,,,,,,"The abstract presents CellHermes as a new model that reformulates omics data into natural‑language question‑answer pairs and uses a pretrained LLM, providing clear evidence of a substantive text‑bio bridge. | The abstract presents CellHermes as an encoder, predictor, and explainer without mentioning a decoder or any generative mechanism, so it is not a generative model; however, it leverages pretrained LLMs and claims broad applicability, providing foundation‑model evidence.",wrapper_boundary;text_component_boundary;generative_boundary
3359,Multimodal Cell Context Instruction Tuning for Conditional DNA Regulatory Sequence Generation with Large Language Models,stable_include,UNCERTAIN|UNCERTAIN|UNCERTAIN|INCLUDE|INCLUDE,UNCERTAIN,,text_component_unclear,thin_abstract_boundary,none,none,Conditional DNA Regulatory Sequence Generation,"Abstract is truncated; title suggests a generative model for DNA sequences with multimodal cell context and instruction tuning, but no explicit natural-language text component or text-bio bridge is confirmed. Text component and bridge remain unclear due to insufficient abstract evidence.",UNCERTAIN,,text_component_unclear,thin_abstract_boundary,"Instruction Tuning (title) but abstract truncated, no explicit natural-language text",Multimodal Cell Context and Conditional DNA Generation (title) but bridge unclear due to text component uncertainty,Conditional DNA Regulatory Sequence Generation (title) and 'generative' in abstract,"Title presents a multimodal instruction-tuning framework for conditional DNA generation using LLMs, but the truncated abstract lacks explicit evidence of a natural-language text component and text-bio bridge. Text component is unclear.",UNCERTAIN,,text_component_unclear,thin_abstract_boundary,none,none,Conditional DNA Regulatory Sequence Generation,"Title explicitly presents a primary model for conditional DNA sequence generation using LLMs and instruction tuning, but the truncated abstract lacks explicit evidence of natural-language text or text-bio alignment, leaving text component and bridge unclear.",INCLUDE,,,clear_include,Instruction Tuning,Conditional DNA Regulatory Sequence Generation,DNA Regulatory Sequence Generation,"Title and abstract indicate a new multimodal model that uses instruction (natural-language) tuning to condition DNA sequence generation with a large language model, satisfying all inclusion criteria.",INCLUDE,,,,,,,"The title describes a new multimodal model that uses instruction tuning (natural‑language) to condition DNA sequence generation, linking cell‑context biology with text prompts. | The title and abstract explicitly mention conditional DNA regulatory sequence generation using large language models and pretraining on extensive DNA text corpora, indicating a generative architecture with foundation-model characteristics.",thin_or_truncated_abstract;text_component_boundary;generative_boundary
3823,Phenotype-Guided In Silico Molecular Generation Using Large Language Models,stable_include,EXCLUDE|EXCLUDE|EXCLUDE|INCLUDE|INCLUDE,EXCLUDE,EC2_no_text_component,,clear_exclude,text-based representations of up- and down-regulated gene sets,text-based representations of up- and down-regulated gene sets,generating small molecules directly from transcriptomic representations,"The abstract describes GEMGen as generating molecules from transcriptomic gene set representations, but these are structured gene symbols, not natural-language text, so text component is absent. Hence exclusion under EC2_no_text_component.",EXCLUDE,EC2_no_text_component,,clear_exclude,text-based representations of up- and down-regulated gene sets,text-based representations of up- and down-regulated gene sets,generating small molecules directly from transcriptomic representations,"The abstract describes GEMGen as generating small molecules from transcriptomic data using text-based representations of gene sets, but these are structured gene-name strings, not natural-language text. No natural-language input, output, or explicit text-bio alignment is described, so text_component_present and text_bio_bridge_present are no, leading to exclusion under EC2_no_text_component.",EXCLUDE,EC2_no_text_component,,,,,,"GEMGen uses text-based representations of gene sets (biological tokens) as input, not natural-language text, and generates small molecules. Lacks a substantive natural-language text component, so excluded per EC2_no_text_component. | GEMGen is a generative LLM-based framework that produces small molecules from transcriptomic data, trained on large-scale perturbation data with transferable representations.",INCLUDE,,,,,,,"The abstract describes a new LLM‑based framework (GEMGen) that maps transcriptomic (biological) data encoded as text to generated small‑molecule structures, indicating a primary model with both text and bio components and a substantive text‑bio bridge. | The abstract introduces GEMGen, a large language model that generates small molecules from transcriptomic text representations, satisfying a generative architecture. It also notes training on large‑scale chemical perturbation data and transferable modeling across platforms, indicating foundation‑model characteristics.",INCLUDE,,,,,,,"The abstract presents GEMGen, a new LLM‑based framework that maps text‑based gene‑set representations of transcriptomic phenotypes to generated small‑molecule structures, indicating a primary multimodal generative model with both biological and text components. | The abstract introduces GEMGen, a large language model that generates small molecules from transcriptomic representations, indicating a generative decoder architecture, and notes training on large‑scale data with transferable modeling across platforms, evidencing foundation‑model characteristics.",text_component_boundary;generative_boundary;biological_token_only
1961,Rethinking Genomic Modeling Through Optical Character Recognition,stable_include,UNCERTAIN|EXCLUDE|INCLUDE|INCLUDE|EXCLUDE,UNCERTAIN,,text_component_unclear,thin_abstract_boundary,OCR-capable vision-language model with document decoder and prompt-conditioned objectives,vision-language model processing DNA visual layouts,masked span completion and prompt-conditioned objectives,"Abstract presents OpticalDNA as a vision-language model for genomic modeling with masked span completion, but does not clearly describe natural-language text input or text-bio alignment, leaving text component and bridge uncertain.",EXCLUDE,EC2_no_text_component,,clear_exclude,none,none,masked span completion,"OpticalDNA uses a vision-language model on visual DNA layouts but does not describe natural-language text input or output; text component absent, leading to exclusion under EC2_no_text_component.",INCLUDE,,,,,,,"OpticalDNA is a primary model paper that uses a vision-language model with a document decoder and prompt conditioning, making text and text-bio bridge central; DNA is the biological modality. | The abstract describes a novel vision-language model with a document decoder and masked span completion, indicating generative capability; it is compared to genomic foundation models and shows broad benchmark performance, suggesting foundation-model characteristics.",INCLUDE,,,,,,,"The abstract presents OpticalDNA as a new vision‑language model for DNA that uses prompt‑conditioned objectives and a document decoder, indicating a substantive text component and a central text‑bio bridge. | The abstract presents OpticalDNA with a visual encoder and a document decoder that performs masked span completion, indicating a generative decoder, and reports broad pretraining and strong performance across diverse genomic benchmarks, showing foundation‑model traits.",EXCLUDE,EC3_not_generative,,,,,,"The paper introduces OpticalDNA, a vision‑language model that encodes DNA visually and decodes text via a document decoder and prompt‑conditioned objectives, establishing a clear bio‑text bridge. | The abstract presents a vision‑language model with encoder/decoder for compression and masked span completion, but provides no explicit generative mechanism such as autoregressive DNA generation.",thin_or_truncated_abstract;text_component_boundary;generative_boundary
3252,scMulan: a multitask generative pre-trained language model for single-cell analysis,stable_include,EXCLUDE|UNCERTAIN|UNCERTAIN|EXCLUDE|EXCLUDE,EXCLUDE,EC2_no_text_component,,clear_exclude,none,none,multitask generative pre-trained language model,"The abstract describes scMulan as a generative pre-trained language model for single-cell analysis, but the only mention of 'language' refers to the biological 'language of gene expression', not natural-language text. No explicit natural-language input, output, or text-bio alignment is described, so text_component and text_bio_bridge are absent, leading to exclusion under EC2_no_text_component.",UNCERTAIN,,text_component_unclear,thin_abstract_boundary,none,none,generative pre-trained language model,"Title describes scMulan as a generative pre-trained language model for single-cell analysis, but the truncated abstract provides only 'the language of gene expression and metadata' without clear natural-language text input/output or text-bio alignment, leaving text component and bridge unclear.",UNCERTAIN,,text_component_unclear,thin_abstract_boundary,none,none,title: 'generative pre-trained language model',The abstract is truncated and only mentions 'the language of gene expression and metadata of single cells' without describing natural-language text or explicit text-bio alignment; thus text component and bridge are unclear despite the model being generative and a foundation model.,EXCLUDE,EC2_no_text_component,,,,,,"The abstract presents scMulan as a new foundation model for single‑cell gene expression and metadata, with no mention of natural‑language text or prompts, indicating no substantive text component or text‑bio bridge. | Title states a multitask generative pre-trained language model and abstract calls scMulan a new foundation model, indicating a primary generative model.",EXCLUDE,EC2_no_text_component,,,,,,"The abstract introduces scMulan, a generative pre‑trained model for single‑cell gene expression and metadata, but does not mention natural‑language text inputs, outputs, or alignment, so there is no substantive text component or text‑bio bridge. | Title and abstract describe scMulan as a generative pre‑trained language model and a new foundation model for single‑cell analysis.",thin_or_truncated_abstract;text_component_boundary;generative_boundary
