record_id,source_record_id,study_id,title,doi,source_pdf_sha256,source_document_sha256,canonical_record_for_study,exact_duplicate,possible_version_group,primary_analysis_linkage,docling_json,markdown
july_update_2026-07-06__rec_000060,rec_000060,study_c16cbcac015c,CellTosg2Sequence: A Unified Text-Omics-Signaling-Graph Large Language Model for Single-Cell Analysis,10.64898/2026.06.16.732397,cc6728f4854de053a7d2730d80c574b298c4d2dd17a7b473d5df0fcf2c449844,cc6728f4854de053a7d2730d80c574b298c4d2dd17a7b473d5df0fcf2c449844,True,False,,exact_pdf_only,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/july_update_2026_07_06_rec_000060_d8977b6d9a26.docling.json,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/july_update_2026_07_06_rec_000060_d8977b6d9a26.md
june_update_2026-06-10__rec_000121,rec_000121,study_9cc3c78888c3,RVQ-Alpha: Bridging Single-Cell Transcriptomics and Large Language Models via Discrete Tokenization and Verifiable Reinforcement Learning,10.64898/2026.04.20.719773,69338d06cde84e2f0112db053e2c1b24eb8d1a4bc427c9c06277927907ed405f,69338d06cde84e2f0112db053e2c1b24eb8d1a4bc427c9c06277927907ed405f,True,False,,exact_pdf_only,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/june_update_2026_06_10_rec_000121_8f4709456aba.docling.json,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/june_update_2026_06_10_rec_000121_8f4709456aba.md
june_update_2026-06-10__rec_000133,rec_000133,study_476f8441c752,GenNA: Conditional generation of nucleotide sequences guided by natural-language annotations,10.64898/2026.04.22.720063,f1987deaeee119159aa9c142d26e5877ff8aa62cb79847cdc6e12dc3b2716256,f1987deaeee119159aa9c142d26e5877ff8aa62cb79847cdc6e12dc3b2716256,True,False,,exact_pdf_only,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/june_update_2026_06_10_rec_000133_3abbdd0df15f.docling.json,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/june_update_2026_06_10_rec_000133_3abbdd0df15f.md
june_update_2026-06-10__rec_000148,rec_000148,study_b476c65521c3,"SciCore-Omics: a tri-modal foundation model unifying histology, spatial transcriptomics and language for spatial biology",10.64898/2026.05.30.728937,9a32a0341846b7533cdb67f4b1d4f0e916f6530271b8fb105a2e1456f8e05ced,9a32a0341846b7533cdb67f4b1d4f0e916f6530271b8fb105a2e1456f8e05ced,True,False,,exact_pdf_only,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/june_update_2026_06_10_rec_000148_32d2df447629.docling.json,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/june_update_2026_06_10_rec_000148_32d2df447629.md
june_update_2026-06-10__rec_000152,rec_000152,study_1e6901520f8e,H2O: A Foundation Model Bridging Histopathology to Spatial Multi-Omics Profiling,10.64898/2026.04.21.717342,68183019ebd78ef8efd5da120fcf536a9a44ea9dfab600a85337e671a58d576d,68183019ebd78ef8efd5da120fcf536a9a44ea9dfab600a85337e671a58d576d,True,False,,exact_pdf_only,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/june_update_2026_06_10_rec_000152_5827375351f8.docling.json,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/june_update_2026_06_10_rec_000152_5827375351f8.md
june_update_2026-06-10__rec_000194,rec_000194,study_44ce36825624,Bio-BLIP: A Multimodal Architecture for Transferable Reasoning in Genomic Variant Interpretation,10.64898/2026.05.12.724740,8392c9af20bb60363645ab3f63840c59013ce97261f83b74bf9ab2a5862f8a4f,8392c9af20bb60363645ab3f63840c59013ce97261f83b74bf9ab2a5862f8a4f,True,False,,exact_pdf_only,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/june_update_2026_06_10_rec_000194_b24922d872f2.docling.json,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/june_update_2026_06_10_rec_000194_b24922d872f2.md
june_update_2026-06-10__rec_000246,rec_000246,study_257d7c4ee751,OmicsLM: A Multimodal Large Language Model for Multi-Sample Omics Reasoning,,8951a73c78d8ac1f51aaef87999d4b402d742fafc14f9134de81e93aab172bbd,8951a73c78d8ac1f51aaef87999d4b402d742fafc14f9134de81e93aab172bbd,False,True,,exact_pdf_only,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/june_update_2026_06_10_rec_000246_55ef58661ddf.docling.json,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/june_update_2026_06_10_rec_000246_55ef58661ddf.md
june_update_2026-06-10__rec_000248,rec_000248,study_4250fe0b5a77,Cell2Text: Multimodal LLM for generating textual descriptions from single-cell RNA-Seq profiles,,c49343967a9a240f3beaf919929752f7dd64cebb39944be6ba6aa1614ca9c937,c49343967a9a240f3beaf919929752f7dd64cebb39944be6ba6aa1614ca9c937,False,True,,exact_pdf_only,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/june_update_2026_06_10_rec_000248_de5b21014e76.docling.json,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/june_update_2026_06_10_rec_000248_de5b21014e76.md
june_update_2026-06-10__rec_000350,rec_000350,study_3f11aba2d4f5,OmniGene-4: a unified bio-language MoE model with router-level interpretability,10.64898/2026.05.12.724542,e7095058396b570e9049452b830e9b6694bc60a810ab6a6a7841af1c1e6a73b3,e7095058396b570e9049452b830e9b6694bc60a810ab6a6a7841af1c1e6a73b3,True,False,,exact_pdf_only,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/june_update_2026_06_10_rec_000350_23e4d9368797.docling.json,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/june_update_2026_06_10_rec_000350_23e4d9368797.md
update_2026-08-09__manual_recall_xunzi,update_2026-08-09__manual_recall_xunzi,study_db50018753cc,"XunZi, an AI biologist, reveals disease-modifying targets",10.1038/s41551-026-01769-6,d82a7b8ea12c3a0f72de2887f30c7b84161132f8beecdd3384b6ef9b1f2eeb79,d82a7b8ea12c3a0f72de2887f30c7b84161132f8beecdd3384b6ef9b1f2eeb79,False,True,,exact_pdf_only,data/living_catalog_updates/update_2026-08-09/11_docling_vlm_manual_recall_xunzi_2026-08-11/profiles/documents/update_2026_08_09_manual_recall_xunzi_c3ac5dec9fcb.docling.json,data/living_catalog_updates/update_2026-08-09/11_docling_vlm_manual_recall_xunzi_2026-08-11/profiles/markdown/update_2026_08_09_manual_recall_xunzi_c3ac5dec9fcb.md
update_2026-08-09__rec_000106,rec_000106,study_ab49825e939e,scMIR: a vision-language foundation model for single-cell light microscopy image representation,,cbc5eb91814eed0e3e4ec26f101a77b6f544d3bf9b4f32db58cc639b00f02b25,cbc5eb91814eed0e3e4ec26f101a77b6f544d3bf9b4f32db58cc639b00f02b25,False,True,,exact_pdf_only,data/living_catalog_updates/update_2026-08-09/11_docling_vlm/profiles/documents/update_2026_08_09_rec_000106_c9bc52778731.docling.json,data/living_catalog_updates/update_2026-08-09/11_docling_vlm/profiles/markdown/update_2026_08_09_rec_000106_c9bc52778731.md
update_2026-08-09__rec_000138,rec_000138,study_6673da673ba0,"OCellus: A Language-Model Framework for Single-Cell, Spatial, and Perturbation Biology with Natural-Language Reasoning",,f41aa6b7f12245f349f7f621bb0a0774579acd419aa8d6e21e77aaca44865e8a,f41aa6b7f12245f349f7f621bb0a0774579acd419aa8d6e21e77aaca44865e8a,False,True,,exact_pdf_only,data/living_catalog_updates/update_2026-08-09/11_docling_vlm/profiles/documents/update_2026_08_09_rec_000138_796e32b2faec.docling.json,data/living_catalog_updates/update_2026-08-09/11_docling_vlm/profiles/markdown/update_2026_08_09_rec_000138_796e32b2faec.md
